"Time (s)","X (hPa)"
-5.287098334E-1,1.017546463E3
5.039761667E-1,1.017609253E3
1.536778167E0,1.017546463E3
2.569738167E0,1.016663971E3
3.602750167E0,1.016663971E3
4.635721167E0,1.016855316E3
4.773763167E0,1.016855316E3
5.730160167E0,1.017173309E3
6.686607167E0,1.017173309E3
7.643118167E0,1.017173309E3
8.599448167E0,1.016994934E3
9.555891167E0,1.016620331E3
1.051234717E1,1.016616516E3
1.146875217E1,1.016616516E3
1.242503317E1,1.016616516E3
1.338127317E1,1.016795197E3
1.433776617E1,1.016942291E3
1.529430817E1,1.016990891E3
1.625081617E1,1.016999664E3
1.720739017E1,1.016999664E3
1.816396717E1,1.016944427E3
1.912039217E1,1.016944427E3
2.007682717E1,1.016975174E3
2.103335217E1,1.016979294E3
2.198989517E1,1.016979294E3
2.294641217E1,1.016925049E3
2.390292717E1,1.016918564E3
2.485946517E1,1.016887894E3
2.581593217E1,1.016887894E3
2.677238317E1,1.016975632E3
2.772877217E1,1.017072220E3
2.868523217E1,1.017127609E3
2.964164017E1,1.017235031E3
3.059805317E1,1.017271042E3
3.155458317E1,1.017271042E3
3.251095017E1,1.017186356E3
3.346753817E1,1.017171326E3
3.442405417E1,1.016756134E3
3.538065417E1,1.016479568E3
3.633720417E1,1.016469803E3
3.729384317E1,1.016430435E3
3.825047017E1,1.016430435E3
3.920704917E1,1.016759720E3
4.016357317E1,1.016866455E3
4.112007317E1,1.016933670E3
4.207649517E1,1.016868973E3
4.303293817E1,1.016868973E3
4.398949717E1,1.016765213E3
4.494604017E1,1.016686554E3
4.590261517E1,1.016641235E3
4.685906117E1,1.016686554E3
4.781557917E1,1.016712418E3
4.877204717E1,1.016712418E3
4.972865017E1,1.016779022E3
5.068524817E1,1.016779022E3
5.164182917E1,1.016873322E3
5.259840417E1,1.016873322E3
5.355491617E1,1.016756897E3
5.451153117E1,1.016670456E3
5.546816817E1,1.016561050E3
5.642473817E1,1.016432037E3
5.738126217E1,1.016432037E3
5.833781117E1,1.016591110E3
5.929431517E1,1.016612701E3
6.025084117E1,1.016631012E3
6.120743917E1,1.016686096E3
6.216402217E1,1.016686096E3
6.312059517E1,1.016686096E3
6.407716017E1,1.016743469E3
6.503377017E1,1.016743469E3
6.599032117E1,1.016767349E3
6.694700017E1,1.016737976E3
6.790367017E1,1.016682434E3
6.886035017E1,1.016539307E3
6.981703217E1,1.016522751E3
7.077375717E1,1.016528091E3
7.173049117E1,1.016528091E3
7.268718917E1,1.016539230E3
7.364395217E1,1.016551437E3
7.460073317E1,1.016564636E3
7.555757717E1,1.016564636E3
7.651446717E1,1.016552658E3
7.747139317E1,1.016552658E3
7.842829117E1,1.016557693E3
7.938512717E1,1.016643677E3
8.034197217E1,1.016656647E3
8.129871417E1,1.016656647E3
8.225562217E1,1.016619263E3
8.321249817E1,1.016532211E3
8.416939717E1,1.016486740E3
8.512626217E1,1.016361542E3
8.608308417E1,1.016361542E3
8.703996117E1,1.016406784E3
8.799678317E1,1.016420135E3
8.895366917E1,1.016428299E3
8.991049017E1,1.016428299E3
9.086718717E1,1.016474609E3
9.182383517E1,1.016517029E3
9.278049217E1,1.016518326E3
9.373710317E1,1.016524811E3
9.469379617E1,1.016524811E3
9.565045117E1,1.016462860E3
9.660719217E1,1.016452713E3
9.756419617E1,1.016439133E3
9.852135917E1,1.016439133E3
9.947832717E1,1.016511002E3
1.004351132E2,1.016545029E3
