"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.226407083E-1,-3.505484009E1,-2.093104172E1,-2.806823730E0
3.239287083E-1,-3.645463181E1,-1.778345680E1,-6.034912109E0
5.252177083E-1,-3.549806595E1,-1.811253548E1,-1.043194580E1
7.265071667E-1,-3.567861938E1,-1.766326332E1,-1.067239380E1
9.277961667E-1,-3.576631165E1,-1.760491943E1,-9.740203857E0
1.129084167E0,-3.464275360E1,-1.933691216E1,-9.212524414E0
1.330372167E0,-3.296800995E1,-2.238997269E1,-6.695800781E0
1.531661167E0,-3.247090149E1,-2.367436028E1,-2.254455566E0
1.732949208E0,-3.277166367E1,-2.353196716E1,-6.955566406E-1
1.934237208E0,-3.246026993E1,-2.402282333E1,-7.483520508E-1
2.135526208E0,-3.037952042E1,-2.607310104E1,-2.451232910E0
2.336814208E0,-2.696629715E1,-2.933211136E1,-3.607604980E0
2.538102208E0,-2.506220055E1,-3.045467758E1,-5.565765381E0
2.739389792E0,-2.545897865E1,-2.956290817E1,-7.591644287E0
2.940677792E0,-2.659692383E1,-2.880528259E1,-8.608947754E0
3.141965792E0,-2.825821686E1,-2.730654907E1,-8.372558594E0
3.343253792E0,-2.918737411E1,-2.706615829E1,-6.253723145E0
3.544540917E0,-2.855259705E1,-2.827894783E1,-5.230773926E0
3.745829917E0,-2.690479279E1,-2.985250092E1,-3.480468750E0
3.947117917E0,-2.429376030E1,-3.151528549E1,-3.106689453E0
4.148405917E0,-2.407225609E1,-3.126023865E1,-4.676177979E0
4.349693917E0,-2.497728539E1,-2.953088379E1,-7.860687256E0
4.550984042E0,-2.689192009E1,-2.683747482E1,-9.539367676E0
4.752272042E0,-2.888252068E1,-2.533642578E1,-9.677764893E0
4.953561042E0,-2.934569359E1,-2.487127304E1,-8.878692627E0
5.154849042E0,-2.901376724E1,-2.582055092E1,-7.566436768E0
5.356137042E0,-2.832051277E1,-2.673660660E1,-7.096496582E0
5.557426042E0,-2.433026695E1,-3.025621033E1,-6.375915527E0
5.758715042E0,-1.886569214E1,-3.409078979E1,-3.639923096E0
5.960003042E0,-1.313244629E1,-3.625604248E1,-3.657226562E-1
6.161292042E0,-6.975597382E0,-3.728505707E1,1.743133545E0
6.362581042E0,-3.755977631E0,-3.773483276E1,2.243530273E0
6.563869667E0,-1.666820526E0,-3.775099564E1,2.044372559E0
6.765158667E0,-1.564155579E0,-3.799238968E1,1.957397461E0
6.966447667E0,-2.383819580E0,-3.777118683E1,2.142944336E-1
