"Time (s)","X (hPa)"
-5.158201250E-1,1.016249847E3
5.138948750E-1,1.016252594E3
1.543724875E0,1.016255264E3
2.573539875E0,1.016270676E3
3.603352875E0,1.016270676E3
4.633241875E0,1.016260071E3
4.775359875E0,1.016235657E3
5.728920875E0,1.016224442E3
6.682481875E0,1.016224442E3
7.635999875E0,1.016187820E3
8.589656875E0,1.016187820E3
9.543170875E0,1.016209793E3
1.049674787E1,1.016209793E3
1.145035987E1,1.016159973E3
1.240395187E1,1.016154938E3
1.335756887E1,1.016126633E3
1.431124287E1,1.016116562E3
1.526488087E1,1.016095886E3
1.621863987E1,1.016095886E3
1.717249987E1,1.016095886E3
1.812622387E1,1.016124878E3
1.907995287E1,1.016153793E3
2.003378487E1,1.016190033E3
2.098753187E1,1.016190033E3
2.194135687E1,1.016110229E3
2.289517887E1,1.016039963E3
2.384902187E1,1.016011963E3
2.480268287E1,1.015927811E3
2.575645287E1,1.015927811E3
2.671012887E1,1.016017303E3
2.766390587E1,1.016033478E3
2.861763387E1,1.016045456E3
2.957147587E1,1.016080322E3
3.052528187E1,1.016080322E3
3.147907387E1,1.016068497E3
3.243282987E1,1.016068497E3
3.338662887E1,1.016069412E3
3.434044987E1,1.016069412E3
3.529436587E1,1.016064911E3
3.624825687E1,1.016051636E3
3.720211887E1,1.016037827E3
3.815598687E1,1.016003723E3
3.910963687E1,1.016003723E3
4.006340987E1,1.015976257E3
4.101731687E1,1.015976257E3
4.197122287E1,1.015967178E3
4.292513187E1,1.015948181E3
4.387901087E1,1.015942535E3
4.483295187E1,1.015905533E3
4.578684687E1,1.015905533E3
4.674085987E1,1.015918732E3
4.769479487E1,1.015930481E3
4.864868587E1,1.015918732E3
4.960264087E1,1.015911942E3
5.055661787E1,1.015900574E3
5.151056687E1,1.015900574E3
5.246446687E1,1.015896454E3
5.341836687E1,1.015880585E3
5.437224087E1,1.015876617E3
5.532615087E1,1.015876617E3
5.628005287E1,1.015873871E3
5.723397387E1,1.015851288E3
5.818793587E1,1.015849228E3
5.914186087E1,1.015839844E3
6.009577087E1,1.015824661E3
6.104961987E1,1.015824661E3
6.200354187E1,1.015819244E3
6.295755087E1,1.015853043E3
6.391136487E1,1.015864868E3
6.486521687E1,1.015911789E3
6.581907887E1,1.015911789E3
6.677292687E1,1.015834732E3
6.772693687E1,1.015804214E3
6.868097587E1,1.015796432E3
6.963497487E1,1.015758057E3
7.058897787E1,1.015758057E3
7.154299187E1,1.015780029E3
7.249694687E1,1.015797195E3
7.345093887E1,1.015797195E3
7.440494687E1,1.015795441E3
7.535894387E1,1.015795441E3
7.631295487E1,1.015802002E3
