"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.655420417E-1,1.024323716E0,-2.988663948E-1,-4.182454884E-1
3.668434583E-1,1.108959532E-1,3.385941321E-1,-5.223843992E-1
5.681444583E-1,6.868961039E-1,5.576419401E-1,4.640131071E-1
7.694454583E-1,1.054670912E0,-2.018452996E-1,1.431617662E-1
9.707464583E-1,-2.963107522E0,-1.626467353E0,5.489997554E-1
1.172047458E0,-9.521529955E-1,-7.407439899E-1,1.015184518E0
1.373348083E0,-2.359813446E-1,1.221652919E-1,2.271549726E-1
1.574648083E0,8.516586542E-2,-1.129545824E0,2.957317024E-2
1.775949083E0,4.272349977E-1,2.813843894E-1,1.595026875E-1
1.977250083E0,-7.006047548E-1,-3.990636975E-1,-5.066869275E-1
2.178551083E0,2.355297934E-1,-7.159740150E-2,-3.462066221E-1
2.379852417E0,-2.260922411E-1,3.030874997E-1,1.747148037E-1
2.581153417E0,-6.477071875E-1,-6.690740830E-1,-4.328155804E-1
2.782454417E0,3.892538238E-1,1.092797828E-1,-5.607047117E-1
2.983755417E0,4.733227515E-1,3.122237742E-2,1.510441053E-1
3.185056417E0,-9.833262563E-2,-2.773036176E-1,-1.179769313E-1
3.386357542E0,1.302431619E0,2.551327300E-1,-7.300330603E-1
3.587658542E0,-7.300950408E-1,-1.606604362E-1,1.251298302E0
3.788960542E0,-8.435435960E-1,-5.156180012E-1,1.349775939E0
3.990261542E0,9.590337065E-1,4.722796082E-3,-8.739715561E-1
4.191563542E0,9.865638596E-1,-5.966609949E-1,-4.738477584E-1
4.392865458E0,2.292102689E-1,9.017517507E-2,3.733819954E-1
4.594167458E0,5.431931779E-1,2.503210562E-1,-2.548088674E-1
4.795469458E0,8.000110754E-1,-1.074647486E0,7.102355576E-1
4.996771458E0,-3.091645110E-1,4.444117785E-2,1.220862814E-1
5.198073667E0,2.433918864E-1,4.346539450E-1,-3.032657667E-1
5.399376667E0,-7.227404130E-1,-2.865954280E-1,1.285265509E-1
5.600678667E0,-2.389551471E-2,2.228327107E-1,1.871893632E-1
5.801980667E0,1.834622383E-2,-6.061405009E-1,-2.229438078E-1
6.003283667E0,-7.344346981E-1,-1.938094711E-1,2.388552511E-1
6.204585583E0,-1.644853923E-1,-8.691125929E-2,-1.015684748E-1
6.405888583E0,3.915924177E-2,2.963953614E-3,-1.900859642E-1
6.607190583E0,5.101846953E-1,-4.961362481E-3,-3.082593620E-1
6.808492583E0,-1.584570591E-1,7.534020424E-2,9.745992869E-3
7.009794583E0,-4.161423911E-1,-3.792866600E-1,6.869879052E-2
7.211097792E0,3.523152449E-1,1.429609144E-1,-1.461159258E-1
7.412399792E0,3.461962799E-2,-5.719114852E-1,9.707883641E-2
7.613701792E0,-9.013573560E-1,-2.037462294E-2,3.014897481E-3
7.815003792E0,3.785160700E-1,-2.141577816E-1,-5.664946246E-1
8.016305792E0,-2.413165086E-1,-5.483822894E-1,5.878429551E-1
8.217606917E0,1.170818323E-1,-9.781514704E-2,5.660921900E-1
8.418908917E0,-2.094401749E-1,-1.670724928E-1,1.214020841E-1
8.620210917E0,-2.197920124E-1,2.033532965E-1,-6.763307700E-1
8.821512917E0,6.534424290E-1,-5.906740308E-2,4.344272192E-1
9.022814917E0,-6.460322526E-1,1.211829597E-1,-5.264949918E-2
9.224117292E0,2.367049375E-1,-2.428103077E-1,-9.893348551E-1
9.425419292E0,-1.058161553E0,-4.778227687E-2,1.103602313E0
9.626721292E0,-4.910936093E-1,1.862332338E-1,2.434897542E-1
