"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.655420417E-1,2.107604779E-2,6.957734376E-2,-9.534678608E-2
3.668434583E-1,2.281205952E-1,2.096167356E-1,-2.936766669E-2
5.681444583E-1,1.962126195E-1,2.751576602E-1,2.002803981E-1
7.694454583E-1,6.472272426E-2,5.297734737E-1,4.331297055E-2
9.707464583E-1,-8.849858493E-2,3.544272780E-1,-1.127108559E-2
1.172047458E0,2.716632783E-1,1.985735893E-1,-8.164768666E-2
1.373348083E0,-8.773295581E-2,6.923294067E-1,3.078065626E-2
1.574648083E0,-5.630543828E-1,1.370240748E-1,2.861392200E-1
1.775949083E0,-3.183765411E-1,2.153097987E-1,4.206774011E-2
1.977250083E0,-3.705390096E-1,-6.812429428E-2,-8.283068985E-2
2.178551083E0,2.869200893E-2,1.493455470E-2,-9.695363045E-2
2.379852417E0,-2.056585997E-2,-4.141981155E-2,1.075136513E-1
2.581153417E0,2.471975982E-2,-3.165603578E-1,1.666544378E-1
2.782454417E0,3.714060783E-1,-3.289818466E-1,2.650800943E-1
2.983755417E0,1.298569739E-1,-3.220411539E-1,9.385491163E-2
3.185056417E0,6.589949131E-2,-3.025825620E-1,6.501258165E-2
3.386357542E0,-1.622438431E-1,1.171828881E-1,6.927974522E-2
3.587658542E0,-4.029053450E-1,2.266166508E-1,-1.289842278E-1
3.788960542E0,-3.630717285E-3,-2.153851241E-1,1.958085783E-2
3.990261542E0,8.364035748E-3,-1.397786438E-1,2.340238243E-1
4.191563542E0,6.524931639E-2,-5.189631134E-2,-6.449200958E-2
4.392865458E0,-5.132726394E-3,-2.021695673E-1,-1.575255841E-1
4.594167458E0,-2.330290526E-1,-4.554178417E-1,-2.989740074E-1
4.795469458E0,-2.877003513E-3,-7.154356688E-3,-3.181119263E-1
4.996771458E0,3.030535206E-2,1.592184156E-1,-1.323867887E-1
5.198073667E0,3.569923341E-2,3.721195459E-1,-2.332151383E-1
5.399376667E0,8.303027600E-2,1.575202681E-2,-3.057293594E-1
5.600678667E0,1.387709565E-2,-9.192442149E-2,-6.243327260E-2
5.801980667E0,-2.267811261E-2,-1.887810677E-1,2.871661633E-2
6.003283667E0,8.163736761E-2,1.182915494E-1,9.810508788E-2
6.204585583E0,6.929522753E-2,-2.385497652E-2,-7.757821679E-2
6.405888583E0,3.718464402E-3,-9.366954118E-2,-2.410167009E-1
6.607190583E0,5.255771428E-2,2.047620416E-1,-2.258952558E-1
6.808492583E0,8.081670851E-2,1.617747396E-1,-1.034108996E-1
7.009794583E0,7.468352467E-2,8.643598109E-2,1.971465349E-1
7.211097792E0,5.491275340E-3,-4.745783657E-2,1.678712219E-1
7.412399792E0,-6.848355383E-2,3.494330868E-2,1.985776424E-1
7.613701792E0,5.301590264E-2,-1.637148857E-1,1.648822427E-1
7.815003792E0,-1.132243276E-1,-1.387251168E-2,-1.847265214E-1
8.016305792E0,4.340856522E-2,-8.634761721E-2,1.646100357E-2
8.217606917E0,2.254709899E-1,2.465860173E-2,2.776989043E-1
8.418908917E0,2.288758904E-1,1.300611198E-1,2.525539696E-1
8.620210917E0,-1.287353933E-1,1.438777149E-1,2.899238765E-1
8.821512917E0,-2.521250844E-1,4.029400051E-1,4.324603379E-1
9.022814917E0,-3.760575056E-1,-2.102809548E-1,9.272275120E-2
9.224117292E0,-1.635861397E-1,-2.470715046E-1,-6.024948787E-3
9.425419292E0,-1.307142079E-1,1.034252644E-1,1.381932944E-2
9.626721292E0,-1.730736941E-1,-2.824230194E-1,4.967596382E-2
9.828023292E0,-5.512120724E-1,-5.588473082E-1,3.937309682E-1
1.002932529E1,-2.176857442E-1,5.266593397E-2,1.724755205E-2
1.023062708E1,-6.821128726E-1,-3.973806500E-1,-3.244970441E-1
1.043192908E1,-7.239999771E-1,-4.361256659E-1,-5.311603546E-1
1.063323008E1,-2.294891030E-1,-4.495584071E-1,-1.352831423E-1
1.083453208E1,5.112561584E-2,1.079926416E-1,6.535395514E-3
1.103583408E1,-3.594080508E-1,2.571578920E-1,3.830126300E-2
1.123713604E1,-1.900593191E-1,2.574352026E-1,-1.502722949E-1
1.143843704E1,-2.410788685E-1,-4.749942720E-1,7.250704616E-2
1.163973904E1,-7.513820529E-1,-2.545956671E-1,2.279570103E-1
1.184104004E1,-6.161366701E-1,-1.881426573E-1,-7.006852329E-2
1.204234204E1,-4.148509353E-2,-5.528191328E-1,8.628576249E-2
1.224364292E1,4.828916490E-1,1.952769458E-1,3.255910575E-1
1.244494392E1,2.172970474E-1,-1.178456321E-1,1.224948317E-1
1.264624492E1,2.882198989E-1,-4.594837129E-2,-6.558026671E-1
1.284754692E1,2.505566552E-2,1.601050049E-1,-1.075808764E0
1.304884792E1,6.938123703E-2,-8.880727738E-2,-8.592943549E-1
1.325015029E1,3.184687793E-1,2.378463000E-1,-8.205059171E-1
1.345145129E1,5.372750759E-1,4.735027850E-1,-8.860571384E-1
1.365275229E1,6.470965743E-1,5.697692037E-1,-9.163754582E-1
1.385405429E1,2.644575536E-1,4.604993761E-2,-3.909904659E-1
1.405535529E1,-1.028607413E-2,-4.452058971E-1,-1.590784043E-1
1.425665771E1,-1.412712038E-1,-4.955098927E-1,-2.501436174E-1
1.445795971E1,9.228529781E-2,-1.834808290E-1,-5.945145618E-3
1.465926171E1,-9.471762925E-3,1.534298807E-1,2.138270736E-1
1.486056371E1,-8.721084893E-2,4.502115250E-1,-4.096163064E-2
1.506186671E1,9.522162378E-2,1.426099055E-2,-1.052758098E-1
1.526316779E1,1.923826486E-1,-2.933121324E-1,6.911897659E-2
1.546447079E1,2.518356144E-1,-2.424833179E-1,-3.206441998E-1
1.566577279E1,-8.104170114E-2,-5.652912706E-2,-2.341814190E-1
1.586707479E1,3.950036690E-2,-9.821368754E-2,-6.997534633E-2
1.606837779E1,4.882336035E-2,5.477447435E-2,-7.795390487E-2
1.626968042E1,5.395739898E-2,1.292424835E-2,5.784643814E-2
1.647098242E1,1.336694211E-1,2.211571112E-2,7.638844848E-2
1.667228542E1,2.427704483E-1,5.503150225E-1,-1.283773184E-1
1.687358642E1,-2.998663783E-1,3.999046981E-1,-1.032442749E-1
1.707488842E1,-3.247071505E-1,-1.916442513E-1,4.145707935E-2
1.727619004E1,-2.467001528E-1,-1.656132489E-1,3.614707589E-1
1.747749204E1,-1.349567175E-1,-2.577978969E-1,3.644949496E-1
1.767879504E1,-7.346560061E-2,-1.429731250E-1,1.608359367E-1
1.788009704E1,-3.393237479E-3,-1.119740307E-1,2.236344218E-1
1.808139904E1,-2.818532288E-1,-2.933008075E-1,2.745812237E-1
1.828270171E1,-1.974268258E-1,-4.617163911E-2,1.036094874E-1
1.848400371E1,-2.762358785E-1,-2.279621661E-1,1.697903723E-1
1.868530571E1,2.008132450E-2,-2.378734797E-1,4.497404769E-2
1.888660771E1,1.134803146E-1,-4.213891923E-2,2.895388007E-1
