"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.686152566013426E9,"2023-06-07 17:42:46.013 UTC+02:00"
"PAUSE",6.374961395835271E1,1.686152629762817E9,"2023-06-07 17:43:49.763 UTC+02:00"
