"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.700995833E-2,4.175134003E-1,-1.658361256E-1,-2.035366148E-1
2.483239583E-1,3.111850023E-1,7.945992984E-3,4.796355963E-2
4.496373333E-1,2.753162980E-1,-5.016036630E-1,2.021675110E-1
6.509503333E-1,-7.430684566E-2,-4.337600172E-1,1.723782569E-1
8.522643333E-1,-2.899388373E-1,-9.390632808E-2,3.320717514E-1
1.053578333E0,-3.339866102E-1,2.053515464E-1,3.779758215E-1
1.254892333E0,-1.561608911E-1,-6.789883375E-1,-4.521195963E-2
1.456205583E0,1.128852367E-1,1.373496950E-1,2.383973077E-2
1.657519583E0,-1.226991415E-1,2.644781396E-2,1.278068684E-2
1.858833583E0,-3.511340618E-1,-3.168895543E-1,-1.481218338E-1
2.060146583E0,-3.180465400E-1,-4.597789049E-2,-4.822835326E-1
2.261460583E0,-1.010754585E0,9.733472466E-1,3.160040975E-1
2.462773583E0,-3.504487686E-3,-3.356394172E-1,6.975950003E-1
2.664086583E0,2.581915855E-1,5.143602490E-1,3.814541399E-1
2.865400583E0,5.595080256E-1,3.479588777E-2,-2.016625851E-1
3.066714583E0,3.824009001E-1,-1.954506189E-1,-2.392253429E-1
3.268028583E0,2.420841306E-1,-1.140404046E-1,7.593655959E-3
3.469343875E0,6.446304321E-1,5.933094025E-2,8.275479078E-2
3.670657875E0,4.757646322E-1,4.190130830E-1,9.491057694E-2
3.871971875E0,2.609875798E-1,1.598671973E-1,-8.350288123E-2
4.073285875E0,2.764218673E-2,-2.022738308E-1,-2.601806521E-1
4.274599875E0,-3.441069722E-1,-7.031328082E-1,-4.640552402E-1
4.475913875E0,-2.486844510E-1,6.819437146E-1,3.781898320E-1
4.677227875E0,-3.118455708E-1,-3.753719926E-1,2.617043257E-1
4.878541875E0,-2.588589489E-1,-4.287580848E-1,-8.550165594E-2
5.079855875E0,-2.712756395E-1,-3.624090254E-1,-2.708308101E-1
5.281169750E0,-5.157075450E-2,-2.339008301E-1,-2.043137401E-1
5.482484750E0,-1.753992140E-1,-3.566151261E-1,1.328647137E-1
5.683798750E0,7.260070741E-2,-1.699263155E-1,-6.640442461E-2
5.885112750E0,7.886638641E-1,-3.804137707E-1,3.282555044E-1
6.086426750E0,3.195876181E-1,6.241650134E-2,1.756605692E-2
6.287741250E0,1.961208433E-1,5.092995763E-1,3.424823284E-1
6.489056250E0,4.677849710E-1,1.040806532E0,4.607372582E-1
6.690370250E0,1.755788773E-1,5.039652586E-1,-2.313935459E-1
6.891684250E0,-7.437301278E-1,-2.851729691E-1,-6.317509413E-1
7.092998250E0,-1.052128911E0,-4.944135249E-1,-6.221126318E-1
7.294312208E0,1.830838472E-1,-3.243278265E-1,2.071293071E-2
7.495626208E0,-3.192823529E-1,-3.696882129E-1,1.879482865E-1
7.696940208E0,3.130114973E-1,-1.568513662E-1,-3.638285100E-1
7.898254208E0,3.953827918E-2,-2.025700659E-1,2.027133405E-1
8.099568208E0,-7.601488233E-1,-2.089960277E-1,6.022932380E-2
8.300882625E0,1.459261328E-1,1.084117144E-1,-2.800503373E-1
8.502196625E0,4.782475829E-1,9.529606700E-1,1.273925751E-1
8.703511625E0,5.275033712E-1,1.002874017E0,-1.478154063E-1
8.904825625E0,5.540014505E-1,2.104192972E-1,-3.473207653E-1
9.106139625E0,5.335783958E-1,-1.267082691E-1,5.408691242E-2
9.307453458E0,4.556425214E-1,-1.114805937E-1,7.947827131E-2
9.508768458E0,4.449830353E-1,2.181590907E-2,-1.667905040E-2
9.710082458E0,1.728318930E-1,-2.582552731E-1,6.249419972E-2
9.911397458E0,-1.691441536E-1,-4.075761139E-1,-7.327769697E-2
1.011271246E1,-5.350761414E-1,-2.272536010E-1,-3.022578359E-1
1.031402608E1,-6.451970935E-1,-6.645581126E-2,-3.485772014E-1
1.051534108E1,9.561548382E-2,-3.030245304E-1,-4.504924715E-1
1.071665508E1,1.740145534E-1,1.243252307E-2,5.577071756E-2
1.091797008E1,5.764849111E-2,-5.964481086E-2,-2.600892261E-2
1.111928508E1,-1.901775748E-1,2.559404969E-1,6.893779337E-2
1.132059883E1,-4.341203570E-1,5.760657787E-1,1.286280602E-1
1.152191383E1,-3.629997075E-1,2.570639551E-1,5.342396498E-1
1.172322783E1,-3.915696591E-2,-1.326912493E-1,6.726689935E-1
1.192454283E1,-1.938591599E-1,-8.528240323E-1,6.460781693E-1
1.212585683E1,1.275633574E-1,1.091109663E-1,2.071348578E-2
1.232717263E1,3.256042004E-1,2.776793763E-2,1.301103383E-1
1.252848663E1,9.012235701E-2,-2.179746032E-1,-3.275480866E-1
1.272980063E1,-7.978986502E-1,1.062992692E0,-2.886994928E-2
1.293111463E1,3.155397996E-2,7.334202528E-1,-5.658175424E-2
1.313242863E1,-1.934932731E-2,5.152196158E-3,2.531532645E-1
1.333374213E1,3.958307207E-1,-8.456953615E-2,2.657032311E-1
1.353505713E1,1.408507228E-1,3.165546060E-1,2.683409154E-1
1.373637113E1,7.395979017E-2,7.377968431E-1,-4.809252918E-2
1.393768513E1,-1.578827053E-1,2.887285650E-1,-2.771892250E-1
1.413900013E1,1.543121338E-1,1.559760422E-1,-1.705700755E-1
1.434031413E1,-1.442081928E-1,4.869476557E-1,-1.982364357E-1
