"Time (s)","X (hPa)"
-5.368587917E-1,1.014126892E3
4.928712083E-1,1.014274750E3
1.522661208E0,1.014422607E3
2.552290208E0,1.014422607E3
3.581882208E0,1.014305725E3
4.611502208E0,1.014303513E3
4.753774208E0,1.014303513E3
5.707068208E0,1.014316330E3
6.660495208E0,1.014316330E3
7.613872208E0,1.014281158E3
8.567245208E0,1.014274826E3
9.520744208E0,1.014246674E3
1.047421121E1,1.014234924E3
1.142766321E1,1.014187622E3
1.238082321E1,1.014187622E3
1.333407721E1,1.014159317E3
1.428752521E1,1.014159317E3
1.524099121E1,1.014112015E3
1.619450321E1,1.014112015E3
1.714807421E1,1.014178619E3
1.810167321E1,1.014178619E3
1.905527221E1,1.014151459E3
2.000889621E1,1.014151459E3
2.096244921E1,1.014152679E3
2.191605721E1,1.014152679E3
2.286968321E1,1.014099884E3
2.382336321E1,1.014099884E3
2.477699021E1,1.014099884E3
2.573062621E1,1.014099045E3
2.668419021E1,1.014032211E3
2.763798621E1,1.014000168E3
2.859179921E1,1.013976593E3
2.954567721E1,1.013922195E3
3.049954421E1,1.013922195E3
3.145333721E1,1.013949432E3
3.240708021E1,1.013949432E3
3.336085021E1,1.013932190E3
3.431448321E1,1.013932190E3
3.526817821E1,1.013939133E3
3.622191821E1,1.013939133E3
3.717566721E1,1.013928452E3
3.812953621E1,1.013928452E3
3.908341421E1,1.013928452E3
4.003716721E1,1.013858643E3
4.099099921E1,1.013772964E3
4.194481821E1,1.013714828E3
4.289868621E1,1.013734131E3
4.385243221E1,1.013734131E3
4.480620721E1,1.013858490E3
4.576000821E1,1.013919601E3
4.671390221E1,1.013919601E3
4.766778621E1,1.013847198E3
4.862172021E1,1.013798676E3
4.957562821E1,1.013690414E3
5.052954321E1,1.013614349E3
5.148346321E1,1.013614349E3
5.243739021E1,1.013643875E3
5.339135221E1,1.013647919E3
5.434523321E1,1.013647919E3
5.529914621E1,1.013601761E3
5.625309421E1,1.013601761E3
5.720714021E1,1.013654404E3
5.816119921E1,1.013654404E3
5.911535721E1,1.013643265E3
6.006954021E1,1.013619003E3
6.102378321E1,1.013567429E3
6.197799021E1,1.013559723E3
6.293206821E1,1.013543243E3
6.388614621E1,1.013543243E3
6.484025921E1,1.013601761E3
6.579432521E1,1.013601761E3
6.674843721E1,1.013601761E3
6.770261221E1,1.013628922E3
6.865673821E1,1.013628922E3
6.961078121E1,1.013548584E3
7.056493321E1,1.013520126E3
7.151907621E1,1.013474350E3
7.247325321E1,1.013434525E3
7.342739621E1,1.013405914E3
7.438170521E1,1.013427734E3
7.533601121E1,1.013427734E3
7.629037721E1,1.013496780E3
7.724483621E1,1.013496780E3
7.819936721E1,1.013408432E3
7.915376621E1,1.013399887E3
8.010811721E1,1.013394623E3
8.106244621E1,1.013344040E3
8.201683321E1,1.013344040E3
8.297126721E1,1.013360519E3
8.392568121E1,1.013361282E3
8.488013321E1,1.013360519E3
8.583462221E1,1.013319778E3
8.678907521E1,1.013277435E3
8.774360921E1,1.013277435E3
8.869812121E1,1.013285599E3
8.965271521E1,1.013290939E3
9.060726421E1,1.013290939E3
9.156174421E1,1.013262863E3
9.251632521E1,1.013181076E3
9.347087421E1,1.013176804E3
9.442536821E1,1.013176804E3
9.537980621E1,1.013155365E3
9.633433821E1,1.013183136E3
9.728882621E1,1.013183136E3
9.824331521E1,1.013210068E3
9.919790021E1,1.013210068E3
1.001524762E2,1.013147049E3
1.011070262E2,1.013130341E3
1.020615152E2,1.013103790E3
1.030159962E2,1.013066177E3
1.039705292E2,1.013066177E3
1.049252262E2,1.013094254E3
1.058799262E2,1.013265686E3
1.068346102E2,1.013265686E3
1.077893122E2,1.013117371E3
1.087440062E2,1.013060226E3
1.096987542E2,1.013057785E3
