"Time (s)","X (hPa)"
-5.256860834E-1,1.016422729E3
5.045879167E-1,1.016311188E3
1.534903917E0,1.016199722E3
2.565114917E0,1.016124802E3
3.595264917E0,1.016084442E3
4.625521917E0,1.015746689E3
4.767045917E0,1.015746689E3
5.720826917E0,1.016171417E3
6.674606917E0,1.016276093E3
7.628397917E0,1.016371078E3
8.582169917E0,1.016807327E3
9.536028917E0,1.016881104E3
1.048990892E1,1.016904297E3
1.144395892E1,1.016881104E3
1.239806892E1,1.016738968E3
1.335222592E1,1.016511536E3
1.430624492E1,1.016476593E3
1.526034992E1,1.016289444E3
1.621438892E1,1.016289444E3
1.716841992E1,1.016741409E3
1.812252792E1,1.016777115E3
1.907649192E1,1.016777115E3
2.003053692E1,1.016506119E3
2.098450192E1,1.016471939E3
2.193848092E1,1.016160965E3
2.289253392E1,1.016160965E3
2.384643592E1,1.016324158E3
2.480030992E1,1.016637421E3
2.575441292E1,1.016815338E3
2.670843592E1,1.016815338E3
2.766250092E1,1.016796265E3
2.861659692E1,1.016780624E3
2.957068592E1,1.016720734E3
3.052481592E1,1.016780624E3
3.147882592E1,1.016807404E3
3.243282792E1,1.016855392E3
3.338686192E1,1.016855392E3
3.434096792E1,1.016708145E3
3.529501392E1,1.016685333E3
3.624900892E1,1.016215744E3
3.720295992E1,1.016188126E3
3.815680892E1,1.015965652E3
3.911070692E1,1.015920334E3
4.006462392E1,1.015965652E3
4.101846092E1,1.016194153E3
4.197236492E1,1.016212997E3
4.292634892E1,1.016471024E3
4.388029492E1,1.016483688E3
4.483430592E1,1.016669312E3
4.578833892E1,1.016742096E3
4.674241492E1,1.017044525E3
4.769660192E1,1.017044525E3
4.865083692E1,1.016816788E3
4.960500992E1,1.016500626E3
5.055922592E1,1.016472015E3
5.151343992E1,1.016254349E3
5.246759192E1,1.016254349E3
5.342173492E1,1.016323929E3
5.437595692E1,1.016429825E3
5.533020792E1,1.016429825E3
5.628437492E1,1.016418915E3
5.723853392E1,1.016418915E3
5.819270192E1,1.016418915E3
5.914690192E1,1.016439056E3
6.010115992E1,1.016393585E3
6.105533892E1,1.016393585E3
6.200959692E1,1.016393585E3
6.296388692E1,1.016602783E3
6.391815892E1,1.016602783E3
6.487241792E1,1.016602783E3
6.582665092E1,1.016786041E3
6.678088892E1,1.016991348E3
6.773516092E1,1.016991348E3
6.868952492E1,1.016694717E3
6.964385392E1,1.016654434E3
7.059828392E1,1.016564407E3
7.155266892E1,1.016295090E3
7.250696492E1,1.016218796E3
7.346132792E1,1.016166687E3
7.441567492E1,1.016166687E3
7.537005492E1,1.016149673E3
7.632440892E1,1.016149673E3
7.727886092E1,1.016204987E3
7.823325092E1,1.016245193E3
7.918765392E1,1.016245193E3
8.014201392E1,1.016309738E3
8.109634492E1,1.016318588E3
8.205061292E1,1.016330414E3
8.300495892E1,1.016447372E3
8.395936892E1,1.016456223E3
8.491378292E1,1.016447372E3
8.586820592E1,1.016629105E3
8.682264992E1,1.016357727E3
8.777700492E1,1.016319504E3
8.873143792E1,1.016251297E3
8.968584592E1,1.016156693E3
9.064024192E1,1.016110764E3
9.159468492E1,1.016156693E3
9.254910892E1,1.016201859E3
9.350360792E1,1.016339340E3
9.445808992E1,1.016366425E3
9.541243392E1,1.016366425E3
9.636678892E1,1.016329575E3
9.732120692E1,1.016224670E3
9.827551992E1,1.016329575E3
9.922994092E1,1.016442413E3
1.001843019E2,1.016638947E3
1.011388599E2,1.016638947E3
1.020933649E2,1.016497574E3
