"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.812473750E-1,1.050461648E0,-5.319960523E-1,-1.103100037E0
3.825253750E-1,-2.925084979E-1,2.366555285E-1,-2.515216358E-1
5.838048750E-1,5.289200514E-1,-4.458238810E-1,3.238022844E-1
7.850828750E-1,4.537486124E-1,-4.349884057E-1,8.462774616E-1
9.863608750E-1,-4.022542307E-1,3.470749336E-1,-2.145989540E-1
1.187638875E0,2.518714455E-1,1.678840864E-1,3.324083626E-1
1.388916875E0,1.192791063E-1,4.488638484E-1,-1.414918599E0
1.590194125E0,-3.795401733E-1,-1.215192915E0,2.009045995E0
1.791472125E0,5.916092929E-1,1.718563923E0,-3.721846318E-1
1.992750125E0,-8.292696655E-2,1.923505908E-1,-8.175284564E-2
2.194028125E0,-4.260176805E-1,-1.814215600E-1,-1.358293578E-2
2.395306167E0,4.341186324E-1,1.530286503E-1,-2.807217537E-1
2.596584167E0,-2.399341355E-1,-1.910127479E-1,-7.475572387E-1
2.797862167E0,-1.469283233E-1,3.407798213E-1,-4.224620618E-2
2.999140167E0,-5.070756577E-1,8.909841031E-1,7.780351925E-1
3.200418167E0,-3.054228777E-1,2.071612372E0,-7.367012250E-1
3.401696542E0,8.411307424E-2,-1.742812911E0,-2.227742386E-1
3.602975542E0,1.233914238E0,-8.062433302E-2,-4.404575989E-2
3.804253542E0,1.716111309E0,-3.351705873E-1,4.619429004E-1
4.005531542E0,9.943742779E-1,3.986035216E-1,8.894481857E-1
4.206809542E0,3.578569070E-1,9.562372756E-1,1.966415700E-1
4.408087250E0,-1.362494802E-1,-7.617430955E-1,9.493071556E-2
4.609365250E0,-6.800770810E-1,-4.159247285E-1,-2.530294865E-2
4.810644250E0,5.127443871E-1,-3.281170911E-1,6.705119133E-2
5.011922250E0,6.988712016E-1,8.724987155E-1,-1.275359010E0
5.213200250E0,6.920969099E-2,-1.032325923E-1,-1.474211705E-1
5.414478875E0,2.457333308E-1,-8.238808715E-1,1.297119131E0
5.615757875E0,5.000255236E-1,5.758104086E-2,4.225677502E-1
5.817035875E0,-1.185979056E-1,-2.164341027E-1,-4.828601450E-1
6.018314875E0,-8.713827744E-1,2.923748159E-1,-5.734750307E-1
6.219592875E0,3.287918597E-2,3.328644454E-1,-3.586234769E-1
6.420871292E0,1.707462984E-1,5.733194947E-2,-3.024907914E-1
6.622150292E0,-2.431155324E-2,2.755909681E-2,-8.610025048E-4
6.823429292E0,1.502681798E-1,-2.441914201E-2,-1.886963734E-1
7.024708292E0,-7.841548884E-1,3.737095857E-1,-6.579403996E-2
7.225987292E0,1.596221461E0,-1.130179077E-1,-1.027656922E-1
7.427266000E0,-4.168538511E-1,2.900382686E-1,7.840391135E-1
7.628545000E0,-2.153973913E-1,7.020938945E-1,-8.814794540E-2
7.829824000E0,-4.450099486E-1,-4.934342498E-1,5.965838116E-1
8.031103000E0,9.880917370E-2,-5.716249716E-1,3.861454439E-1
8.232382000E0,1.341050139E-1,7.437576449E-1,-9.877169305E-1
8.433662792E0,2.986605728E-1,1.839691919E-1,-6.899468887E-1
8.634941792E0,-7.895954302E-1,1.768338346E-1,-3.153356624E-1
8.836220792E0,-5.806608202E-1,-7.809079295E-1,8.371639913E-1
9.037500792E0,5.715262268E-1,7.004718769E-1,-6.304380208E-1
9.238780792E0,1.666943973E-1,8.168840933E-1,-8.716625637E-1
9.440059250E0,-2.331280788E0,-2.205016598E0,2.148207389E0
