"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.812473750E-1,-3.513936698E-2,3.392880559E-1,1.888262630E-1
3.825253750E-1,1.168346107E-1,1.960512698E-1,2.861349471E-2
5.838048750E-1,3.913220763E-1,2.050476074E-1,-1.473554075E-1
7.850828750E-1,1.980760098E-1,1.402044892E-1,-2.434304506E-1
9.863608750E-1,-1.424154639E-2,-2.002633363E-1,-1.399319172E-1
1.187638875E0,3.259866498E-3,-5.220331550E-1,-2.304385900E-1
1.388916875E0,4.358159602E-1,-5.168099329E-2,-2.347349189E-2
1.590194125E0,1.553668976E-1,-4.894224461E-3,-6.816197932E-2
1.791472125E0,-1.169143617E-1,3.052136004E-1,7.735939324E-2
1.992750125E0,-1.782108247E-1,5.823122859E-1,3.184400797E-1
2.194028125E0,-6.574837491E-3,2.378279567E-1,3.742783070E-1
2.395306167E0,9.377285838E-2,1.554751545E-1,1.619904935E-1
2.596584167E0,1.157574654E-1,4.943464696E-2,1.068582572E-2
2.797862167E0,6.015257537E-2,-1.043455377E-1,-7.213051617E-2
2.999140167E0,3.670348525E-1,-2.414932400E-1,-2.580662370E-1
3.200418167E0,7.244091034E-1,-1.020696521E0,-5.873573422E-1
3.401696542E0,3.917051554E-1,-3.100234270E-1,-3.528906405E-1
3.602975542E0,-2.202238888E-1,-4.231179953E-1,-5.057890415E-1
3.804253542E0,1.848867834E-1,1.350228488E-1,-8.969033509E-2
4.005531542E0,1.241457239E-1,-5.068225041E-2,-4.363524169E-2
4.206809542E0,1.121338829E-1,2.923425436E-1,-2.208642513E-1
4.408087250E0,4.668991864E-1,5.430626273E-1,-2.669039369E-1
4.609365250E0,4.903107584E-1,3.571900129E-1,-1.650069952E-1
4.810644250E0,3.461381793E-1,7.626279444E-2,-1.258902401E-1
5.011922250E0,3.133649528E-1,3.563140929E-1,-4.835851490E-2
5.213200250E0,-3.210686147E-1,-9.000500441E-1,-3.778581694E-2
5.414478875E0,-1.410315037E-1,1.469320208E-1,1.548780650E-1
5.615757875E0,1.289820820E-1,3.170730174E-1,-1.624394059E-1
5.817035875E0,-1.614948660E-1,-8.599367924E-3,-3.923236728E-1
6.018314875E0,-2.936931252E-1,-3.594907466E-3,-2.547972202E-1
6.219592875E0,-4.859004319E-1,-6.665601581E-2,-1.041852161E-1
6.420871292E0,-2.925132811E-1,-4.050383270E-1,-4.921827912E-1
6.622150292E0,-2.754564285E-1,1.398082823E-2,-7.884280384E-2
6.823429292E0,-1.263088882E-1,4.027509093E-1,1.717051864E-1
7.024708292E0,-1.300041080E-1,5.234685540E-1,-1.187840104E-1
7.225987292E0,-7.242630422E-2,6.464480162E-1,4.714424163E-2
7.427266000E0,-2.173932791E-1,3.203921020E-1,7.283785194E-2
7.628545000E0,7.815217972E-2,3.230111897E-1,9.858170524E-3
7.829824000E0,2.403341830E-1,2.464905977E-1,3.013146222E-1
8.031103000E0,3.825929761E-1,-2.583189905E-1,2.137328684E-1
8.232382000E0,2.607320249E-1,8.485829830E-2,1.160119325E-1
8.433662792E0,1.898588985E-1,5.248718262E-1,1.411038339E-1
8.634941792E0,7.815960050E-2,4.430283308E-1,3.277754188E-1
8.836220792E0,-1.342128813E-1,6.495163590E-2,2.360428423E-1
9.037500792E0,-3.810035884E-1,4.980039001E-1,3.431898355E-1
9.238780792E0,-7.761194706E-1,1.049257636E0,7.155198455E-1
9.440059250E0,-6.565557718E-1,-1.470442712E-1,1.500171423E-1
9.641339250E0,6.178333759E-1,-6.696782708E-1,-3.640838861E-1
9.842619250E0,5.721152425E-1,-6.052378416E-1,-3.265535533E-1
1.004389925E1,3.123292923E-1,-5.735479593E-1,-5.030897856E-1
1.024517925E1,-7.631808519E-1,-4.910604060E-1,-5.504567623E-1
1.044645988E1,-7.424494028E-1,-2.523812056E-1,-3.496878743E-1
1.064773988E1,-6.682637334E-1,-1.175320894E-1,-2.095774412E-1
1.084901987E1,-1.642622352E-1,3.098989837E-4,-4.139555246E-2
1.105029988E1,-4.281352460E-2,-1.102342159E-1,1.746336669E-1
1.125157888E1,-1.950322464E-2,2.789290249E-2,-1.320482343E-1
1.145285829E1,-1.314275861E-1,2.834641933E-1,-2.084830999E-1
1.165413829E1,-1.033129692E-1,5.241234303E-1,-5.000147223E-1
1.185541829E1,-2.265153974E-1,2.193358839E-1,-2.952899933E-1
1.205669829E1,-4.660677314E-1,5.604363978E-2,-8.354803920E-2
1.225797829E1,-2.750880420E-1,-3.569740569E-3,1.267563831E-2
1.245925767E1,-1.403555721E-1,1.421581954E-1,2.543242276E-1
1.266053767E1,1.416516900E-1,-1.284168959E-1,1.093582287E-1
1.286181767E1,2.459338605E-1,-2.233511657E-1,-4.513775557E-2
1.306309767E1,1.933271885E-1,5.576202273E-2,3.106337041E-2
1.326437767E1,1.135484129E-1,-9.052767418E-4,7.316107303E-2
1.346565842E1,2.326164395E-4,-1.990506649E-1,3.802035153E-1
1.366693842E1,-1.768788248E-1,-3.711174130E-1,7.376976013E-1
1.386821842E1,-3.453639802E-3,1.515761167E-1,9.297527671E-1
1.406949842E1,-2.116357908E-2,-1.438793540E-1,1.020892382E0
1.427077842E1,8.090748191E-1,-5.370863676E-1,1.127785683E0
1.447205904E1,-3.198305964E-1,9.329535961E-1,1.059616879E-1
1.467333904E1,-1.891417056E-2,1.761439145E-1,5.751346424E-2
1.487461904E1,7.099991664E-3,3.405192494E-1,1.252646651E-2
1.507590004E1,1.519322395E-1,2.219100147E-1,-1.307261735E-1
1.527718004E1,1.045655236E-1,1.591942459E-1,-1.747138947E-1
1.547845950E1,-3.208754584E-2,-6.498974562E-2,-2.451091856E-1
1.567974050E1,-7.513301820E-2,-3.577888608E-1,-9.701211751E-2
1.588102150E1,-5.735546350E-2,-3.114505708E-1,2.940884791E-3
