"Time (s)","X (hPa)"
-5.372589583E-1,1.018192444E3
4.896940417E-1,1.017898254E3
1.516546042E0,1.018192444E3
2.543483042E0,1.017919083E3
3.570407042E0,1.017919083E3
4.597286042E0,1.017919083E3
4.743666042E0,1.018484497E3
5.694453042E0,1.018484497E3
6.645335042E0,1.018112335E3
7.596185042E0,1.018112335E3
8.547055042E0,1.018112335E3
9.497919042E0,1.017893677E3
1.044881504E1,1.017893677E3
1.139975304E1,1.017967377E3
1.235059304E1,1.017967377E3
1.330143204E1,1.018059311E3
1.425228704E1,1.017841110E3
1.520311204E1,1.018158722E3
1.615394504E1,1.017784958E3
1.710474204E1,1.017774658E3
1.805552304E1,1.017774658E3
1.900635104E1,1.017870102E3
1.995721704E1,1.017999725E3
2.090811904E1,1.017999725E3
2.185902104E1,1.017999725E3
2.280991504E1,1.017996597E3
2.376079504E1,1.017506332E3
2.471158004E1,1.017357788E3
2.566234904E1,1.017357788E3
2.661306404E1,1.017742767E3
2.756390404E1,1.018515625E3
2.851475904E1,1.018515625E3
2.946549004E1,1.017954712E3
3.041627504E1,1.017866364E3
3.136711404E1,1.017866364E3
3.231803604E1,1.016759949E3
3.326908504E1,1.016759949E3
3.422014704E1,1.018265991E3
3.517117104E1,1.018270416E3
3.612220204E1,1.018270416E3
3.707315704E1,1.017859650E3
3.802426004E1,1.017816010E3
3.897537604E1,1.016921616E3
3.992644304E1,1.016753387E3
4.087747804E1,1.016753387E3
4.182851304E1,1.017453537E3
4.277959604E1,1.017478638E3
4.373068804E1,1.017478638E3
4.468176204E1,1.017298279E3
4.563282504E1,1.017295227E3
4.658390804E1,1.017295227E3
4.753482904E1,1.017382660E3
4.848589204E1,1.017591476E3
4.943691104E1,1.017713165E3
5.038795604E1,1.017591476E3
5.133898204E1,1.017713165E3
5.229008704E1,1.017558823E3
5.324111504E1,1.017356491E3
5.419217404E1,1.017317886E3
5.514330604E1,1.017300797E3
5.609433204E1,1.017300797E3
5.704544404E1,1.017624283E3
5.799653504E1,1.017624283E3
5.894763104E1,1.017597580E3
5.989859604E1,1.017557068E3
6.084965704E1,1.017557068E3
6.180076604E1,1.016888199E3
6.275191204E1,1.016888199E3
6.370314904E1,1.016917496E3
6.465437404E1,1.017298431E3
6.560555604E1,1.017385483E3
6.655669804E1,1.017385483E3
6.750778404E1,1.017385483E3
6.845889504E1,1.017251816E3
6.941001004E1,1.016923904E3
7.036116404E1,1.016923904E3
7.131239004E1,1.017177887E3
7.226367804E1,1.017237854E3
7.321489004E1,1.017263184E3
7.416611204E1,1.017303848E3
7.511723804E1,1.017366562E3
7.606831004E1,1.017366562E3
7.701946204E1,1.016882324E3
7.797060004E1,1.016815948E3
7.892175704E1,1.016787872E3
7.987294704E1,1.016754761E3
8.082421904E1,1.016754761E3
8.177541404E1,1.017161942E3
8.272670504E1,1.017161942E3
8.367796704E1,1.017161942E3
8.462936004E1,1.017262955E3
8.558069104E1,1.017295837E3
8.653207604E1,1.017295837E3
8.748350404E1,1.017142563E3
8.843495904E1,1.017051620E3
8.938642804E1,1.016817627E3
9.033787904E1,1.016308212E3
9.128934804E1,1.016308212E3
9.224069604E1,1.016590576E3
9.319217504E1,1.016693878E3
9.414361004E1,1.016982193E3
9.509503004E1,1.016982193E3
9.604636504E1,1.016954803E3
9.699775504E1,1.016889038E3
9.794919204E1,1.016889038E3
9.890061904E1,1.016538773E3
9.985196904E1,1.016538773E3
1.008033930E2,1.016506348E3
1.017548660E2,1.016577225E3
1.027062260E2,1.016577225E3
