"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.022572083E-1,-7.387354374E-1,-6.936653256E-1,-5.344378203E-2
4.035522083E-1,-3.143390417E-1,-3.780762851E-1,1.561222970E-2
6.048462083E-1,-2.738115788E-1,-4.425618351E-1,-1.302269846E-1
8.061412083E-1,-2.607466578E-1,-1.141347885E-1,-1.919419691E-2
1.007435208E0,-1.602111012E-1,-2.261729091E-1,-2.115768194E-1
1.208730958E0,-4.097321928E-1,-4.780113697E-1,-1.013508439E-1
1.410025958E0,-2.097868472E-1,-6.619212031E-1,1.680690646E-1
1.611319958E0,-4.369833171E-1,-8.453888297E-1,3.752743825E-2
1.812614958E0,-1.980745792E-1,2.955299616E-2,-1.558618695E-1
2.013909958E0,2.313423157E-1,-2.654983848E-2,1.373209953E-1
2.215204958E0,4.012960196E-1,-1.724524796E-1,-1.941957176E-1
2.416498958E0,4.460715055E-1,7.158333063E-2,-2.748508453E-1
2.617793958E0,5.498116612E-1,-3.047690690E-1,-2.554382980E-1
2.819087958E0,4.544974864E-1,-5.590156913E-1,-3.580120802E-1
3.020382958E0,2.163668275E-1,-4.849259257E-1,-1.900164485E-1
3.221675750E0,2.437586710E-2,-7.210020423E-1,-4.141335487E-1
3.422969750E0,-3.402601480E-1,-4.535519779E-1,-2.167219371E-1
3.624264750E0,-4.891063273E-1,6.478601694E-1,2.181472331E-1
3.825558750E0,-6.479440928E-1,8.734341264E-1,-1.157436892E-1
4.026853750E0,-1.194733024E0,1.625975728E0,1.400716156E-1
4.228148708E0,-7.484688163E-1,6.838948131E-1,4.576265216E-1
4.429443708E0,-3.019896448E-1,-1.990971714E-1,2.261368632E-1
4.630738708E0,1.179830730E-1,-1.292321831E-1,-3.502649069E-1
4.832033708E0,4.840072393E-1,-5.124984384E-1,-1.542644948E-1
5.033328708E0,3.144801855E-1,-5.017886162E-1,-2.007952705E-2
5.234624083E0,2.001315951E-1,2.464233041E-1,-2.775845528E-1
5.435919083E0,1.081720293E-1,7.866473198E-1,1.969852895E-1
5.637214083E0,5.647926331E-1,8.543961644E-1,1.189110994E0
5.838509083E0,4.206363261E-1,1.553773522E0,1.001427412E0
6.039804083E0,2.566282153E-1,1.368771195E0,6.628445983E-1
6.241098500E0,1.912726611E-1,9.452404976E-1,4.294576645E-1
6.442393500E0,-1.149816811E-1,-3.591416776E-2,-1.232926026E-1
6.643688500E0,-3.053120971E-1,-9.161682129E-1,-5.780434012E-1
