"Time (s)","X (hPa)"
-5.148110000E-1,1.017604446E3
5.166470000E-1,1.017747116E3
1.548004000E0,1.017748489E3
2.579359000E0,1.017889786E3
3.610683000E0,1.017748489E3
4.642008000E0,1.017585907E3
4.781923000E0,1.017585907E3
5.736811000E0,1.017674484E3
6.691737000E0,1.017674484E3
7.646524000E0,1.017618484E3
8.601450000E0,1.017618484E3
9.556396000E0,1.017618484E3
1.051143100E1,1.017550659E3
1.146645800E1,1.017550659E3
1.242139000E1,1.017626801E3
1.337632500E1,1.017626801E3
1.433124300E1,1.017622528E3
1.528626300E1,1.017610626E3
1.624137500E1,1.017562256E3
1.719644400E1,1.017562256E3
1.815154500E1,1.017578049E3
1.910667400E1,1.017586594E3
2.006182500E1,1.017635422E3
2.101693500E1,1.017639847E3
2.197191000E1,1.017642365E3
2.292683800E1,1.017675858E3
2.388178400E1,1.017675858E3
2.483662200E1,1.017676926E3
2.579155700E1,1.017693481E3
2.674646600E1,1.017693481E3
2.770154600E1,1.017605972E3
2.865669200E1,1.017556229E3
2.961179400E1,1.017544479E3
3.056696100E1,1.017444687E3
3.152217400E1,1.017444687E3
3.247724000E1,1.017490463E3
3.343235200E1,1.017516785E3
3.438739400E1,1.017549133E3
3.534250800E1,1.017550888E3
3.629766000E1,1.017588425E3
3.725280900E1,1.017550888E3
3.820784600E1,1.017564774E3
3.916292500E1,1.017563858E3
4.011803700E1,1.017563858E3
4.107306000E1,1.017546005E3
4.202809200E1,1.017546005E3
4.298321700E1,1.017558212E3
4.393823200E1,1.017558212E3
4.489327500E1,1.017559967E3
4.584831300E1,1.017559967E3
4.680334200E1,1.017565460E3
4.775839800E1,1.017565460E3
4.871346800E1,1.017482758E3
4.966845300E1,1.017476425E3
5.062352800E1,1.017464905E3
5.157870500E1,1.017452164E3
5.253374900E1,1.017452164E3
5.348874200E1,1.017473984E3
5.444376800E1,1.017509460E3
5.539878900E1,1.017509460E3
5.635390400E1,1.017509460E3
5.730902600E1,1.017690048E3
5.826419800E1,1.017690048E3
5.921935200E1,1.017465515E3
6.017444400E1,1.017465515E3
6.112939900E1,1.017424545E3
6.208451600E1,1.017309875E3
6.303956600E1,1.017309875E3
6.399458400E1,1.017477036E3
6.494957300E1,1.017477036E3
6.590458500E1,1.017410812E3
6.685960400E1,1.017410812E3
6.781465200E1,1.017439651E3
6.876965300E1,1.017439651E3
6.972479800E1,1.017379150E3
7.067991800E1,1.017373199E3
7.163494100E1,1.017373199E3
7.258988600E1,1.017323074E3
7.354487800E1,1.017323074E3
7.449998200E1,1.017397690E3
7.545491800E1,1.017400131E3
7.640989800E1,1.017400131E3
7.736490000E1,1.017403259E3
7.832001900E1,1.017394638E3
7.927507200E1,1.017403259E3
8.023015400E1,1.017368927E3
8.118518500E1,1.017396240E3
8.214020500E1,1.017378616E3
8.309525700E1,1.017396240E3
8.405030300E1,1.017453079E3
8.500534600E1,1.017468872E3
8.596040000E1,1.017468872E3
8.691553700E1,1.017447281E3
8.787064400E1,1.017429428E3
8.882569200E1,1.017367172E3
8.978078200E1,1.017354279E3
9.073599200E1,1.017362976E3
9.169119200E1,1.017362976E3
9.264643700E1,1.017543869E3
9.360162000E1,1.017543869E3
9.455663800E1,1.017336044E3
9.551171300E1,1.017334061E3
9.646678100E1,1.017307968E3
9.742189700E1,1.017175980E3
9.837703300E1,1.017175980E3
9.933206600E1,1.017282333E3
1.002871430E2,1.017335815E3
1.012422890E2,1.017400665E3
1.021973750E2,1.017400665E3
1.031524210E2,1.017378922E3
1.041074910E2,1.017378922E3
1.050626140E2,1.017359619E3
1.060177390E2,1.017351379E3
1.069729670E2,1.017351379E3
1.079281310E2,1.017351379E3
1.088831940E2,1.017363586E3
1.098382010E2,1.017370529E3
1.107933050E2,1.017370529E3
1.117484420E2,1.017360687E3
1.127036480E2,1.017360687E3
1.136588500E2,1.017358704E3
1.146140670E2,1.017438965E3
1.155692600E2,1.017441177E3
1.165244690E2,1.017493286E3
1.174795580E2,1.017441177E3
1.184347010E2,1.017435150E3
1.193898210E2,1.017409210E3
1.203448960E2,1.017220688E3
1.213000920E2,1.017220688E3
1.222552960E2,1.017220688E3
1.232105550E2,1.017250366E3
1.241657790E2,1.017274475E3
1.251210380E2,1.017331543E3
1.260761450E2,1.017372894E3
1.270312250E2,1.017447510E3
1.279863430E2,1.017834778E3
1.289414260E2,1.017854385E3
1.298964330E2,1.017834778E3
1.308515030E2,1.017678452E3
1.318066370E2,1.017647171E3
1.327616250E2,1.016914062E3
1.337166480E2,1.016816025E3
1.346716900E2,1.016816025E3
1.356266730E2,1.016743774E3
1.365816270E2,1.016981888E3
1.375366640E2,1.017120667E3
1.384917400E2,1.017243423E3
1.394467910E2,1.017249146E3
1.404017320E2,1.017249146E3
1.413567310E2,1.017249146E3
1.423117470E2,1.017225723E3
1.432667560E2,1.017225723E3
1.442216970E2,1.017297974E3
1.451767330E2,1.017300949E3
1.461317650E2,1.017336502E3
1.470866820E2,1.017363205E3
1.480415680E2,1.017487411E3
1.489965370E2,1.017702637E3
1.499514230E2,1.017702637E3
1.509063980E2,1.017702637E3
1.518614070E2,1.017622452E3
1.528163100E2,1.017622452E3
1.537713720E2,1.017004318E3
1.547263320E2,1.016929855E3
1.556813650E2,1.016929855E3
1.566364510E2,1.016945953E3
1.575915910E2,1.016945953E3
1.585467520E2,1.017048874E3
1.595019040E2,1.017042465E3
1.604569770E2,1.017048874E3
1.614120490E2,1.017073669E3
1.623671800E2,1.017120819E3
1.633223260E2,1.017169266E3
1.642774810E2,1.017176285E3
1.652325290E2,1.017297592E3
1.661875740E2,1.017297592E3
1.671426420E2,1.017287750E3
1.680977360E2,1.017255020E3
1.690527780E2,1.017241287E3
1.700077370E2,1.017204361E3
1.709627680E2,1.017204361E3
1.719177000E2,1.017191544E3
1.728725800E2,1.017236176E3
1.738274910E2,1.017233810E3
1.747823540E2,1.017247086E3
1.757374100E2,1.017283325E3
1.766924320E2,1.017283325E3
1.776474270E2,1.017254486E3
1.786024180E2,1.017251053E3
1.795572930E2,1.017251053E3
1.805122200E2,1.017211151E3
1.814671830E2,1.017211151E3
1.824222730E2,1.017262268E3
1.833773970E2,1.017262268E3
1.843324810E2,1.017260284E3
1.852875440E2,1.017256393E3
1.862425800E2,1.017256393E3
1.871975520E2,1.017225876E3
1.881525180E2,1.017225876E3
1.891075050E2,1.017241058E3
