"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.483513750E-1,-3.163793385E-1,-9.519729018E-1,-2.480295151E-1
3.496128750E-1,1.322703529E-2,-9.654272199E-1,-4.946501181E-2
5.508738750E-1,-7.138708979E-2,-3.803810775E-1,-1.857884079E-1
7.521348750E-1,-3.433386981E-1,-1.363538951E-1,-7.841657102E-2
9.533958750E-1,-2.441803515E-1,-1.870164275E-1,6.579332054E-2
1.154656875E0,-7.126259208E-1,-1.153691292E0,1.417903751E-1
1.355917250E0,-6.747348905E-1,-4.322757423E-1,6.829614937E-2
1.557178250E0,-3.190464079E-1,-3.766792640E-2,4.777613655E-2
1.758439250E0,8.670623414E-3,2.104832083E-1,-1.948899776E-2
1.959700250E0,2.692800164E-1,1.469061375E-1,-3.285576776E-2
2.160961250E0,1.348144412E-1,1.371750087E-1,-8.249631524E-2
2.362222500E0,2.127959877E-1,1.621142030E-1,-1.664123535E-1
2.563484500E0,1.168608367E-1,-3.708144724E-1,3.702192008E-2
2.764745500E0,-1.455328465E-1,2.275839150E-1,1.734252423E-1
2.966007500E0,-1.149717718E-6,1.807115674E-1,6.113674492E-2
3.167268500E0,-3.509194255E-1,2.407914847E-1,-3.446770906E-1
3.368530875E0,-1.689246535E0,2.119545221E0,3.491967618E-1
3.569791875E0,-1.054668307E0,-1.735014021E-1,5.312380791E-1
3.771053875E0,-3.723083436E-2,-8.460417986E-1,4.073056579E-2
3.972315875E0,3.018242121E-1,-3.567897081E-1,-2.610634863E-1
4.173577875E0,-1.011188328E-1,1.865745783E-1,-9.098987281E-2
4.374837917E0,3.388057649E-2,3.110890687E-1,9.599173069E-2
4.576099917E0,-4.805434942E-1,8.331739902E-1,2.014468461E-1
4.777361917E0,-3.196453154E-1,9.311195016E-1,1.534819305E-1
4.978623917E0,1.455528289E-1,1.220603436E-1,-1.442072354E-2
5.179885917E0,4.737569690E-1,4.346633554E-1,-3.092408478E-1
5.381147417E0,8.387764096E-1,3.004676104E-1,1.771680452E-2
5.582409417E0,8.603979945E-1,-2.620492578E-1,3.923895657E-1
5.783671417E0,9.027676582E-1,-9.751996957E-3,3.631215990E-1
5.984932417E0,7.707422972E-1,1.274386048E-1,2.563937902E-1
6.186194417E0,1.579962373E-1,-4.472975731E-1,1.436617374E-1
