"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.483513750E-1,3.277278519E1,-3.996786880E1,3.718463135E1
3.496128750E-1,4.163344193E1,-3.983563995E1,2.719815063E1
5.508738750E-1,4.623644638E1,-3.816925049E1,2.173428345E1
7.521348750E-1,4.774829483E1,-3.749970245E1,2.000787354E1
9.533958750E-1,4.774831772E1,-3.870308685E1,1.668682861E1
1.154656875E0,4.793951035E1,-4.062592316E1,9.802734375E0
1.355917250E0,4.828631973E1,-4.166675568E1,-3.506164551E0
1.557178250E0,4.749942398E1,-4.206277466E1,-1.050558472E1
1.758439250E0,4.676152420E1,-4.271091461E1,-1.116799927E1
1.959700250E0,4.776571274E1,-4.269918442E1,-8.460693359E0
2.160961250E0,4.879668045E1,-4.225078583E1,-4.527191162E0
2.362222500E0,5.007375717E1,-4.089818573E1,-1.554748535E0
2.563484500E0,5.030454636E1,-4.025628662E1,-5.322265625E-2
2.764745500E0,4.973737717E1,-4.166648865E1,-1.695343018E0
2.966007500E0,4.896913528E1,-4.272319794E1,-5.817565918E-1
3.167268500E0,4.975292587E1,-4.254108429E1,-2.993469238E-1
3.368530875E0,5.096687698E1,-4.203180695E1,5.256683350E0
3.569791875E0,4.364130020E1,-5.019974899E1,-1.849365234E-2
3.771053875E0,3.938745499E1,-5.232199478E1,-5.602111816E0
3.972315875E0,3.929510880E1,-5.141638184E1,-9.704132080E0
4.173577875E0,4.054825974E1,-4.916050720E1,-1.098446655E1
4.374837917E0,3.846453476E1,-4.991194916E1,-1.168469238E1
4.576099917E0,3.847371292E1,-5.050962067E1,-9.614715576E0
4.777361917E0,3.703225327E1,-5.235178757E1,-9.543273926E0
4.978623917E0,3.664513016E1,-5.266018295E1,-6.580749512E0
5.179885917E0,3.789447403E1,-5.210179901E1,-2.725189209E0
5.381147417E0,3.938138962E1,-5.016157532E1,8.200073242E0
5.582409417E0,3.683551407E1,-4.895393372E1,1.748452759E1
5.783671417E0,3.397269058E1,-4.848302078E1,2.344195557E1
5.984932417E0,2.975905991E1,-4.468836212E1,3.401892090E1
6.186194417E0,3.127000809E1,-4.176987457E1,3.690594482E1
6.387456417E0,3.216563797E1,-4.103189087E1,3.713705444E1
6.588718417E0,2.936720657E1,-4.045153809E1,3.971759033E1
6.789979417E0,2.072339249E1,-4.372893143E1,4.081079102E1
6.991241417E0,1.698476791E1,-4.617885590E1,3.947488403E1
7.192503417E0,1.680991745E1,-4.707726669E1,3.781829834E1
7.393765792E0,1.561371231E1,-4.718574905E1,3.746655273E1
7.595027792E0,1.813754654E1,-4.738466644E1,3.436138916E1
7.796288792E0,2.094895554E1,-4.605985260E1,3.308175659E1
7.997550792E0,2.195034409E1,-4.251873016E1,3.658386230E1
8.198812375E0,2.125802994E1,-4.267346954E1,3.600811768E1
8.400074375E0,1.766623306E1,-4.390633774E1,3.555062866E1
8.601336375E0,1.382918167E1,-4.430073929E1,3.597332764E1
8.802598375E0,1.228754807E1,-4.692499161E1,3.224121094E1
9.003860375E0,1.108224869E1,-4.842847061E1,2.950604248E1
9.205122125E0,9.851497650E0,-4.856907272E1,2.872866821E1
9.406384125E0,1.012962723E1,-5.020989227E1,2.545993042E1
9.607646125E0,9.920696259E0,-5.127359390E1,2.219555664E1
9.808908125E0,8.633762360E0,-5.188798904E1,2.174639893E1
1.001017112E1,7.797126770E0,-5.149420929E1,2.317114258E1
1.021143325E1,6.971191406E0,-5.080551910E1,2.467803955E1
1.041269525E1,6.158332825E0,-5.000676346E1,2.731188965E1
1.061395725E1,5.986129761E0,-4.876143646E1,2.930303955E1
1.081521925E1,5.963577271E0,-5.021414948E1,2.687005615E1
1.101648225E1,8.643962860E0,-5.070951462E1,2.412182617E1
1.121774437E1,1.035361862E1,-5.144642639E1,2.073065186E1
1.141900637E1,9.285228729E0,-5.186672974E1,1.949642944E1
1.162026937E1,6.986766815E0,-5.226441574E1,1.845086670E1
1.182153137E1,5.815929413E0,-5.296925735E1,1.644073486E1
1.202279437E1,6.799835205E0,-5.375708008E1,1.322961426E1
1.222405562E1,7.281867981E0,-5.428241348E1,9.792236328E0
1.242531862E1,7.262268066E0,-5.520105362E1,6.326202393E0
1.262658063E1,8.179866791E0,-5.539662552E1,1.730621338E0
1.282784362E1,8.578022003E0,-5.554214478E1,1.756896973E-1
1.302910662E1,9.421184540E0,-5.523739243E1,-1.592498779E0
1.323036938E1,1.023564529E1,-5.514638901E1,-2.805969238E0
1.343163237E1,9.921054840E0,-5.499618912E1,-4.059722900E0
1.363289537E1,1.167376328E1,-5.464081573E1,-2.845306396E0
