"Time (s)","X (hPa)"
-5.179818333E-1,1.014636459E3
5.155351667E-1,1.014585724E3
1.549092167E0,1.014534912E3
2.582651167E0,1.014534912E3
3.616165167E0,1.014536972E3
4.649638167E0,1.014536972E3
4.786602167E0,1.014487228E3
5.743573167E0,1.014487228E3
6.700506167E0,1.014487228E3
7.657537167E0,1.014467392E3
8.614518167E0,1.014443283E3
9.571421167E0,1.014443283E3
1.052830117E1,1.014445267E3
1.148519717E1,1.014445267E3
1.244201717E1,1.014439850E3
1.339891517E1,1.014439850E3
1.435585917E1,1.014457550E3
1.531295217E1,1.014472809E3
1.627009517E1,1.014488831E3
1.722729917E1,1.014488831E3
1.818447717E1,1.014488831E3
1.914166717E1,1.014475479E3
2.009896317E1,1.014427719E3
2.105619817E1,1.014418182E3
2.201337817E1,1.014414444E3
2.297052517E1,1.014411774E3
2.392772117E1,1.014401932E3
2.488504117E1,1.014400558E3
2.584222717E1,1.014400558E3
2.679953017E1,1.014394760E3
2.775689417E1,1.014393997E3
2.871419617E1,1.014393997E3
2.967150217E1,1.014392319E3
3.062879117E1,1.014401016E3
3.158606617E1,1.014409256E3
3.254335217E1,1.014520645E3
3.350074517E1,1.014520645E3
3.445804617E1,1.014493408E3
3.541529017E1,1.014452820E3
3.637252417E1,1.014384079E3
3.732968517E1,1.014334259E3
3.828685317E1,1.014265823E3
3.924396017E1,1.014265823E3
4.020108417E1,1.014286118E3
4.115811417E1,1.014286118E3
4.211517617E1,1.014300156E3
4.307232417E1,1.014300156E3
4.402954917E1,1.014304504E3
4.498679717E1,1.014343338E3
4.594399717E1,1.014343338E3
4.690110617E1,1.014343033E3
4.785824117E1,1.014343033E3
4.881554017E1,1.014336929E3
4.977281517E1,1.014345703E3
5.073009917E1,1.014332504E3
5.168737217E1,1.014345703E3
5.264455117E1,1.014333572E3
5.360176517E1,1.014333572E3
5.455881617E1,1.014320068E3
5.551597317E1,1.014288025E3
5.647327517E1,1.014277878E3
5.743062317E1,1.014253006E3
5.838795417E1,1.014253006E3
5.934523417E1,1.014258652E3
6.030251517E1,1.014258652E3
6.125970317E1,1.014256516E3
6.221695717E1,1.014244614E3
6.317423917E1,1.014241180E3
6.413156717E1,1.014195480E3
6.508897817E1,1.014175415E3
6.604639917E1,1.014159851E3
6.700369317E1,1.014159851E3
6.796112217E1,1.014173126E3
6.891861517E1,1.014173126E3
6.987609717E1,1.014162140E3
7.083370917E1,1.014147186E3
7.179129017E1,1.014135818E3
7.274876817E1,1.014095612E3
7.370618717E1,1.014076385E3
7.466370317E1,1.014063110E3
7.562121417E1,1.014054642E3
7.657869617E1,1.014028625E3
7.753617817E1,1.013971634E3
7.849364017E1,1.013956909E3
7.945102317E1,1.013956909E3
8.040839117E1,1.013981857E3
8.136580017E1,1.013987274E3
8.232313017E1,1.014028854E3
