"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.146028750E-1,-2.219937928E-2,-1.266466081E-1,-1.605395526E-1
4.158865833E-1,8.370616287E-2,-3.476206660E-1,-1.400045007E-1
6.171695833E-1,1.018925458E-1,-4.942959547E-1,-1.247866750E-1
8.184525833E-1,-8.018773794E-2,-4.829587415E-2,-3.734391928E-2
1.019735583E0,-4.999756515E-1,1.503314078E-1,2.917862311E-2
1.221018583E0,-3.007274866E-1,2.195107639E-1,2.824401949E-3
1.422301333E0,-1.498459131E-1,3.679295778E-1,-1.040073708E-1
1.623585333E0,-9.364977479E-2,3.374249041E-1,-1.416065544E-1
1.824868333E0,-1.868064255E-1,5.128077269E-1,-8.063878864E-2
2.026152333E0,-2.381730974E-1,2.325748801E-1,-1.014362462E-2
2.227435333E0,1.015145183E-1,1.876692474E-1,1.279083490E-1
2.428719125E0,1.421435475E-1,2.557193637E-1,7.675411552E-2
2.630002125E0,3.047217056E-2,-5.023602024E-2,8.778428286E-2
2.831286125E0,5.227580667E-2,-2.630068660E-1,-1.495014131E-2
3.032569125E0,2.112443000E-1,-9.050328285E-2,-5.214846134E-2
3.233853125E0,3.004416227E-1,-3.357580602E-1,2.291443348E-1
3.435136708E0,-1.308214664E-1,-6.927891821E-2,8.858337253E-2
3.636420708E0,2.932590991E-2,-1.505934000E-1,-1.756417751E-1
3.837703708E0,-7.700826973E-2,-9.245964140E-2,5.965583771E-2
4.038987708E0,-2.154209316E-1,2.024766952E-1,1.619696319E-1
4.240271708E0,-3.117664754E-1,1.811697483E-1,3.560745716E-1
4.441557083E0,-1.490777880E-1,3.457877338E-1,2.731858790E-1
4.642840083E0,1.819373518E-1,9.576138109E-2,1.533541381E-1
4.844124083E0,1.213780716E-1,-6.999564357E-3,-4.491870850E-2
5.045408083E0,1.008776426E-1,-7.924011350E-2,-6.411918998E-2
5.246692083E0,6.868477166E-2,1.565693878E-3,1.317895204E-2
5.447974583E0,3.663931787E-2,6.545943022E-2,5.359044299E-4
5.649258583E0,-2.073308080E-2,-1.703491360E-1,-1.552029699E-1
5.850542583E0,-1.117870510E-1,-3.365747929E-1,-1.714964956E-1
6.051826583E0,1.635964587E-2,-5.471839905E-1,-4.132114649E-1
6.253111583E0,2.192826271E-1,-8.447907567E-1,-4.511119425E-1
6.454396333E0,-7.145161182E-2,-4.029591382E-1,-4.971441031E-1
6.655680333E0,-3.967104480E-2,-3.733759522E-1,-5.971500278E-1
6.856964333E0,-1.642258018E-1,6.306131184E-2,-3.170361221E-1
7.058248333E0,-1.094872504E-2,-1.430214494E-1,-2.679348290E-1
7.259532333E0,-2.943668142E-2,-1.124496460E-1,-2.061405331E-1
7.460816625E0,6.657712907E-2,2.959844470E-1,-1.304571778E-1
7.662100625E0,1.789748520E-1,1.596620679E-1,-7.064620405E-2
7.863384625E0,1.059781536E-1,1.163490340E-1,-2.207416669E-2
8.064668625E0,-1.669786423E-1,7.516973466E-2,-5.339156464E-2
8.265952625E0,-5.293131247E-2,-1.739949733E-1,-5.122050270E-2
