"Time (s)","X (hPa)"
-5.212079167E-1,1.017728958E3
5.123680833E-1,1.017222290E3
1.545945083E0,1.016715698E3
2.579573083E0,1.016715698E3
3.613412083E0,1.016930313E3
4.647558083E0,1.016930313E3
4.785003083E0,1.016855011E3
5.743029083E0,1.016855011E3
6.701203083E0,1.016855011E3
7.659423083E0,1.016747055E3
8.617462083E0,1.016518478E3
9.575385083E0,1.016518478E3
1.053323208E1,1.016543732E3
1.149105808E1,1.016610565E3
1.244882708E1,1.016610565E3
1.340657108E1,1.016649399E3
1.436428608E1,1.016658783E3
1.532196108E1,1.016663895E3
1.627955108E1,1.016663895E3
1.723708408E1,1.016613007E3
1.819459608E1,1.016593170E3
1.915197108E1,1.016552658E3
2.010930908E1,1.016556244E3
2.106673508E1,1.016556244E3
2.202410508E1,1.016635971E3
2.298157908E1,1.016635971E3
2.393897508E1,1.016635971E3
2.489640008E1,1.016649933E3
2.585371608E1,1.016678696E3
2.681091308E1,1.016720657E3
2.776815808E1,1.016753540E3
2.872534308E1,1.016753540E3
2.968249008E1,1.016564026E3
3.063969608E1,1.016529541E3
3.159687408E1,1.016529541E3
3.255403808E1,1.016529541E3
3.351120908E1,1.016521988E3
3.446830608E1,1.016521988E3
3.542541608E1,1.016568069E3
3.638259408E1,1.016568069E3
3.733976708E1,1.016412354E3
3.829690108E1,1.016412354E3
3.925411208E1,1.016587830E3
4.021119308E1,1.016600494E3
4.116834708E1,1.016606903E3
4.212545308E1,1.016672516E3
4.308253708E1,1.016672516E3
4.403973508E1,1.016425781E3
4.499696508E1,1.016417694E3
4.595415808E1,1.016271515E3
4.691146708E1,1.016234665E3
4.786869708E1,1.016234665E3
4.882572208E1,1.016342926E3
4.978290708E1,1.016364288E3
5.074004008E1,1.016386414E3
5.169713008E1,1.016395493E3
5.265422008E1,1.016395493E3
5.361146008E1,1.016387863E3
5.456870208E1,1.016352844E3
5.552597808E1,1.016352844E3
5.648315808E1,1.016342926E3
5.744027708E1,1.016367798E3
5.839740608E1,1.016367798E3
5.935448908E1,1.016367950E3
6.031148308E1,1.016453400E3
6.126846908E1,1.016558380E3
