"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.356640000E-1,-3.853424072E0,-4.458008575E1,1.011859131E1
3.369423750E-1,-6.899261475E0,-4.379473877E1,1.200970459E1
5.382203750E-1,-7.653976440E0,-4.339552689E1,1.302145386E1
7.394993750E-1,-7.532852173E0,-4.329864883E1,1.345901489E1
9.407783750E-1,-7.517318726E0,-4.312046814E1,1.318643188E1
1.142057375E0,-9.082794189E0,-4.311350250E1,1.205184937E1
1.343336125E0,-1.089393616E1,-4.317893219E1,1.042224121E1
1.544615125E0,-8.664962769E0,-4.352966690E1,9.911499023E0
1.745894125E0,-8.450332642E0,-4.396775818E1,8.693267822E0
1.947172125E0,-5.540313721E0,-4.420783615E1,6.986663818E0
2.148451125E0,7.434082031E-2,-4.453010559E1,6.562835693E0
2.349730667E0,3.395828247E0,-4.410171509E1,6.946655273E0
2.551009667E0,5.134536743E0,-4.378182602E1,8.751708984E0
2.752288667E0,7.314193726E0,-4.344007492E1,6.220703125E0
2.953567667E0,8.986343384E0,-4.341281891E1,2.261840820E0
3.154846667E0,8.610153198E0,-4.353607559E1,-1.659057617E0
3.356125000E0,9.177825928E0,-4.292582703E1,-4.290405273E0
3.557404000E0,9.977661133E0,-4.206659698E1,-5.869110107E0
3.758683000E0,1.009677124E1,-4.161490631E1,-7.148895264E0
3.959962000E0,1.049580383E1,-4.161561584E1,-7.425994873E0
4.161241000E0,1.040493774E1,-4.146902466E1,-8.008850098E0
4.362518875E0,1.027743530E1,-4.172196960E1,-7.756134033E0
4.563797875E0,9.021133423E0,-4.164010620E1,-8.868438721E0
4.765076875E0,9.067916870E0,-4.102683258E1,-1.124255371E1
4.966355875E0,9.336959839E0,-4.118987656E1,-1.070965576E1
5.167635875E0,7.077270508E0,-4.298304367E1,-6.533203125E0
5.368915125E0,7.194366455E0,-4.360223770E1,-2.521057129E0
5.570194125E0,6.771347046E0,-4.392075729E1,-2.996215820E-1
5.771473125E0,5.875335693E0,-4.442754364E1,2.236816406E0
5.972752125E0,5.169357300E0,-4.415920639E1,2.802764893E0
6.174032125E0,4.398086548E0,-4.435877609E1,2.496276855E0
6.375311292E0,5.016082764E0,-4.412483597E1,4.747253418E0
6.576590292E0,2.083633423E0,-4.410650635E1,7.185058594E0
6.777870292E0,1.163238525E0,-4.435034561E1,6.752716064E0
6.979150292E0,8.086853027E-1,-4.441499710E1,5.538085938E0
7.180430292E0,1.849105835E0,-4.444980621E1,2.942626953E0
7.381710375E0,3.555831909E0,-4.433390808E1,9.425354004E-1
7.582990375E0,7.306106567E0,-4.307882309E1,-4.872650146E0
7.784269375E0,8.950805664E0,-4.149320221E1,-9.518188477E0
7.985549375E0,8.304626465E0,-4.059193039E1,-1.241018677E1
8.186829375E0,8.446121216E0,-4.054465866E1,-1.244427490E1
8.388109000E0,9.089263916E0,-4.017604828E1,-1.271215820E1
8.589389000E0,8.292907715E0,-3.960310364E1,-1.431375122E1
8.790669000E0,8.039260864E0,-3.916233444E1,-1.548431396E1
8.991950000E0,8.644989014E0,-3.867676163E1,-1.587603760E1
9.193230000E0,6.968261719E0,-3.918938446E1,-1.553756714E1
9.394510792E0,1.267929077E0,-4.249054337E1,-1.023916626E1
9.595790792E0,-1.262344360E0,-4.434896469E1,-3.995483398E0
9.797070792E0,1.179656982E-1,-4.481456757E1,1.525939941E0
9.998350792E0,2.562347412E0,-4.390803909E1,1.105899048E1
1.019963079E1,2.733520508E0,-4.300880432E1,1.416799927E1
1.040091025E1,2.150802612E0,-4.329182816E1,1.342279053E1
1.060219025E1,-1.702011108E0,-4.428885269E1,1.062512207E1
1.080347025E1,-5.881057739E0,-4.498652649E1,5.444396973E0
1.100474925E1,-8.479507446E0,-4.447454834E1,1.872344971E0
1.120602925E1,-8.949661255E0,-4.424095535E1,1.249969482E0
1.140730962E1,-6.332687378E0,-4.474225998E1,1.934967041E0
1.160858962E1,-5.238265991E0,-4.487968063E1,-6.050415039E-1
1.180986962E1,-4.786285400E0,-4.455294418E1,-1.642089844E0
1.201114963E1,-5.223937988E0,-4.416182327E1,-5.669067383E0
1.221243062E1,-5.149459839E0,-4.380591583E1,-6.395599365E0
1.241371113E1,-4.598495483E0,-4.438996506E1,-4.193328857E0
1.261499212E1,-3.196563721E0,-4.464257812E1,-3.725189209E0
1.281627313E1,-3.306411743E0,-4.334319305E1,-9.186309814E0
1.301755412E1,-4.398025513E0,-4.173005676E1,-1.388009644E1
1.321883413E1,-3.310089111E0,-4.062893677E1,-1.567025757E1
1.342011512E1,-5.359191895E-1,-3.986762238E1,-1.714285278E1
1.362139613E1,2.826843262E-1,-3.890137863E1,-1.883135986E1
1.382267712E1,-3.500061035E-1,-3.869914246E1,-1.948266602E1
1.402395712E1,1.285232544E0,-3.959753036E1,-1.737475586E1
1.422523812E1,2.333023071E0,-4.103841400E1,-1.488043213E1
1.442651867E1,5.987350464E0,-4.335360718E1,-6.778503418E0
1.462779867E1,9.250503540E0,-4.324602890E1,-1.785736084E0
1.482907967E1,1.142597961E1,-4.239703369E1,-3.220703125E0
1.503035967E1,8.605560303E0,-4.273239899E1,-5.456298828E0
1.523164087E1,4.600036621E0,-4.326761246E1,-7.359832764E0
1.543292087E1,3.555145264E-1,-4.408280182E1,-6.723632812E0
1.563420187E1,-1.249771118E0,-4.460811615E1,-5.123809814E0
1.583548187E1,-2.426971436E0,-4.414604568E1,-6.872528076E0
1.603676188E1,-2.655181885E0,-4.264522552E1,-1.181576538E1
1.623804192E1,-6.295471191E-1,-4.135516357E1,-1.541070557E1
1.643932192E1,1.394073486E0,-4.112858200E1,-1.579394531E1
1.664060292E1,2.826995850E-1,-4.268214417E1,-1.248355103E1
1.684188292E1,-2.497650146E0,-4.394545746E1,-8.974517822E0
1.704316392E1,-6.057815552E0,-4.409673309E1,-7.272552490E0
1.724444417E1,-7.058105469E0,-4.440639877E1,-3.751190186E0
1.744572517E1,-4.466415405E0,-4.517155075E1,-1.440124512E-1
1.764700617E1,-2.255096436E-1,-4.544160080E1,4.712036133E0
1.784828717E1,4.738418579E0,-4.483426285E1,7.130737305E0
1.804956717E1,7.932235718E0,-4.359524155E1,1.006420898E1
1.825085000E1,9.364456177E0,-4.282464218E1,1.198574829E1
1.845213100E1,1.104696655E1,-4.180860519E1,1.225393677E1
1.865341200E1,1.096513367E1,-4.208388901E1,1.292990112E1
1.885469300E1,1.217372131E1,-4.204973984E1,1.261880493E1
1.905597400E1,1.359948730E1,-4.111541748E1,1.332922363E1
1.925725537E1,1.299458313E1,-4.153504181E1,1.197341919E1
1.945853637E1,9.569595337E0,-4.306227493E1,8.983215332E0
1.965981737E1,7.101989746E0,-4.436513138E1,4.430084229E0
1.986109837E1,7.106246948E0,-4.401902008E1,-6.139526367E-1
2.006238037E1,7.908447266E0,-4.354577637E1,-4.619720459E0
2.026366237E1,8.402114868E0,-4.311129379E1,-6.020568848E0
2.046494338E1,8.583496094E0,-4.279289246E1,-6.385375977E0
2.066622537E1,8.476699829E0,-4.336938095E1,-5.732025146E0
2.086750637E1,8.016281128E0,-4.376583862E1,-3.263610840E0
2.106878837E1,7.387741089E0,-4.399747849E1,-2.106140137E0
2.127006942E1,6.367874146E0,-4.440607452E1,-5.298461914E-1
2.147135142E1,2.137725830E0,-4.485063553E1,2.673645020E-1
2.167263242E1,-1.136566162E0,-4.542392349E1,-1.167297363E-1
2.187391442E1,-1.893569946E0,-4.541062164E1,-3.191833496E-1
2.207519542E1,-8.044586182E-1,-4.530265427E1,-2.517700195E-2
2.227647825E1,8.869628906E-1,-4.500728607E1,9.393005371E-1
2.247775925E1,4.418899536E0,-4.478125000E1,1.888549805E0
2.267904125E1,6.363067627E0,-4.423801422E1,2.958038330E0
2.288032325E1,8.003417969E0,-4.414911652E1,5.048400879E0
2.308160525E1,8.757049561E0,-4.308523178E1,8.596679688E0
2.328288638E1,1.045912170E1,-4.253978348E1,9.421661377E0
2.348416837E1,1.232121277E1,-4.232547379E1,6.766601562E0
2.368545037E1,1.221502686E1,-4.253909302E1,4.789733887E-1
2.388673237E1,1.217909241E1,-4.176063538E1,-6.447662354E0
2.408801537E1,9.910552979E0,-4.108941650E1,-1.108135986E1
2.428929729E1,5.882339478E0,-4.194648743E1,-1.163494873E1
2.449057929E1,3.571090698E0,-4.301140594E1,-9.543914795E0
2.469186129E1,1.112335205E0,-4.414195251E1,-7.847961426E0
2.489314429E1,1.387496948E0,-4.426081467E1,-4.463348389E0
2.509442629E1,4.206375122E0,-4.415645981E1,-2.539886475E0
2.529571012E1,7.116928101E0,-4.343174362E1,-3.795318604E0
2.549699312E1,9.170898438E0,-4.279487228E1,-5.092071533E0
2.569827513E1,1.104608154E1,-4.231471634E1,-4.439300537E0
2.589955812E1,1.250312805E1,-4.223709488E1,-3.423553467E0
2.610084112E1,1.337069702E1,-4.157286835E1,-3.435638428E0
2.630212237E1,1.433279419E1,-4.077393723E1,-5.766784668E0
2.650340537E1,1.165837097E1,-4.005392456E1,-1.141732788E1
2.670468737E1,9.800918579E0,-4.012695312E1,-1.252487183E1
2.690597037E1,8.866607666E0,-4.054125214E1,-1.191104126E1
2.710725237E1,7.853790283E0,-4.107679367E1,-1.116952515E1
2.730853525E1,7.908020020E0,-4.192720795E1,-9.580627441E0
2.750981825E1,7.889816284E0,-4.234684753E1,-8.285736084E0
2.771110025E1,9.500061035E0,-4.227082825E1,-7.114746094E0
2.791238225E1,9.749313354E0,-4.212155151E1,-6.554229736E0
2.811366425E1,1.034655762E1,-4.259310532E1,-4.011291504E0
2.831494600E1,9.729705811E0,-4.276371765E1,-4.223602295E0
2.851622800E1,8.451049805E0,-4.229172516E1,-7.642364502E0
2.871751100E1,7.542510986E0,-4.175986099E1,-1.052838135E1
2.891879400E1,8.371688843E0,-4.025252914E1,-1.386984253E1
2.912007600E1,1.136346436E1,-3.902151489E1,-1.420416260E1
2.932135992E1,1.112875366E1,-3.920434189E1,-1.362832642E1
2.952264192E1,1.028988647E1,-4.023454285E1,-1.233367920E1
2.972392492E1,1.091815186E1,-4.164283752E1,-7.468414307E0
2.992520792E1,1.064086914E1,-4.275454330E1,-2.190765381E0
3.012648992E1,9.685852051E0,-4.322747040E1,1.786773682E0
3.032777254E1,7.162002563E0,-4.352402115E1,6.051635742E0
3.052905554E1,3.528671265E0,-4.361408234E1,9.648376465E0
3.073033854E1,-5.427093506E-1,-4.262829208E1,1.335156250E1
3.093162054E1,-4.588363647E0,-4.243548203E1,1.265084839E1
3.113290354E1,-7.003814697E0,-4.293498611E1,8.568084717E0
3.133418675E1,-8.630523682E0,-4.322249222E1,3.856689453E0
