"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.118600000E-2,2.911445618E0,9.389374695E0,-1.130149841E0
2.199483750E-1,4.826563110E0,1.117022141E1,-1.689087524E0
4.187113750E-1,4.249213715E0,9.327702942E0,-1.373992767E0
6.174743750E-1,4.073479156E0,8.749904480E0,-1.110690308E0
8.162373750E-1,2.527943115E0,8.459807739E0,-7.378157043E-1
1.015000375E0,3.464994507E0,9.229058075E0,-1.144669647E0
1.213763375E0,3.212170258E0,8.455167389E0,-1.166224823E0
1.412525125E0,5.140460358E0,8.828640747E0,-2.864892426E0
1.611288125E0,5.611530762E0,8.610993347E0,-2.446362762E0
1.810051125E0,4.706063690E0,6.926246796E0,-4.764591980E-1
2.008814125E0,4.604425049E0,8.314459991E0,-2.059267731E0
2.207577125E0,3.778292999E0,7.528145142E0,-1.039737854E0
2.406340667E0,1.735341339E0,8.712182922E0,-6.644682312E-1
2.605103667E0,1.511706390E0,9.518256683E0,-3.386856995E0
2.803866667E0,-8.307723999E-2,9.086704102E0,-2.183509369E0
3.002629667E0,9.747729492E-1,9.556127930E0,-7.747888184E-1
3.201391667E0,4.159849548E-1,9.289232941E0,-8.919950867E-1
3.400155000E0,-8.681945801E-2,9.625134430E0,1.069974976E0
3.598918000E0,-2.411485291E-1,9.437424774E0,1.596130829E0
3.797681000E0,-2.050735474E-1,9.763596497E0,5.008584595E-1
3.996444000E0,-3.829037476E-1,9.574240265E0,2.324516144E0
4.195207000E0,-6.155200195E-1,1.012928604E1,9.231303406E-1
4.393968875E0,-5.698649597E-1,1.037118301E1,2.399210815E0
4.592731875E0,-1.933978271E-1,1.080767532E1,2.352507935E0
4.791494875E0,2.897973633E-1,1.010204269E1,1.827699280E-1
4.990257875E0,2.877017212E-1,9.618248749E0,-4.748126221E-1
5.189020875E0,1.087189178E0,9.558223572E0,-5.993536377E-1
5.387785125E0,-2.396516418E-1,9.350755005E0,-1.661544800E-1
5.586548125E0,1.243913269E0,9.074729004E0,-1.225651245E0
5.785311125E0,3.779640198E0,1.114806747E1,-4.960684204E-1
5.984074125E0,1.384171600E0,1.019410126E1,-9.515711975E-1
6.182838125E0,6.086343384E-1,9.062304840E0,-1.593735809E0
6.381601292E0,1.127156067E0,1.159369080E1,-2.389780426E0
6.580364292E0,1.067280579E0,1.003153931E1,-8.894503784E-1
6.779128292E0,-3.186872864E-1,9.373807068E0,-2.718945923E0
6.977892292E0,2.077829132E0,8.503516846E0,-1.579216003E-1
7.176656292E0,2.296224976E0,7.457342377E0,1.464853821E0
7.375420375E0,1.895657959E0,1.090497299E1,1.914518738E-1
7.574184375E0,1.600621490E0,1.028990204E1,9.859996033E-1
7.772948375E0,1.288370819E0,9.101672974E0,1.892813873E0
7.971711375E0,1.713187408E0,9.387279053E0,1.871408386E0
8.170475375E0,1.122665405E-1,9.806257782E0,1.002465363E0
8.369239000E0,-5.469625854E-1,9.539811859E0,8.050259399E-1
8.568003000E0,3.438349915E-1,9.471404114E0,1.650767212E0
8.766767000E0,5.174739075E-1,9.261540527E0,3.005749512E0
8.965532000E0,-1.408570862E-1,1.041788589E1,3.670367432E0
9.164296000E0,-2.863545227E-1,9.591155090E0,1.514700165E0
9.366834792E0,3.520678711E-1,9.238189087E0,-1.502874756E-1
9.568114792E0,2.465073853E0,8.952133942E0,-2.998414764E0
9.769394792E0,7.920030212E-1,9.411678314E0,-1.997745667E0
9.970674792E0,-7.855664063E-1,1.005968079E1,-4.345912628E0
1.017069679E1,8.542735291E-1,8.309819641E0,-4.751868439E0
1.036946025E1,-3.652404785E-2,8.667276306E0,-7.343129883E0
1.056696625E1,3.884422302E0,8.598120117E0,-5.702242126E0
1.076824625E1,3.809128876E0,8.602760468E0,-2.181713104E0
1.096952525E1,2.552492065E0,8.103548584E0,-2.322270813E0
1.117080525E1,1.619781647E0,8.793763275E0,-3.019520874E0
1.137208562E1,-2.769241333E-2,1.038630157E1,-2.556833038E0
1.157336562E1,3.733386383E0,7.609875183E0,-1.037342834E0
1.177464563E1,6.966513062E-1,9.546697540E0,-3.717968445E0
1.197592562E1,3.821403351E0,1.113175140E1,-1.144070892E0
1.217720662E1,7.694000244E-2,9.109756165E0,-1.813927917E0
1.237848712E1,1.280137939E0,9.116192780E0,-5.894741821E-1
1.257976812E1,1.337768097E0,1.072310120E1,-2.751877441E0
1.278104912E1,-3.135978699E-1,1.018032990E1,-4.022135925E-1
1.298232912E1,-9.083111572E-1,8.886570282E0,5.980064392E-1
1.318361012E1,3.038681030E-2,9.434431000E0,1.187929688E0
1.342388912E1,1.975891113E-2,1.007689499E1,8.916957092E-1
1.362265412E1,2.848576355E-1,1.009785141E1,1.529219971E0
1.382141912E1,1.714384918E0,9.882748718E0,2.031275940E0
