"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.696590417E-1,3.663955688E0,-3.816203690E1,2.102743530E1
3.709530417E-1,5.248413086E-1,-3.538332367E1,2.572335815E1
5.722460417E-1,-6.946868896E0,-3.237879944E1,2.836160278E1
7.735400417E-1,-1.302659607E1,-3.027264404E1,2.910339355E1
9.748340417E-1,-1.093235779E1,-2.879442596E1,3.167053223E1
1.176128042E0,-1.100181580E1,-2.691882706E1,3.327487183E1
1.377421042E0,-8.409683228E0,-2.335107422E1,3.601098633E1
1.578715042E0,-2.787063599E0,-2.146799088E1,3.806683350E1
1.780008042E0,3.542984009E0,-2.169507599E1,3.768417358E1
1.981302083E0,3.154418945E0,-2.016394043E1,3.836221313E1
2.182595083E0,1.970397949E0,-1.914478302E1,3.901757812E1
2.383889083E0,-4.064941406E-2,-2.071329498E1,3.853314209E1
2.585182083E0,-1.437408447E0,-2.601082611E1,3.487954712E1
2.786476083E0,-3.462097168E0,-3.098982239E1,3.061657715E1
2.987768708E0,-4.156341553E0,-3.431472778E1,2.676779175E1
3.189063708E0,-3.866744995E0,-3.570243454E1,2.471261597E1
3.390357708E0,-2.406188965E0,-3.631583405E1,2.364093018E1
3.591651708E0,-1.481079102E0,-3.755301666E1,2.224237061E1
3.792945708E0,-8.671722412E-1,-3.876022720E1,1.982864380E1
3.994240417E0,-1.346984863E0,-3.979255676E1,1.862695312E1
4.195535417E0,-1.638946533E0,-3.985094452E1,1.739035034E1
4.396829417E0,-9.384613037E-1,-3.988973999E1,1.717379761E1
4.598124417E0,-2.042388916E-1,-3.963197708E1,1.818981934E1
4.799419417E0,5.733642578E-1,-3.973894501E1,1.768597412E1
5.000714083E0,7.775726318E-1,-4.027324677E1,1.695391846E1
5.202009083E0,4.621124268E-1,-4.021382904E1,1.773437500E1
5.403303083E0,3.806671143E0,-4.047421646E1,1.696093750E1
5.604597083E0,4.704116821E0,-4.193261337E1,1.137551880E1
5.805892083E0,3.907241821E0,-4.296673965E1,6.071228027E0
6.007185583E0,2.650787354E0,-4.336034775E1,2.634063721E0
6.208479583E0,-6.113739014E-1,-4.365638351E1,5.252685547E-1
6.409774583E0,-4.188980103E0,-4.353742599E1,-2.202667236E0
6.611068583E0,-6.167984009E0,-4.324972916E1,-5.000671387E0
6.812363583E0,-7.034240723E0,-4.247354507E1,-7.852386475E0
7.013657417E0,-7.457412720E0,-4.219610977E1,-8.535675049E0
7.214952417E0,-7.236373901E0,-4.262647629E1,-7.083740234E0
7.416247417E0,-6.804901123E0,-4.270605469E1,-6.331237793E0
7.617541417E0,-5.584793091E0,-4.326447678E1,-3.212768555E0
7.818836417E0,-2.437438965E0,-4.357324219E1,2.232421875E0
8.020131042E0,-4.072875977E-1,-4.339711380E1,6.198760986E0
8.221426042E0,1.037673950E0,-4.321230698E1,9.315734863E0
8.422720042E0,3.489730835E0,-4.234472275E1,1.231979370E1
8.624015042E0,4.067810059E0,-4.200928879E1,1.316183472E1
8.825309042E0,5.457778931E0,-4.159875870E1,1.366113281E1
9.026603792E0,7.198074341E0,-4.081814575E1,1.469506836E1
9.227897792E0,7.646835327E0,-4.079420471E1,1.478994751E1
9.429192792E0,8.971099854E0,-4.083588028E1,1.367218018E1
9.630487792E0,1.190821838E1,-4.037586212E1,1.227719116E1
9.831781792E0,1.510783386E1,-3.986417007E1,1.059863281E1
1.003307567E1,1.589201355E1,-3.912509155E1,1.111410522E1
1.023437067E1,1.571253967E1,-3.880371094E1,1.236907959E1
1.043566567E1,1.512098694E1,-3.865234756E1,1.442456055E1
1.063696067E1,1.390266418E1,-3.734728622E1,1.848477173E1
1.083825567E1,1.154409790E1,-3.570394135E1,2.298565674E1
1.103955092E1,5.893157959E0,-3.470215607E1,2.688708496E1
1.124084592E1,-1.236724854E-1,-3.487001038E1,2.798251343E1
1.144214092E1,-1.908798218E0,-3.369874191E1,2.932690430E1
1.164343492E1,-3.878982544E0,-3.270862198E1,3.014666748E1
1.184473054E1,-4.952056885E0,-3.139065933E1,3.150079346E1
