"Time (s)","Distance (cm)"
6.081833330E-3,0.000000000E0
1.372824863E1,5.000000000E0
1.960990579E1,0.000000000E0
2.166949075E1,5.000000000E0
2.888679854E1,0.000000000E0
2.900577163E1,5.000000000E0
3.701814283E1,0.000000000E0
4.004197396E1,5.000000000E0
4.204406992E1,0.000000000E0
4.334949942E1,5.000000000E0
5.398909571E1,0.000000000E0
5.442991967E1,5.000000000E0
5.705945217E1,0.000000000E0
5.761128767E1,5.000000000E0
6.835481629E1,0.000000000E0
7.213125758E1,5.000000000E0
7.731866579E1,0.000000000E0
8.431710638E1,5.000000000E0
9.493744592E1,0.000000000E0
9.527095829E1,5.000000000E0
9.536761537E1,0.000000000E0
9.559416396E1,5.000000000E0
1.005890540E2,0.000000000E0
1.042580700E2,5.000000000E0
1.114072930E2,0.000000000E0
1.120650354E2,5.000000000E0
1.227774527E2,0.000000000E0
1.238684598E2,5.000000000E0
1.275471564E2,0.000000000E0
1.278801654E2,5.000000000E0
