"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.866025417E-1,1.259543002E-1,-8.953031898E-1,2.438102812E-1
3.879055417E-1,-4.528737068E-1,-8.918033242E-1,2.751807868E-2
5.892075417E-1,-4.191147089E-1,-1.139001131E0,-4.620101675E-2
7.905105417E-1,4.855174422E-1,6.906698942E-1,-4.573412836E-1
9.918122083E-1,-7.233324051E-1,2.348421514E-1,-5.233618617E-1
1.193115208E0,-5.573273301E-1,1.765374541E-1,1.330910027E-1
1.394418208E0,6.799905002E-2,1.971256971E0,5.872249007E-1
1.595721208E0,-1.888967007E-1,1.957457542E0,7.007229328E-1
1.797023208E0,1.786251087E-3,1.289176822E0,2.175394632E-2
1.998326792E0,5.012778044E-1,-1.689904481E-1,2.852055430E-2
2.199629792E0,4.082682729E-1,-5.272091627E-1,4.928336740E-1
2.400932792E0,-2.860004604E-1,-1.622678161E0,-3.561998159E-2
2.602235792E0,-3.886636198E-1,-1.687180042E0,-1.128582731E-1
2.803538792E0,-3.510241807E-1,-1.885470271E0,-7.363440096E-2
3.004841792E0,-6.960200518E-2,-1.416375160E0,1.072225440E-2
3.206143792E0,1.922294870E-2,7.283175588E-1,-2.886755392E-2
3.407446792E0,8.415547200E-4,1.238271236E0,-2.843067050E-1
3.608749792E0,-1.898256093E-1,1.621279269E-1,1.379954666E-1
3.810052792E0,-1.904450804E-1,1.526990652E0,2.285303921E-1
4.011355667E0,-4.099717736E-1,1.291504860E0,7.306036353E-2
4.212658667E0,-3.570593894E-1,4.758649468E-1,5.307782292E-1
4.413961667E0,-3.907525539E-1,-8.379549980E-1,3.253980875E-1
4.615264667E0,-5.291925073E-1,-3.719142675E-1,5.900896341E-2
4.816567667E0,8.344997466E-2,5.380576849E-1,1.569239944E-1
5.017870833E0,-1.046213359E-1,7.772907019E-1,2.988891602E-1
5.219173833E0,1.380756646E-1,3.549746275E-1,-6.311499979E-3
5.420476833E0,5.631537437E-1,4.512702674E-2,-3.270429075E-1
5.621779833E0,4.110967517E-1,-5.364205688E-3,-5.717224628E-2
5.823083833E0,2.792043686E-1,-3.617475033E-1,1.920061111E-1
6.024387167E0,1.519513279E-1,-1.071132496E-1,1.228755713E-1
6.225690167E0,1.872546673E-1,-1.153292060E0,-1.445325371E-2
6.426993167E0,-1.089039594E-1,-1.068475842E0,-1.563313752E-1
6.628297167E0,-6.752981246E-2,-7.788599730E-1,-2.401108593E-1
6.829600167E0,1.461892277E-1,5.796571374E-1,-3.581178188E-1
7.030902958E0,9.407959580E-1,1.182687640E0,-5.166927576E-1
7.232206958E0,3.767504096E-1,1.673611403E0,-2.136346847E-1
7.433509958E0,-8.993830532E-2,8.294935226E-1,-7.852228880E-1
7.634813958E0,-3.055657446E-1,2.580225170E-1,-2.708544731E-1
7.836116958E0,-1.053553373E-1,-5.477622747E-1,-1.523032486E-1
8.037422167E0,-1.064818352E-1,-3.315561414E-1,-1.810596883E-1
8.238725167E0,-1.392223537E-1,-2.557162941E-1,-5.164263397E-2
8.440029167E0,-4.403768778E-1,2.009674162E-1,1.486074924E-2
8.641332167E0,-2.339514643E-1,-2.087474614E-1,-1.629590839E-1
8.842635167E0,6.240020990E-1,-5.476851761E-2,-5.558181405E-1
9.043938292E0,4.796196893E-2,-3.597647548E-1,7.565085590E-2
9.245241292E0,4.113263190E-1,-7.754622698E-1,2.381619215E-1
9.446545292E0,1.087472439E-1,-1.071401238E0,8.649879694E-2
9.647848292E0,3.827665746E-2,-5.347034931E-1,-8.729878813E-2
9.849152292E0,7.955652475E-2,-2.664637268E-1,1.580710113E-1
1.005045521E1,6.053296328E-1,-1.741508842E-1,1.780644953E-1
1.025175921E1,3.609019816E-1,-4.269473851E-1,4.682258368E-1
1.045306321E1,-5.083225369E-1,-1.321686983E0,2.574756444E-1
1.065436621E1,-1.318324208E0,4.710511565E-1,5.127620697E-1
1.085567021E1,-4.963172078E-1,1.733517796E-1,4.035529494E-2
1.105697533E1,-8.594257832E-1,-1.163437665E-1,-1.483324170E-1
1.125827933E1,-1.065713048E0,7.922286391E-1,1.846412569E-1
1.145958233E1,-5.744581819E-1,8.437061310E-1,1.227242127E-1
1.166088633E1,-2.829668522E-1,1.032617450E0,1.717117280E-1
1.186219033E1,1.109470725E-1,5.719553828E-1,3.343692422E-1
1.206349329E1,1.215079129E-1,3.754077256E-1,1.054801978E-2
1.226479729E1,1.422916651E-1,4.755284786E-1,3.147337586E-2
1.246610029E1,-5.999729410E-2,2.818654180E-1,-4.063089192E-2
1.266740429E1,-2.908545434E-1,6.467623115E-1,-7.669944316E-2
1.286870829E1,5.378241539E-1,2.092249393E-1,-9.031741321E-2
1.307001254E1,5.601629615E-1,-3.075731099E-1,2.577652931E-1
1.327131654E1,6.579202414E-1,3.535760641E-1,7.193590403E-1
1.347262054E1,2.734316289E-1,8.343651295E-1,1.406619251E-1
1.367392354E1,1.986626536E-1,-2.199904770E-1,-1.059080064E-1
1.387522754E1,-1.594342887E-1,7.808608562E-2,1.047546044E-1
1.407653133E1,4.859874025E-2,-2.699141577E-2,-9.756486863E-2
1.427783533E1,5.120983720E-1,7.382246256E-1,-3.486534581E-2
1.447913933E1,1.350794435E-1,7.618228793E-1,-5.502377152E-1
1.468044233E1,1.010497846E-2,1.272732317E-1,-8.383736014E-1
1.488174633E1,1.265339926E-2,-1.731301397E-1,9.690014273E-2
