"Time (s)","X (hPa)"
-5.021798333E-1,1.014407349E3
5.330991667E-1,1.014524231E3
1.568264167E0,1.014498825E3
2.603464167E0,1.014498825E3
3.638593167E0,1.014441223E3
4.673889167E0,1.014435120E3
4.808522167E0,1.014400558E3
5.767021167E0,1.014413071E3
6.725500167E0,1.014413071E3
7.684012167E0,1.014427795E3
8.642533167E0,1.014427795E3
9.601062167E0,1.014462967E3
1.055952217E1,1.014555511E3
1.151799017E1,1.014555511E3
1.247652517E1,1.014448166E3
1.343504817E1,1.014359818E3
1.439361517E1,1.014346237E3
1.535210717E1,1.014276581E3
1.631055917E1,1.014187164E3
1.726914817E1,1.014187164E3
1.822766317E1,1.014236603E3
1.918627517E1,1.014236603E3
2.014477717E1,1.014176865E3
2.110320017E1,1.014176865E3
2.206160317E1,1.014202576E3
2.301997417E1,1.014202576E3
2.397836017E1,1.014155350E3
2.493678117E1,1.014155350E3
2.589519317E1,1.014155350E3
2.685362417E1,1.014082108E3
2.781205017E1,1.014082108E3
2.877046817E1,1.014072495E3
2.972890317E1,1.014089661E3
3.068731017E1,1.014095688E3
3.164571017E1,1.014116898E3
3.260404217E1,1.014095688E3
3.356244317E1,1.014084549E3
3.452080117E1,1.014043198E3
3.547921617E1,1.014013519E3
3.643759317E1,1.013990860E3
3.739595717E1,1.013990326E3
3.835421417E1,1.013990326E3
3.931259017E1,1.013987198E3
4.027096417E1,1.013975067E3
4.122923617E1,1.013969498E3
4.218759317E1,1.013938446E3
4.314600417E1,1.013938446E3
4.410442617E1,1.013930206E3
4.506282517E1,1.013952789E3
4.602109417E1,1.013957367E3
4.697944017E1,1.013957367E3
4.793783917E1,1.013931885E3
4.889635417E1,1.013875961E3
4.985480517E1,1.013875504E3
5.081325617E1,1.013818512E3
5.177171517E1,1.013818512E3
5.272998617E1,1.013839035E3
5.368820217E1,1.014062042E3
5.464643717E1,1.014087830E3
5.560476517E1,1.014211578E3
5.656305017E1,1.014211578E3
5.752134517E1,1.014020157E3
5.847962217E1,1.013761520E3
5.943789017E1,1.013702164E3
6.039611917E1,1.013577271E3
6.135439817E1,1.013577271E3
6.231272317E1,1.013612900E3
6.327103017E1,1.013746185E3
6.422935417E1,1.013746414E3
6.518764617E1,1.013771896E3
6.614587317E1,1.013781815E3
6.710422317E1,1.013781815E3
6.806260617E1,1.013762512E3
6.902104817E1,1.013762512E3
6.997938917E1,1.013797531E3
7.093771717E1,1.013797531E3
7.189611617E1,1.013797531E3
7.285446417E1,1.013813019E3
7.381282317E1,1.013813019E3
7.477116217E1,1.013789368E3
7.572958317E1,1.013789368E3
7.668800717E1,1.013789368E3
7.764648317E1,1.013750458E3
7.860494917E1,1.013750458E3
7.956330617E1,1.013750458E3
8.052167317E1,1.013750458E3
8.148011017E1,1.013745499E3
8.243852617E1,1.013731689E3
8.339690217E1,1.013702393E3
8.435536317E1,1.013647919E3
8.531369417E1,1.013641129E3
8.627212017E1,1.013641129E3
8.723046117E1,1.013650131E3
8.818879417E1,1.013678589E3
8.914709717E1,1.013703232E3
9.010549817E1,1.013703232E3
9.106398417E1,1.013631363E3
9.202242417E1,1.013631363E3
9.298085617E1,1.013651886E3
9.393931117E1,1.013654175E3
9.489778217E1,1.013651886E3
9.585629917E1,1.013640442E3
9.681483217E1,1.013606796E3
9.777328517E1,1.013526306E3
9.873168617E1,1.013520279E3
9.969013617E1,1.013526306E3
1.006484932E2,1.013545456E3
1.016067522E2,1.013655624E3
1.025651382E2,1.013655624E3
1.035234682E2,1.013521652E3
1.044817572E2,1.013513107E3
1.054398532E2,1.013509521E3
1.063981042E2,1.013399353E3
1.073564032E2,1.013399353E3
1.083146682E2,1.013491745E3
1.092729342E2,1.013491745E3
1.102312052E2,1.013479004E3
1.111893822E2,1.013460693E3
1.121476542E2,1.013399734E3
1.131059512E2,1.013386230E3
1.140642632E2,1.013367767E3
1.150225272E2,1.013366318E3
1.159807332E2,1.013367767E3
1.169390302E2,1.013366318E3
1.178973972E2,1.013348236E3
1.188556972E2,1.013336334E3
1.198140122E2,1.013284760E3
1.207723852E2,1.013277206E3
1.217307492E2,1.013280640E3
1.226890372E2,1.013280640E3
1.236474352E2,1.013290176E3
1.246058302E2,1.013386612E3
1.255640272E2,1.013386612E3
1.265222552E2,1.013351669E3
1.274805712E2,1.013346786E3
1.284387702E2,1.013305435E3
1.293970412E2,1.013226547E3
1.303552942E2,1.013200912E3
1.313135992E2,1.013204575E3
1.322718592E2,1.013204575E3
