"Time (s)","X (hPa)"
-5.332765417E-1,1.015558929E3
4.954574583E-1,1.015691681E3
1.524238458E0,1.015824585E3
2.553069458E0,1.016023712E3
3.581898458E0,1.016658401E3
4.610641458E0,1.016658401E3
4.754228458E0,1.016653290E3
5.706741458E0,1.016459579E3
6.659247458E0,1.016258240E3
7.611806458E0,1.016182938E3
8.564330458E0,1.015929642E3
9.516892458E0,1.015811234E3
1.046945346E1,1.015811234E3
1.142201646E1,1.016016083E3
1.237446346E1,1.016037369E3
1.332691746E1,1.016059036E3
1.427936846E1,1.016063232E3
1.523181146E1,1.016063232E3
1.618439246E1,1.016063232E3
1.713692246E1,1.015972443E3
1.808936746E1,1.015972443E3
1.904187946E1,1.016156158E3
1.999439446E1,1.016287766E3
2.094682546E1,1.016317902E3
2.189923946E1,1.016440659E3
2.285176646E1,1.016453552E3
2.380423646E1,1.016453552E3
2.475671246E1,1.016231308E3
2.570916146E1,1.015984344E3
2.666165946E1,1.015962219E3
2.761421846E1,1.015887756E3
2.856668046E1,1.015834122E3
2.951916646E1,1.015887756E3
3.047156846E1,1.016057281E3
3.142396646E1,1.016057281E3
3.237638646E1,1.016018143E3
3.332869746E1,1.016018143E3
3.428109646E1,1.016068649E3
3.523353546E1,1.016068649E3
3.618604946E1,1.016006927E3
3.713852946E1,1.015964355E3
3.809104346E1,1.015951462E3
3.904352546E1,1.015945892E3
3.999595246E1,1.015945892E3
4.094850146E1,1.016108170E3
4.190093346E1,1.016108170E3
4.285341346E1,1.016012344E3
4.380592546E1,1.015981140E3
4.475846046E1,1.015928040E3
4.571114046E1,1.015837555E3
4.666374346E1,1.015837555E3
4.761622946E1,1.015926590E3
4.856853446E1,1.015946426E3
4.952092146E1,1.015978546E3
5.047328846E1,1.015978546E3
5.142567446E1,1.015934601E3
5.237800346E1,1.015934601E3
5.333033646E1,1.015943298E3
5.428270146E1,1.015943298E3
5.523511146E1,1.015947342E3
5.618752746E1,1.015917740E3
5.713987846E1,1.015947342E3
5.809224146E1,1.015989685E3
5.904460446E1,1.016026001E3
5.999692446E1,1.016186142E3
6.094928646E1,1.016186142E3
6.190167346E1,1.016134567E3
6.285401146E1,1.015935211E3
6.380646546E1,1.015886230E3
6.475881446E1,1.015794144E3
6.571117946E1,1.015794144E3
6.666366846E1,1.015855026E3
6.761616346E1,1.015877533E3
6.856864346E1,1.015877533E3
6.952099246E1,1.015879059E3
7.047332446E1,1.015787888E3
7.142561946E1,1.015777893E3
7.237800146E1,1.015777893E3
7.333045046E1,1.015949173E3
7.428292146E1,1.015949173E3
7.523536146E1,1.015949173E3
7.618780746E1,1.016038666E3
7.714029746E1,1.016038666E3
7.809272546E1,1.015863419E3
7.904523546E1,1.015822601E3
7.999767346E1,1.015791245E3
8.095022446E1,1.015769958E3
8.190273346E1,1.015769958E3
8.285529146E1,1.015877380E3
8.380792246E1,1.015920258E3
8.476048246E1,1.015945587E3
8.571306346E1,1.015946045E3
8.666556246E1,1.015959549E3
8.761796446E1,1.015959549E3
8.857041246E1,1.016004944E3
8.952282446E1,1.016004944E3
9.047526346E1,1.015984192E3
9.142772946E1,1.015982971E3
9.238024746E1,1.015943680E3
9.333264146E1,1.015943680E3
9.428503046E1,1.016071548E3
9.523742146E1,1.016241684E3
9.618978346E1,1.016241684E3
9.714216846E1,1.016201630E3
9.809456746E1,1.015963364E3
9.904707446E1,1.015702438E3
9.999954246E1,1.015634308E3
1.009519945E2,1.015634308E3
1.019045725E2,1.015736389E3
1.028570845E2,1.016040802E3
1.038096505E2,1.016163864E3
1.047621605E2,1.016163864E3
1.057145575E2,1.016060867E3
1.066669725E2,1.015913620E3
1.076193055E2,1.015839081E3
1.085718025E2,1.015839081E3
1.095242605E2,1.015894928E3
1.104767895E2,1.016120605E3
1.114293055E2,1.016143646E3
1.123817795E2,1.016143646E3
1.133342795E2,1.016064682E3
1.142867465E2,1.015958710E3
1.152392395E2,1.015936890E3
1.161917585E2,1.015769348E3
