"Time (s)","X (hPa)"
-5.123955417E-1,1.017735138E3
5.199824583E-1,1.017838516E3
1.552347458E0,1.017735138E3
2.584697458E0,1.017721252E3
3.617091458E0,1.017721252E3
4.649509458E0,1.017735291E3
4.788142458E0,1.017735291E3
5.744020458E0,1.017651062E3
6.699860458E0,1.017651062E3
7.655683458E0,1.017662125E3
8.611669458E0,1.017728577E3
9.567600458E0,1.017728577E3
1.052354446E1,1.017659760E3
1.147951146E1,1.017659760E3
1.243533546E1,1.017636719E3
1.339107246E1,1.017506790E3
1.434682246E1,1.017506790E3
1.530260646E1,1.017583618E3
1.625849946E1,1.017583618E3
1.721439446E1,1.017532501E3
1.817039346E1,1.017492447E3
1.912652546E1,1.017492447E3
2.008266846E1,1.017463150E3
2.103873146E1,1.017504044E3
2.199477446E1,1.017546310E3
2.295085446E1,1.017585678E3
2.390701446E1,1.017585678E3
2.486313646E1,1.017492981E3
2.581910846E1,1.017334213E3
2.677515346E1,1.017334213E3
2.773128246E1,1.017396698E3
2.868733546E1,1.017417755E3
2.964336046E1,1.017404938E3
3.059928846E1,1.017404938E3
3.155526046E1,1.017373886E3
3.251107446E1,1.017327805E3
3.346686946E1,1.017327805E3
3.442283546E1,1.017348404E3
3.537873346E1,1.017456207E3
3.633468246E1,1.017456207E3
3.729066046E1,1.017285919E3
3.824670046E1,1.017210236E3
3.920270046E1,1.017179871E3
4.015871846E1,1.017156067E3
4.111466946E1,1.017156067E3
4.207064646E1,1.017301559E3
4.302674346E1,1.017301559E3
4.398279546E1,1.017301559E3
4.493885946E1,1.017458420E3
4.589498246E1,1.017458420E3
4.685107646E1,1.017307587E3
4.780721446E1,1.017252426E3
4.876328646E1,1.017252426E3
4.971956946E1,1.017075119E3
5.067575646E1,1.017075119E3
5.163198046E1,1.017092590E3
5.258811946E1,1.017150421E3
5.354439146E1,1.017150421E3
5.450065646E1,1.017150421E3
5.545694946E1,1.017217102E3
5.641315846E1,1.017217102E3
5.736938446E1,1.017292023E3
5.832569646E1,1.017292023E3
5.928200746E1,1.017139130E3
6.023822346E1,1.017132492E3
6.119439946E1,1.017094116E3
6.215056046E1,1.016903992E3
6.310678246E1,1.016903992E3
6.406299546E1,1.017094650E3
6.501930846E1,1.017094650E3
6.597549346E1,1.017031021E3
6.693171846E1,1.017004547E3
6.788796846E1,1.016780701E3
6.884418346E1,1.016780701E3
6.980036146E1,1.016919403E3
7.075658546E1,1.017196350E3
7.171279746E1,1.017196350E3
7.266895046E1,1.017097092E3
7.362509546E1,1.017031937E3
7.458140746E1,1.017021332E3
7.553761946E1,1.017004547E3
7.649383946E1,1.017004547E3
7.744997746E1,1.017229767E3
7.840614846E1,1.017229767E3
7.936237046E1,1.017075119E3
8.031865746E1,1.017001266E3
8.127489046E1,1.016990509E3
8.223113546E1,1.016784439E3
8.318741646E1,1.016784439E3
8.414373946E1,1.016941376E3
8.510001346E1,1.016999588E3
8.605626046E1,1.016999588E3
8.701250946E1,1.016980667E3
8.796875146E1,1.016980667E3
8.892504546E1,1.016980667E3
8.988138046E1,1.016943893E3
9.083767146E1,1.016899261E3
9.179399646E1,1.016899261E3
9.275022246E1,1.016966324E3
9.370643646E1,1.017151413E3
9.466258346E1,1.017241287E3
