"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.686153925346627E9,"2023-06-07 18:05:25.347 UTC+02:00"
"PAUSE",1.761979112499976E2,1.686154101543711E9,"2023-06-07 18:08:21.544 UTC+02:00"
