"Time (s)","Distance (cm)"
2.048157500E-1,5.000000000E0
4.048157500E-1,5.000000000E0
6.048157500E-1,5.000000000E0
8.048157500E-1,5.000000000E0
1.004815750E0,5.000000000E0
1.204815750E0,5.000000000E0
1.404815750E0,5.000000000E0
1.604815750E0,5.000000000E0
1.804815750E0,5.000000000E0
2.004815750E0,5.000000000E0
2.204815750E0,5.000000000E0
2.404815750E0,5.000000000E0
2.604815750E0,5.000000000E0
2.804815750E0,5.000000000E0
3.004815750E0,5.000000000E0
3.204815750E0,5.000000000E0
3.404815750E0,5.000000000E0
3.604815750E0,5.000000000E0
3.804815750E0,5.000000000E0
4.004815750E0,5.000000000E0
4.204815750E0,5.000000000E0
4.404815750E0,5.000000000E0
4.604815750E0,5.000000000E0
4.804815750E0,5.000000000E0
5.004815750E0,5.000000000E0
5.204815750E0,5.000000000E0
5.404815750E0,5.000000000E0
5.604815750E0,5.000000000E0
5.804815750E0,5.000000000E0
6.004815750E0,5.000000000E0
6.204815750E0,5.000000000E0
6.404815750E0,5.000000000E0
6.604815750E0,5.000000000E0
6.804815750E0,5.000000000E0
7.004815750E0,5.000000000E0
7.204815750E0,5.000000000E0
7.404815750E0,5.000000000E0
7.604815750E0,5.000000000E0
7.804815750E0,5.000000000E0
8.004815750E0,5.000000000E0
8.204815750E0,5.000000000E0
8.404815750E0,5.000000000E0
8.604815750E0,5.000000000E0
8.804815750E0,5.000000000E0
9.004815750E0,5.000000000E0
9.204815750E0,5.000000000E0
9.404815750E0,5.000000000E0
9.604815750E0,5.000000000E0
9.804815750E0,5.000000000E0
1.000481575E1,5.000000000E0
1.020481575E1,5.000000000E0
1.040481575E1,5.000000000E0
1.060481575E1,5.000000000E0
1.080481575E1,5.000000000E0
1.100481575E1,5.000000000E0
1.120481575E1,5.000000000E0
1.140481575E1,5.000000000E0
1.160481575E1,5.000000000E0
1.180481575E1,5.000000000E0
1.200481575E1,5.000000000E0
1.220481575E1,5.000000000E0
1.240481575E1,5.000000000E0
1.260481575E1,5.000000000E0
1.280481575E1,5.000000000E0
1.300481575E1,5.000000000E0
1.320481575E1,5.000000000E0
1.340481575E1,5.000000000E0
1.360481575E1,5.000000000E0
1.380481575E1,5.000000000E0
1.400481575E1,5.000000000E0
1.420481575E1,5.000000000E0
