"Time (s)","X (µT)","Y (µT)","Z (µT)"
8.339554166E-2,-1.485136414E1,-3.923989105E1,1.753085327E1
2.846978333E-1,-1.525904846E1,-3.908657074E1,1.808843994E1
4.860008333E-1,-1.392089081E1,-3.860490417E1,1.978402710E1
6.873038333E-1,-1.055258942E1,-3.658621979E1,2.500125122E1
8.886068333E-1,-9.321647644E0,-3.413853836E1,2.869601440E1
1.089909833E0,-8.123710632E0,-3.373752975E1,2.991357422E1
1.291213417E0,-9.241432190E0,-3.386316681E1,2.920596313E1
1.492516417E0,-7.374462128E0,-3.226086807E1,3.146734619E1
1.693818417E0,-5.263465881E0,-3.079211426E1,3.362527466E1
1.895121417E0,-5.037750244E0,-2.947801971E1,3.486621094E1
2.096424417E0,-5.175193787E0,-2.860791779E1,3.562142944E1
2.297726917E0,-8.655315399E0,-2.826667595E1,3.507604980E1
2.499029917E0,-9.272830963E0,-2.852168274E1,3.494662476E1
2.700332917E0,-7.240100861E0,-3.121949005E1,3.299359131E1
2.901634917E0,-7.558532715E0,-3.463113022E1,2.903982544E1
3.102937917E0,-4.692554474E0,-3.544224167E1,2.852261353E1
3.304241667E0,-3.053234100E0,-3.583248138E1,2.848910522E1
3.505544667E0,-2.001651764E0,-3.677457428E1,2.731018066E1
3.706847667E0,-1.815597534E0,-3.590306473E1,2.856640625E1
3.908149667E0,2.889595032E0,-3.569520187E1,2.858508301E1
4.109452667E0,8.409729004E0,-3.699880600E1,2.546545410E1
4.310755333E0,1.198760223E1,-3.965691757E1,1.967520142E1
4.512057333E0,1.514626312E1,-4.013964844E1,1.528881836E1
4.713360333E0,1.638576508E1,-4.094398117E1,1.213821411E1
4.914662333E0,1.478639984E1,-4.110408401E1,1.259652710E1
5.115965333E0,1.340856934E1,-4.082487869E1,1.448764038E1
5.317267333E0,1.367630768E1,-3.993995285E1,1.661904907E1
5.518570333E0,1.273863983E1,-3.987153244E1,1.801516724E1
5.719872333E0,9.385215759E0,-4.149555588E1,1.584286499E1
5.921175333E0,3.307819366E0,-4.223408127E1,1.636016846E1
6.122477333E0,-2.934314728E0,-4.136868668E1,1.893792725E1
6.323779667E0,-5.112022400E0,-3.948333740E1,2.168276978E1
6.525082667E0,-7.899990082E0,-3.686080551E1,2.514382935E1
6.726384667E0,-1.066115189E1,-3.269327545E1,3.015228271E1
6.927687667E0,-1.533790970E1,-3.100265121E1,2.996673584E1
7.128990667E0,-1.801676178E1,-3.031919479E1,2.946676636E1
7.330292542E0,-2.017470551E1,-3.064290237E1,2.731173706E1
7.531595542E0,-2.142707062E1,-3.184987640E1,2.473703003E1
7.732898542E0,-2.196981812E1,-3.499231720E1,1.886999512E1
