"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.686140351550262E9,"2023-06-07 14:19:11.550 UTC+02:00"
"PAUSE",1.367496627499932E2,1.686140488298504E9,"2023-06-07 14:21:28.299 UTC+02:00"
