"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.260466667E-2,-9.593711853E0,-3.457975006E1,1.579357910E1
2.139086667E-1,-7.953460693E0,-3.229551697E1,2.072741699E1
4.152126667E-1,-5.285865784E0,-2.977240753E1,2.522540283E1
6.165164167E-1,-4.877449036E0,-2.843791008E1,2.691967773E1
8.178204167E-1,-1.300621033E0,-2.873457718E1,2.683828735E1
1.019124417E0,6.796417236E-1,-2.812857628E1,2.722061157E1
1.220428417E0,-8.595848083E-1,-2.871783447E1,2.650265503E1
1.421732417E0,-1.439697266E0,-2.923224640E1,2.582962036E1
1.623036667E0,-5.290054321E0,-3.074338150E1,2.350927734E1
1.824340667E0,-5.106334686E0,-3.286493301E1,2.023587036E1
2.025644667E0,-6.028869629E0,-3.366072845E1,1.894995117E1
2.226948667E0,-9.265041351E0,-3.254153824E1,1.960409546E1
2.428252667E0,-1.202977753E1,-3.185983658E1,2.004174805E1
2.629556000E0,-1.016997910E1,-3.283898163E1,1.849865723E1
2.830860000E0,-7.189086914E0,-3.489965820E1,1.558386230E1
3.032164000E0,-3.889698029E0,-3.644522095E1,1.236648560E1
3.233468000E0,-1.391689301E0,-3.751280212E1,8.370971680E0
3.434772000E0,-8.161125183E-1,-3.805600739E1,5.649688721E0
3.636076417E0,3.012741089E0,-3.808111572E1,3.484954834E0
3.837380417E0,7.704463959E0,-3.725127411E1,2.358856201E0
4.038684417E0,1.210503387E1,-3.568595505E1,3.315246582E0
4.239988417E0,1.526573181E1,-3.403673935E1,6.454895020E0
4.441292417E0,1.657102203E1,-3.262136841E1,9.083160400E0
4.642595167E0,1.825959778E1,-3.179213333E1,8.747589111E0
4.843899167E0,1.987897491E1,-3.167563248E1,6.332458496E0
5.045203167E0,2.057929230E1,-3.121355438E1,4.576721191E0
5.246507167E0,2.064995575E1,-3.133494186E1,3.809295654E0
5.447812167E0,2.091615295E1,-3.123609543E1,2.597747803E0
5.649116000E0,2.111425018E1,-3.156627655E1,1.891815186E0
5.850420000E0,2.138999176E1,-3.104619980E1,6.405639648E-1
6.051724000E0,2.114313507E1,-3.125472641E1,7.869567871E-1
6.253028000E0,2.038762665E1,-3.186670685E1,2.105346680E0
6.454332000E0,2.078073883E1,-3.188608170E1,2.653198242E0
6.655636250E0,2.037866974E1,-3.178315353E1,2.822326660E0
6.856940250E0,1.858966064E1,-3.249480820E1,5.025115967E0
7.058244250E0,1.720520782E1,-3.271177292E1,8.355255127E0
7.259548250E0,1.788391876E1,-3.251367188E1,8.423339844E0
7.460852250E0,1.915534210E1,-3.153059387E1,8.009552002E0
7.662157750E0,1.955002594E1,-3.130461121E1,7.266967773E0
7.863461750E0,2.118078613E1,-3.064406967E1,7.401000977E0
8.064765750E0,2.170421600E1,-2.968042374E1,8.188903809E0
8.266069750E0,2.089254761E1,-2.988739395E1,8.869842529E0
8.467373750E0,2.014261627E1,-3.081253052E1,9.158081055E0
8.668677250E0,2.003627777E1,-3.005868530E1,1.043499756E1
8.869982250E0,1.986286926E1,-2.975063705E1,1.255035400E1
9.071286250E0,2.244045258E1,-2.701632500E1,1.522677612E1
9.272590250E0,2.435569000E1,-2.547036362E1,1.454595947E1
9.473894250E0,2.169079590E1,-2.801401520E1,1.389093018E1
9.675198792E0,1.779698944E1,-3.150377274E1,1.233093262E1
9.876503792E0,1.307208252E1,-3.358837891E1,1.089422607E1
1.007780779E1,9.428417206E0,-3.540907288E1,9.903686523E0
1.027911179E1,7.425704956E0,-3.553949738E1,1.089712524E1
1.048041579E1,8.245296478E0,-3.498119354E1,1.151104736E1
