"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.835247083E-1,-1.200447845E1,-3.897269821E1,1.529296875E1
3.848377083E-1,-1.495372009E1,-3.930445480E1,1.299676514E1
5.861517083E-1,-1.646689606E1,-3.904281616E1,1.189685059E1
7.874645833E-1,-1.705916977E1,-3.759625244E1,1.523391724E1
9.887785833E-1,-1.754032516E1,-3.752494431E1,1.514874268E1
1.190092583E0,-1.758472443E1,-3.672094345E1,1.635842896E1
1.391405583E0,-1.873426437E1,-3.584074020E1,1.732427979E1
1.592719583E0,-1.908359909E1,-3.576914978E1,1.701864624E1
1.794032750E0,-1.923100281E1,-3.530430222E1,1.758078003E1
1.995346750E0,-1.961621475E1,-3.496579742E1,1.787533569E1
2.196659750E0,-1.980182266E1,-3.464997101E1,1.845272827E1
2.397973750E0,-1.935098267E1,-3.460174561E1,1.883145142E1
2.599286750E0,-1.887483978E1,-3.502031708E1,1.831222534E1
2.800601958E0,-1.902402878E1,-3.514742661E1,1.762042236E1
3.001914958E0,-1.864779282E1,-3.534605408E1,1.796966553E1
3.203228958E0,-1.881253815E1,-3.536710358E1,1.788211060E1
3.404541958E0,-1.907104492E1,-3.450812149E1,1.970053101E1
3.605855958E0,-2.009899139E1,-3.433581543E1,1.840966797E1
3.807168833E0,-2.189082909E1,-3.484682465E1,1.448852539E1
4.008482833E0,-2.308781433E1,-3.520031738E1,1.084436035E1
4.209795833E0,-2.363812828E1,-3.607059860E1,6.720947266E0
4.411109833E0,-2.391841316E1,-3.598135757E1,3.720123291E0
4.612422833E0,-2.390977287E1,-3.597360229E1,5.397338867E-1
4.813736958E0,-2.344585800E1,-3.638931274E1,-1.337280273E0
5.015049958E0,-2.268091583E1,-3.703860092E1,-1.350494385E0
5.216363958E0,-2.238076973E1,-3.704060364E1,1.304016113E-1
5.417677958E0,-2.217220879E1,-3.717821503E1,3.243408203E0
5.618989583E0,-2.265035057E1,-3.690640640E1,4.875000000E0
5.820303583E0,-2.218688202E1,-3.722578812E1,5.287536621E0
6.021617583E0,-2.160056877E1,-3.724419403E1,6.572875977E0
6.222931583E0,-2.036283875E1,-3.814004135E1,5.703735352E0
6.424245583E0,-1.953083420E1,-3.837017441E1,4.473876953E0
6.625560708E0,-1.927386093E1,-3.851564789E1,4.658935547E0
6.826873708E0,-1.923044968E1,-3.842112350E1,5.141510010E0
7.028187708E0,-1.900550079E1,-3.843759918E1,5.588165283E0
7.229501708E0,-1.753054810E1,-3.909446335E1,5.229431152E0
7.430814708E0,-1.726947784E1,-3.915666962E1,6.648773193E0
7.632128458E0,-1.895070267E1,-3.859040070E1,6.372222900E0
7.833441458E0,-1.816273499E1,-3.878038406E1,4.969024658E0
8.034755458E0,-1.777757645E1,-3.920727539E1,4.296234131E0
8.236068458E0,-2.004334641E1,-3.802529907E1,4.074035645E0
8.437382458E0,-2.178787041E1,-3.729055786E1,3.339324951E0
8.638695208E0,-2.096162033E1,-3.728691483E1,4.912658691E0
8.840009208E0,-1.759345627E1,-3.792609406E1,7.524841309E0
9.041322208E0,-1.354911041E1,-3.937889099E1,9.917541504E0
9.242635208E0,-8.917301178E0,-3.998016739E1,1.059201050E1
9.443949208E0,-7.269802094E0,-3.996464539E1,1.079605103E1
9.645262583E0,-7.000705719E0,-4.036896896E1,1.108413696E1
9.846575583E0,-7.145835876E0,-4.028234100E1,9.860229492E0
1.004788858E1,-8.158302307E0,-4.010067368E1,9.419158936E0
1.024920158E1,-9.975486755E0,-3.951995468E1,1.007049561E1
1.045051558E1,-1.059624863E1,-3.976584244E1,9.863342285E0
1.065182800E1,-1.112747574E1,-3.958041763E1,9.510711670E0
1.085314100E1,-1.128612137E1,-3.959442139E1,9.765747070E0
1.105445400E1,-9.842353821E0,-3.976887512E1,1.034378052E1
1.125576700E1,-7.663368225E0,-4.026914597E1,9.385986328E0
1.145708000E1,-5.904933929E0,-4.070893478E1,9.112304688E0
1.165839362E1,-5.567031860E0,-4.060138321E1,9.339935303E0
1.185970662E1,-5.118137360E0,-4.083825684E1,9.623199463E0
1.206101962E1,-4.939319611E0,-4.060883331E1,8.909118652E0
1.226233263E1,-2.656459808E0,-4.107759094E1,9.304260254E0
1.246364563E1,-6.259994507E-1,-4.099933243E1,9.558654785E0
1.266495837E1,-1.365852356E-1,-4.093476105E1,8.381927490E0
1.286627137E1,1.166629791E0,-4.110447693E1,6.372283936E0
1.306758537E1,1.518791199E0,-4.108933640E1,4.205963135E0
1.326889837E1,1.730121613E0,-4.170822144E1,2.132720947E0
