"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
5.392870832E-2,7.408094788E-1,1.105810455E1,-1.247655487E0
2.527257083E-1,1.711540833E0,9.687554626E0,-6.738986206E-1
4.515227083E-1,5.029541016E-1,8.472082214E0,1.842069397E0
6.503195833E-1,2.125130768E0,9.525741119E0,4.860392761E-1
8.491165833E-1,2.717149658E0,1.034244278E1,-4.640350342E-3
1.047914583E0,2.468816071E0,9.570797424E0,4.388873291E-1
1.246711583E0,2.873424683E0,9.616302795E0,-5.144801331E-1
1.445508583E0,2.196382599E0,9.730814667E0,-1.113833771E0
1.644305750E0,2.715802460E0,9.926906891E0,-1.354832611E0
1.843102750E0,2.750230865E0,9.182953949E0,-1.363813934E0
2.041899750E0,2.765050049E0,9.208700409E0,-9.596543884E-1
2.240696750E0,2.126028900E0,9.366472321E0,-1.568588104E0
2.439494750E0,2.110461273E0,9.677076416E0,-1.479972382E0
2.638292958E0,1.871857452E0,9.436227264E0,-9.256750488E-1
2.837089958E0,1.878743134E0,9.778415680E0,-1.108145599E0
3.035886958E0,1.823358307E0,9.131011963E0,-1.431323547E0
3.234683958E0,3.757935333E0,9.036259003E0,7.396119690E-1
3.433480958E0,1.701661377E0,9.357790375E0,-1.747017059E0
3.632277833E0,2.211950226E0,9.826016693E0,-1.894460449E0
3.831074833E0,3.632795563E0,9.304351501E0,-4.558021545E-1
4.029871833E0,3.726800079E0,9.392967224E0,4.589456177E-1
4.228668833E0,2.154619446E0,8.699758759E0,1.759740601E0
4.427465833E0,2.324965210E0,9.319170685E0,1.583856354E0
4.726919958E0,2.354154510E0,9.942923584E0,1.674118652E0
4.926975958E0,1.204844513E0,9.808353424E0,1.984273682E0
5.127030958E0,1.865720215E0,9.353299713E0,2.767445068E0
5.327085958E0,1.811233521E0,9.652377777E0,1.835932159E0
5.527141958E0,1.227597198E0,9.896220703E0,-1.122665405E-1
5.727196583E0,1.932481384E0,9.809251556E0,1.245859222E0
5.927251583E0,1.121767273E0,1.029349457E1,9.954299927E-2
6.127307583E0,1.743574219E0,9.933942261E0,4.379891968E-1
6.327362583E0,1.619482269E0,8.318800964E0,1.915267181E0
6.527418583E0,1.059496765E0,1.004411316E1,4.406835938E-1
6.727475708E0,2.026336212E0,1.006506958E1,1.185834045E0
6.927530708E0,9.235794067E-1,9.957443390E0,4.641847229E-1
7.127585708E0,6.912625122E-1,8.925189972E0,1.403182068E0
7.327641708E0,1.419797516E0,1.097891922E1,1.742077332E0
7.527696708E0,6.596781921E-1,1.035337006E1,1.791773987E-1
7.727752458E0,1.626817017E0,1.039333694E1,1.429377594E0
7.927807458E0,1.560055847E0,1.102068237E1,2.729424133E0
8.127862458E0,1.803449707E0,9.696835327E0,2.411634979E0
8.327917458E0,2.956501923E0,9.153614960E0,2.142494659E0
8.527973458E0,2.874622192E0,9.537566528E0,1.595382385E0
8.728028208E0,2.386187897E0,9.175469513E0,1.960024109E0
8.928083208E0,1.125958557E0,8.376131744E0,2.065854034E0
