"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.131047083E-1,-1.895105362E1,-3.383252335E1,9.847106934E-1
3.144127083E-1,-1.921186066E1,-3.380643082E1,-2.868774414E0
5.157197083E-1,-2.005511475E1,-3.349232101E1,-2.696868896E0
7.170281250E-1,-2.174509430E1,-3.212968826E1,-2.160949707E0
9.183361250E-1,-2.453180122E1,-3.063464737E1,2.017303467E0
1.119644125E0,-2.703607368E1,-2.787828827E1,5.936645508E0
1.320951125E0,-2.956806564E1,-2.484129143E1,7.756591797E0
1.522259125E0,-3.052294922E1,-2.270092010E1,9.149230957E0
1.723567083E0,-3.140029716E1,-2.174849319E1,1.030627441E1
1.924875083E0,-3.120440865E1,-2.310928345E1,6.764617920E0
2.126183083E0,-3.114788628E1,-2.376574707E1,1.419677734E0
2.327490083E0,-3.089498329E1,-2.337677383E1,-2.962921143E0
2.528798083E0,-3.068601990E1,-2.270605659E1,-6.092956543E0
2.730105583E0,-3.119322968E1,-2.187883759E1,-7.559143066E0
2.931412583E0,-3.129573250E1,-2.155067444E1,-7.981506348E0
3.132720583E0,-3.158233452E1,-2.105149841E1,-8.562408447E0
3.334028583E0,-3.155651283E1,-2.043754387E1,-8.953430176E0
3.535336583E0,-3.116659546E1,-2.087653351E1,-8.978607178E0
3.736644083E0,-3.119757652E1,-2.121402740E1,-7.919616699E0
3.937952083E0,-3.110922241E1,-2.163857651E1,-6.723052979E0
4.139259083E0,-3.047797775E1,-2.259740829E1,-6.370635986E0
4.340567083E0,-3.217863464E1,-2.112759399E1,-4.966949463E0
4.541874083E0,-3.182116127E1,-2.107511902E1,-6.241119385E0
4.743181583E0,-3.157724190E1,-2.101367950E1,-8.360870361E0
4.944488583E0,-3.105385399E1,-2.108648300E1,-9.727569580E0
5.145796583E0,-3.126779747E1,-2.039197540E1,-1.050271606E1
5.347103583E0,-3.105213356E1,-1.995736885E1,-1.136022949E1
5.548410583E0,-3.098081398E1,-1.978536224E1,-1.170483398E1
5.749718583E0,-3.066839981E1,-2.000386429E1,-1.225482178E1
5.951025583E0,-3.134842491E1,-2.064257431E1,-1.046112061E1
6.152332583E0,-3.153115463E1,-2.030445862E1,-1.002404785E1
6.353640583E0,-3.186905479E1,-1.951451492E1,-1.009957886E1
6.554947583E0,-3.312046051E1,-1.939314079E1,-8.464935303E0
6.756254708E0,-3.145214653E1,-2.130276871E1,-9.761535645E0
6.957561708E0,-2.971608734E1,-2.287834549E1,-1.168475342E1
7.158869708E0,-2.910403633E1,-2.353606415E1,-1.185260010E1
7.360176708E0,-2.955092621E1,-2.354861259E1,-1.102957153E1
7.561483708E0,-2.987104607E1,-2.322297478E1,-1.043878174E1
7.762790375E0,-3.110179901E1,-2.195880890E1,-1.004577637E1
7.964097375E0,-3.202307129E1,-2.108491135E1,-9.200134277E0
8.165404375E0,-3.215832138E1,-1.993106651E1,-1.062869263E1
8.366712375E0,-2.915572739E1,-2.240335274E1,-1.253363037E1
8.568019375E0,-2.519052124E1,-2.661032486E1,-1.150988770E1
8.769326333E0,-1.940453339E1,-3.126207733E1,-9.491180420E0
8.970633333E0,-1.374919891E1,-3.467326736E1,-6.413757324E0
9.171941333E0,-1.051438141E1,-3.574874115E1,-4.652099609E0
9.373248333E0,-6.277320862E0,-3.677253342E1,-2.155303955E0
9.574556708E0,-4.186267853E0,-3.707655716E1,-1.970947266E0
9.775864708E0,-4.492366791E0,-3.680171585E1,-2.042388916E0
9.977172708E0,-5.049217224E0,-3.717291260E1,-1.431030273E0
1.017848071E1,-5.295223236E0,-3.701723862E1,-9.322509766E-1
1.037978871E1,-4.861587524E0,-3.720172119E1,-1.222747803E0
1.058109596E1,-5.126743317E0,-3.723372650E1,-2.066406250E0
1.078240396E1,-4.904888153E0,-3.694160080E1,-3.407531738E0
1.098371196E1,-5.053569794E0,-3.695842743E1,-4.978149414E0
1.118502096E1,-4.664070129E0,-3.651176071E1,-6.432922363E0
1.138632896E1,-4.139354706E0,-3.631214905E1,-7.933288574E0
1.158763713E1,-3.438137054E0,-3.596739197E1,-9.372528076E0
1.178894512E1,-3.376480103E0,-3.597278976E1,-9.774871826E0
1.199025413E1,-3.218967438E0,-3.563951111E1,-9.596832275E0
1.219156212E1,-2.579704285E0,-3.557044601E1,-1.065997314E1
1.239287012E1,-1.400131226E0,-3.510222626E1,-1.243069458E1
1.259417838E1,-1.006542206E0,-3.408453369E1,-1.418225098E1
1.279548737E1,-1.645275116E0,-3.378314590E1,-1.486639404E1
1.299679538E1,-2.034061432E0,-3.394017792E1,-1.415811157E1
1.319810437E1,-1.467674255E0,-3.520763779E1,-1.180609131E1
1.339941337E1,-1.467273712E0,-3.519793320E1,-1.122122192E1
1.360072308E1,-2.143653870E0,-3.550592422E1,-9.391021729E0
1.380203208E1,-2.333290100E0,-3.590155411E1,-8.003021240E0
1.400334108E1,-2.307628632E0,-3.662584686E1,-5.646362305E0
1.420465008E1,-1.271560669E0,-3.667170334E1,-4.620391846E0
1.440596008E1,-1.187213898E0,-3.636090851E1,-6.011260986E0
1.460726862E1,-1.704204559E0,-3.658974075E1,-6.211669922E0
