"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.266256667E-1,1.035194919E-1,-2.053425461E-1,6.594449282E-2
3.279106667E-1,1.376246214E-1,-2.235194147E-1,-3.669279814E-1
5.291956667E-1,7.869172096E-2,-1.538226455E-1,-5.640481710E-1
7.304806667E-1,9.567313641E-2,6.430512667E-1,-7.039345056E-2
9.317661667E-1,3.561781645E-1,6.438538432E-1,1.724911630E-1
1.133051167E0,3.540267646E-1,9.824729711E-2,3.041106090E-2
1.334336167E0,-1.974655986E-1,-1.501216739E-2,1.141146198E-1
1.535622167E0,-1.726668179E-1,4.209197462E-1,2.682182193E-1
1.736907167E0,-6.352460980E-1,1.033025503E0,9.710262716E-2
1.938192542E0,-1.682372242E-1,1.030138731E0,1.490931958E-1
2.139477542E0,2.336347550E-1,5.436031818E-1,2.122137100E-1
2.340762542E0,9.289034605E-1,3.010280132E-1,1.797228456E-1
2.542047542E0,1.207789928E-1,9.347901493E-2,3.574065566E-1
2.743332542E0,-2.851218581E-1,1.126330793E-1,1.578201801E-1
2.944618875E0,-5.773060918E-1,1.739647239E-1,5.118929967E-2
3.145903875E0,-2.309568673E-1,5.720141530E-2,-1.193597838E-1
3.347188875E0,1.789204627E-1,-1.770031452E-1,3.975798562E-2
3.548474875E0,2.950251400E-1,-1.667937338E-1,-2.041705400E-1
3.749759875E0,4.513449967E-1,3.774720803E-2,-2.313322723E-1
3.951044375E0,3.517827094E-1,1.315242499E-1,-3.310994804E-1
4.152330375E0,-3.816559315E-1,1.622632146E-3,-5.074674487E-1
4.353615375E0,-4.846935272E-1,-1.703797877E-1,5.977558345E-2
4.554900375E0,-2.749831378E-1,2.465771437E-1,1.064373329E-1
4.756185375E0,4.744254053E-2,-9.526189417E-2,9.272710979E-2
4.957470125E0,1.444752812E-1,-2.348892577E-2,-1.203836128E-2
5.158755125E0,1.919504255E-1,1.877076328E-1,-1.012905017E-1
5.360040125E0,-2.603586912E-1,-1.796983927E-1,-2.507598698E-1
5.561325125E0,-5.212678015E-2,-1.928221136E-1,-5.173506588E-2
5.762611125E0,7.532881945E-2,-3.338053226E-1,1.181297302E-1
5.963896917E0,9.752210975E-2,-1.171772480E-1,3.271656930E-1
6.165180917E0,-1.681812108E-1,-3.390835524E-1,1.868123114E-1
6.366465917E0,-2.064007521E-2,-2.615475655E-1,2.843394578E-1
6.567750917E0,-3.489454389E-1,-1.082250237E0,2.242317945E-1
6.769035917E0,-2.508762181E-1,-5.635769367E-1,1.261626035E-1
6.970320417E0,-4.019716009E-2,1.160702556E-1,1.082527712E-1
7.171605417E0,1.952592134E-1,1.562445462E-1,-1.569489688E-1
