"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.027650000E-2,8.728787303E-2,2.444619387E-1,6.168540940E-2
2.215705000E-1,1.443372667E-1,-2.118264288E-1,8.355765790E-2
4.228645000E-1,5.252832174E-1,-8.086955547E-1,1.769111603E-1
6.241585000E-1,3.530806899E-1,-4.554317594E-1,1.523016095E-1
8.254515000E-1,-2.484509647E-1,1.335263718E-3,-4.273132682E-1
1.026745625E0,-3.834780753E-1,-4.969494939E-1,-7.575069070E-1
1.228039625E0,-5.526581407E-1,1.654114574E-1,-5.592418909E-1
1.429332625E0,-1.155126020E-1,4.530182779E-1,-4.733995497E-1
1.630626625E0,5.290360749E-2,6.218066812E-2,-5.438590050E-2
1.831920625E0,-3.466327786E-1,3.674462065E-2,-2.903823853E-1
2.033214625E0,1.061352193E-1,3.050725348E-2,1.678625345E-1
2.234508625E0,2.130244672E-1,-5.603375435E-1,3.315763772E-1
2.435802625E0,-3.056263626E-1,-5.605323911E-1,2.722994983E-1
2.637096625E0,-4.404027760E-1,-8.340968490E-1,1.169385612E-1
2.838390625E0,-2.937030196E-1,-5.563886166E-1,4.792715982E-2
3.039685875E0,1.061218008E-1,8.955135196E-2,2.506477237E-1
3.240979875E0,6.921266019E-2,3.177040815E-1,2.392337620E-1
3.442273875E0,-3.021696508E-1,2.625041902E-1,1.042827368E-1
3.643567875E0,-2.908459604E-1,3.030391932E-1,4.513412118E-1
3.844862875E0,-2.288241237E-1,1.739863873E0,4.854914546E-1
4.046157250E0,-2.453805655E-1,3.922694325E-1,1.444528252E-1
4.247451250E0,-6.536029279E-2,1.178872958E-1,-7.125592232E-2
4.448746250E0,2.155243754E-1,-3.997800648E-1,-1.477606744E-1
4.650040250E0,2.098602057E-1,2.182552069E-1,1.650565416E-1
4.851335250E0,5.772343874E-1,5.342602134E-1,-4.887311161E-2
5.052628500E0,5.652908087E-1,9.320363402E-1,1.906327531E-2
5.253922500E0,5.086104870E-1,3.443469703E-1,-3.324421644E-1
5.455217500E0,2.824997008E-1,-1.410233676E-1,-1.713134199E-1
5.656511500E0,-3.215559423E-1,5.915264487E-1,-1.183300838E-2
5.857805500E0,1.118707061E-1,4.033144712E-1,-1.222418621E-1
6.059099917E0,1.242250670E-2,3.075725734E-1,1.957497746E-2
6.260393917E0,2.782978415E-1,-6.577118486E-2,-7.594704628E-2
6.461687917E0,2.385397851E-1,3.115327097E-2,-3.385197818E-1
6.662982917E0,-2.383933812E-1,-7.153896987E-2,-1.130446866E-1
6.864276917E0,-3.558653891E-1,3.886283338E-1,8.062041365E-3
7.065572167E0,-7.519757748E-2,1.236633733E-1,-1.887414046E-2
7.266866167E0,1.759972423E-1,3.289472759E-1,1.729723364E-1
7.468161167E0,2.699723840E-1,2.746183872E-1,4.174010828E-2
7.669455167E0,-1.287487447E-1,-1.471685320E-1,1.957086846E-3
7.870749167E0,4.944330454E-2,-2.565574944E-1,-1.159500033E-1
8.072044875E0,6.770098954E-2,-2.683826536E-2,-1.469788514E-2
8.273338875E0,-2.882988453E-1,-2.470578253E-2,-4.086008295E-2
8.474632875E0,-1.599672794E0,-6.788764000E-1,3.151687086E-1
8.675927875E0,-2.259628922E-1,-8.504332900E-1,1.709753871E-1
8.877221875E0,9.522829205E-2,-7.877267003E-1,2.624222934E-1
9.078516375E0,5.076882243E-1,-8.922567964E-2,2.396093458E-1
9.279810375E0,4.909475744E-1,2.396627069E-1,2.931589633E-2
9.481104375E0,-5.407950282E-2,-2.618108392E-1,-2.693831623E-1
9.682399375E0,3.384037912E-1,1.251002401E-1,-2.004744560E-1
9.883693375E0,3.027472794E-1,-1.531681269E-1,-2.215560377E-1
1.008498775E1,3.668708503E-1,-9.083974361E-2,-2.373838723E-1
1.028628275E1,2.607963085E-1,-3.815032169E-2,-1.480849087E-1
1.048757675E1,-3.404270858E-2,-2.799106836E-1,-2.195420116E-1
1.068887175E1,-8.488458395E-2,-2.857666910E-1,-3.058829010E-1
1.089016575E1,-9.097776562E-2,-1.465166509E-1,-1.013560593E-1
1.109146104E1,-9.245023131E-3,1.352483183E-1,-4.090334475E-2
1.129275504E1,7.896945812E-3,8.469368815E-1,-8.270569146E-3
1.149405004E1,-7.647202164E-2,-4.067482948E-1,-8.280701935E-2
1.169534504E1,-2.790399492E-1,2.530622110E-2,8.596968651E-2
1.189664004E1,-1.439561844E-1,3.209573925E-1,3.865448385E-2
1.209793400E1,-9.690681845E-2,-1.256216466E-1,1.136219222E-2
1.229922900E1,-3.857883215E-1,-1.562530994E0,-4.215643108E-1
1.250052400E1,4.419419914E-3,1.061766893E-1,1.970122755E-1
1.270181900E1,4.061356485E-1,1.162443683E-1,3.347294927E-1
1.290311500E1,3.338264823E-1,1.185545623E-1,-8.701542020E-2
1.310440962E1,1.507539004E-1,2.886569798E-1,-3.660968244E-1
1.330570463E1,2.582916021E-1,3.997751474E-1,-4.815800115E-2
1.350699962E1,3.333345056E-1,1.054236770E0,2.956811488E-1
1.370829562E1,-1.229132265E-1,1.079739690E0,4.297775626E-1
1.390959063E1,-3.877449334E-1,3.420217633E-1,3.175787330E-1
1.411088537E1,-1.453745216E-1,-5.215240717E-1,-3.002198935E-1
1.431218137E1,-3.829641938E-1,-1.183057483E-2,2.115767077E-2
1.451347738E1,-4.963452220E-1,1.730214804E-1,1.173069477E-1
1.471477237E1,-1.317755729E-1,5.706411600E-1,2.751685306E-2
1.491606837E1,1.887017787E-1,9.002339244E-1,3.554660976E-1
1.511736500E1,5.645804405E-1,2.322104722E-1,1.289043427E-1
1.531866100E1,3.695120513E-1,-2.867729664E-1,2.988015115E-1
1.551995700E1,-8.572999388E-2,-2.134342641E-1,3.007989824E-1
1.572125300E1,-6.645687670E-2,-7.834440470E-1,-6.098237634E-2
1.592254900E1,-6.122675538E-2,-2.244192734E-2,-1.590129733E-1
1.612384475E1,5.903906375E-2,-2.133352757E-1,-1.204932407E-1
1.632514075E1,1.116229147E-1,-1.926731467E-1,8.492963389E-5
1.652643675E1,8.594939858E-2,9.723094702E-1,-1.334236860E-1
