"Time (s)","X (hPa)"
-5.165745417E-1,1.016446762E3
5.106004583E-1,1.016345291E3
1.537645458E0,1.016243820E3
2.564817458E0,1.016158066E3
3.592069458E0,1.016158066E3
4.619319458E0,1.016208496E3
4.765167458E0,1.016208878E3
5.716261458E0,1.016248016E3
6.667360458E0,1.016309891E3
7.618555458E0,1.016437073E3
8.569698458E0,1.016437073E3
9.520906458E0,1.016372833E3
1.047207246E1,1.016290970E3
1.142308546E1,1.016215057E3
1.237430046E1,1.016067963E3
1.332541346E1,1.016067963E3
1.427642246E1,1.016132812E3
1.522752446E1,1.016197586E3
1.617860546E1,1.016224060E3
1.712974946E1,1.016224060E3
1.808077446E1,1.016206131E3
1.903186446E1,1.016197052E3
1.998300046E1,1.016182938E3
2.093415046E1,1.016146698E3
2.188531846E1,1.016146698E3
2.283645946E1,1.016198807E3
2.378771946E1,1.016198807E3
