"Time (s)","X (hPa)"
-5.330193333E-1,1.014097672E3
5.018406667E-1,1.014127045E3
1.536653667E0,1.014138565E3
2.571531667E0,1.014156494E3
3.606513667E0,1.014273834E3
4.641407667E0,1.014390564E3
4.776507667E0,1.014390564E3
5.734739667E0,1.014390564E3
6.692771667E0,1.014357376E3
7.650848667E0,1.014305267E3
8.609015667E0,1.014305267E3
9.567125667E0,1.014473419E3
1.052515567E1,1.014771118E3
1.148328467E1,1.014771118E3
1.244150567E1,1.014586182E3
1.339969467E1,1.014486923E3
1.435788467E1,1.014326553E3
1.531605167E1,1.014016342E3
1.627405567E1,1.014016342E3
1.723221767E1,1.013891373E3
1.819040267E1,1.013933411E3
1.914848567E1,1.013933411E3
2.010654267E1,1.013963470E3
2.106461367E1,1.014124527E3
2.202259767E1,1.014312820E3
2.298051367E1,1.014312820E3
2.393849867E1,1.014241104E3
2.489653567E1,1.014241104E3
2.585464867E1,1.014241104E3
2.681266767E1,1.014295502E3
2.777060567E1,1.014319687E3
2.872870367E1,1.014319687E3
2.968676867E1,1.014288559E3
3.064487967E1,1.014211731E3
3.160303867E1,1.014211731E3
3.256114167E1,1.014352341E3
3.351935467E1,1.014485550E3
3.447754767E1,1.014552765E3
3.543569067E1,1.014552765E3
3.639381667E1,1.014508057E3
3.735188967E1,1.014028015E3
3.830991767E1,1.013917923E3
3.926798067E1,1.013807678E3
4.022605167E1,1.013807678E3
4.118411867E1,1.013903427E3
4.214229967E1,1.014065170E3
4.310033367E1,1.014240341E3
4.405836767E1,1.014240341E3
4.501641967E1,1.014225769E3
4.597427767E1,1.014172211E3
4.693226367E1,1.014122543E3
4.789028167E1,1.014120636E3
4.884836167E1,1.014120636E3
4.980653867E1,1.014143677E3
5.076469967E1,1.014187469E3
5.172290367E1,1.014187469E3
5.268107267E1,1.014197922E3
5.363927567E1,1.014175186E3
5.459749967E1,1.014197922E3
5.555568767E1,1.014175186E3
5.651397267E1,1.014204025E3
5.747228367E1,1.014129562E3
5.843047767E1,1.014134598E3
5.938869367E1,1.014045715E3
6.034702767E1,1.013992081E3
6.130533867E1,1.013962021E3
6.226359167E1,1.013962021E3
6.322186767E1,1.013983078E3
6.418012267E1,1.013983078E3
6.513836667E1,1.013983078E3
6.609668267E1,1.014070053E3
6.705488167E1,1.014070053E3
6.801314967E1,1.014070053E3
6.897144567E1,1.014050598E3
6.992973367E1,1.014064407E3
7.088799267E1,1.014064407E3
7.184620367E1,1.014064407E3
7.280449167E1,1.014055939E3
7.376264967E1,1.014055939E3
7.472086167E1,1.014114990E3
7.567915667E1,1.014114990E3
7.663743867E1,1.014093323E3
7.759566067E1,1.014084854E3
7.855393567E1,1.013957596E3
7.951235967E1,1.013952713E3
8.047072967E1,1.013951874E3
8.142903567E1,1.013951874E3
8.238740467E1,1.014020081E3
8.334581667E1,1.014060364E3
8.430409067E1,1.014060364E3
8.526237767E1,1.014051285E3
8.622064467E1,1.014031448E3
8.717880367E1,1.014031448E3
8.813713167E1,1.014036942E3
8.909539667E1,1.014135818E3
9.005373367E1,1.014196014E3
9.101203867E1,1.014196014E3
9.197037167E1,1.014191360E3
9.292884067E1,1.014064255E3
9.388713867E1,1.013939209E3
9.484549367E1,1.013939209E3
9.580383067E1,1.013971558E3
9.676242367E1,1.013984375E3
