"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.655420417E-1,-2.457932091E1,-3.411161804E1,1.606558228E1
3.668434583E-1,-2.472434998E1,-3.389976120E1,1.682546997E1
5.681444583E-1,-2.567999458E1,-3.323226929E1,1.659609985E1
7.694454583E-1,-2.714731789E1,-3.180893707E1,1.690319824E1
9.707464583E-1,-3.029061127E1,-3.086082077E1,1.406063843E1
1.172047458E0,-3.107056618E1,-3.091530991E1,1.199627686E1
1.373348083E0,-3.219663620E1,-3.078519058E1,1.081936646E1
1.574648083E0,-3.404561615E1,-3.008222961E1,6.422973633E0
1.775949083E0,-3.489264679E1,-2.953429794E1,3.626007080E0
1.977250083E0,-3.483547974E1,-2.972719193E1,1.396728516E0
2.178551083E0,-3.451197815E1,-2.988711166E1,5.681762695E-1
2.379852417E0,-3.382839203E1,-3.037048721E1,1.363983154E0
2.581153417E0,-3.436145782E1,-2.986250687E1,1.962158203E0
2.782454417E0,-3.484159851E1,-2.829325104E1,5.044311523E0
2.983755417E0,-3.533875275E1,-2.713810921E1,9.093505859E0
3.185056417E0,-3.497934723E1,-2.639966965E1,1.127648926E1
3.386357542E0,-3.480444336E1,-2.596789169E1,1.260531616E1
3.587658542E0,-3.527861786E1,-2.746619415E1,8.133483887E0
3.788960542E0,-3.489218903E1,-2.798632050E1,6.196472168E0
3.990261542E0,-3.515087128E1,-2.685107994E1,8.075653076E0
4.191563542E0,-3.541213989E1,-2.615804863E1,9.174194336E0
4.392865458E0,-3.452101135E1,-2.658244324E1,9.999145508E0
4.594167458E0,-3.290958405E1,-2.814632797E1,1.098507690E1
4.795469458E0,-2.916576767E1,-3.164159393E1,1.155511475E1
4.996771458E0,-2.839095688E1,-3.241892624E1,1.109729004E1
5.198073667E0,-2.736378288E1,-3.361470413E1,1.045684814E1
5.399376667E0,-2.626598930E1,-3.473849106E1,9.082733154E0
5.600678667E0,-2.476299667E1,-3.562557602E1,8.903442383E0
5.801980667E0,-2.515444756E1,-3.533919907E1,9.288177490E0
6.003283667E0,-2.557165527E1,-3.506777573E1,9.313934326E0
6.204585583E0,-2.559398842E1,-3.503038406E1,9.939270020E0
6.405888583E0,-2.450429344E1,-3.553102112E1,1.050680542E1
6.607190583E0,-2.296800613E1,-3.657103348E1,1.018942261E1
6.808492583E0,-2.198515129E1,-3.720589447E1,1.011593628E1
7.009794583E0,-2.263318062E1,-3.683533096E1,9.972564697E0
7.211097792E0,-2.431449318E1,-3.598972702E1,1.036126709E1
7.412399792E0,-2.589869881E1,-3.487983704E1,1.002774048E1
7.613701792E0,-2.754738426E1,-3.391796875E1,9.867523193E0
7.815003792E0,-2.688504028E1,-3.412410355E1,1.039654541E1
8.016305792E0,-2.604215050E1,-3.464996719E1,1.060812378E1
8.217606917E0,-2.680332184E1,-3.373535538E1,1.148648071E1
8.418908917E0,-2.839501572E1,-3.216491699E1,1.325003052E1
8.620210917E0,-3.070543861E1,-3.031727219E1,1.296191406E1
8.821512917E0,-3.390390015E1,-2.779328537E1,9.708343506E0
9.022814917E0,-3.480411530E1,-2.736487198E1,7.593261719E0
9.224117292E0,-3.469253159E1,-2.788110733E1,6.839630127E0
9.425419292E0,-3.484632111E1,-2.789699173E1,6.023345947E0
9.626721292E0,-3.504763031E1,-2.791762543E1,5.499359131E0
9.828023292E0,-3.495082474E1,-2.706504440E1,7.373168945E0
1.002932529E1,-3.554772568E1,-2.588105392E1,6.997955322E0
1.023062708E1,-3.385091400E1,-2.834401321E1,5.424591064E0
1.043192908E1,-3.045185471E1,-3.160228729E1,4.157928467E0
1.063323008E1,-2.794347191E1,-3.361043549E1,3.918395996E0
1.083453208E1,-2.716462898E1,-3.388003540E1,3.340972900E0
1.103583408E1,-2.756545448E1,-3.380175781E1,1.632843018E0
1.123713604E1,-2.681690598E1,-3.417000580E1,-1.462005615E0
1.143843704E1,-2.623043633E1,-3.496199036E1,-1.632293701E0
