"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.019501667E-1,1.679058838E1,-3.864585876E1,-3.990234375E0
3.032461667E-1,1.429685974E1,-3.975524902E1,-2.316802979E0
5.045411667E-1,9.338653564E0,-4.148031616E1,-4.663421631E0
7.058361667E-1,6.277709961E0,-4.147363281E1,-8.317169189E0
9.071313333E-1,6.887039185E0,-4.121174622E1,-9.237762451E0
1.108426333E0,6.496002197E0,-4.170645142E1,-7.744049072E0
1.309721333E0,4.264923096E0,-4.191286087E1,-8.586395264E0
1.511017333E0,1.593460083E0,-4.220917130E1,-8.666687012E0
1.712312333E0,-3.811645508E-1,-4.234193802E1,-9.708038330E0
1.913607917E0,-2.148391724E0,-4.122167969E1,-1.297146606E1
2.114902917E0,-2.222259521E0,-4.147970581E1,-1.254943848E1
2.316198917E0,-1.691452026E0,-4.265055466E1,-8.685699463E0
2.517494917E0,-8.844604492E-1,-4.332492447E1,-3.395416260E0
2.718790917E0,1.161987305E0,-4.335601044E1,2.338043213E0
2.920085917E0,-1.658630371E-2,-4.232667923E1,1.027877808E1
3.121381917E0,-4.365356445E0,-4.059699631E1,1.689602661E1
3.322676917E0,-1.330216980E1,-3.737224579E1,1.999569702E1
3.523973917E0,-2.266307068E1,-3.379151917E1,1.843133545E1
3.725269917E0,-2.765853882E1,-3.157090378E1,1.556292725E1
3.926566542E0,-2.832388306E1,-3.155726624E1,1.265942383E1
4.127862542E0,-2.673902893E1,-3.290426636E1,1.273358154E1
4.329159542E0,-2.428211975E1,-3.518336105E1,1.250854492E1
4.530455542E0,-2.330001831E1,-3.527002716E1,1.347445679E1
4.731751542E0,-2.326872253E1,-3.500195312E1,1.376898193E1
4.933046917E0,-2.480920410E1,-3.465726852E1,1.237927246E1
5.134342917E0,-2.255706787E1,-3.656866837E1,1.004785156E1
5.335639917E0,-1.762982178E1,-3.984769058E1,6.042144775E0
5.536935917E0,-1.509823608E1,-4.131247711E1,-8.148193359E-2
5.738231917E0,-1.454948425E1,-4.067771530E1,-6.176452637E0
5.939528208E0,-1.656567383E1,-3.995767975E1,-6.702545166E0
6.140824208E0,-1.850709534E1,-3.981206131E1,-4.276641846E0
6.342121208E0,-1.900936890E1,-3.975548935E1,-5.286254883E-1
6.543417208E0,-2.025825500E1,-3.929433823E1,3.025421143E0
6.744714208E0,-2.330621338E1,-3.717227173E1,5.620635986E0
6.946010708E0,-2.740281677E1,-3.426537323E1,5.485626221E0
7.147307708E0,-2.639794922E1,-3.535736847E1,4.241485596E0
7.348604708E0,-2.326321411E1,-3.747356796E1,2.979736328E-1
7.549901708E0,-2.252159119E1,-3.799967194E1,-6.823120117E-1
7.751197708E0,-2.370352173E1,-3.717873001E1,-4.242614746E0
7.952495583E0,-2.515625000E1,-3.554850388E1,-6.213806152E0
8.153792583E0,-2.562925720E1,-3.436221313E1,-8.508758545E0
8.355089583E0,-2.619490051E1,-3.323580933E1,-1.072033691E1
8.556386583E0,-2.491134644E1,-3.427101135E1,-1.106274414E1
8.757682583E0,-2.301786804E1,-3.559214020E1,-9.510528564E0
8.958978333E0,-2.214086914E1,-3.668209457E1,-9.067108154E0
9.160274333E0,-2.076994324E1,-3.800076675E1,-8.101440430E0
9.361571333E0,-2.020619202E1,-3.898370743E1,-3.860595703E0
9.562868333E0,-2.278091431E1,-3.791385269E1,3.850738525E0
9.764164333E0,-2.419284058E1,-3.571356964E1,1.142770386E1
9.965460417E0,-2.290669250E1,-3.459637451E1,1.687628174E1
1.016675742E1,-1.788526917E1,-3.455430603E1,2.224380493E1
1.036805342E1,-1.245129395E1,-3.388562012E1,2.662786865E1
1.056935042E1,-1.136642456E1,-3.249130249E1,2.911795044E1
1.077064642E1,-1.119735718E1,-3.415435410E1,2.700177002E1
1.097194442E1,-1.027526855E1,-3.774694443E1,2.244869995E1
1.117324042E1,-1.003541565E1,-3.926734924E1,1.868884277E1
1.137453742E1,-8.882644653E0,-4.006375122E1,1.819860840E1
1.157583342E1,-7.393844604E0,-3.976961899E1,1.946813965E1
1.177713042E1,-6.034210205E0,-3.934630203E1,2.084963989E1
1.197842571E1,-4.293380737E0,-3.887527847E1,2.191058350E1
1.217972271E1,1.839599609E-1,-3.770355606E1,2.407073975E1
1.238101971E1,9.837478638E0,-3.585741425E1,2.461282349E1
1.258231671E1,1.462910461E1,-3.497116089E1,2.296917725E1
1.278361371E1,1.697969055E1,-3.463300323E1,2.223605347E1
