"Time (s)","X (µT)","Y (µT)","Z (µT)"
2.139278333E-1,-1.171981812E1,-4.502036667E1,7.744995117E0
4.151818333E-1,-1.207424927E1,-4.474264145E1,7.403320312E0
6.164358333E-1,-1.263653564E1,-4.499726105E1,6.240112305E0
8.176898333E-1,-1.222789001E1,-4.486996460E1,5.051513672E0
1.018943583E0,-1.030856323E1,-4.555942917E1,4.353576660E0
1.220197583E0,-9.498504639E0,-4.559698105E1,4.993743896E0
1.421450583E0,-9.951080322E0,-4.524505234E1,7.365875244E0
1.622703583E0,-8.581314087E0,-4.448279572E1,1.185009766E1
1.823957583E0,-3.114959717E0,-4.352889252E1,1.660574341E1
2.025209375E0,3.303619385E0,-4.140011597E1,2.048651123E1
2.226462375E0,1.387405396E1,-3.861116028E1,2.051617432E1
2.427716375E0,1.813015747E1,-3.673754120E1,2.030758667E1
2.628969375E0,1.734959412E1,-3.677653503E1,2.075982666E1
2.830223375E0,1.519555664E1,-3.922548294E1,1.807693481E1
3.031477458E0,1.232203674E1,-4.132577133E1,1.525268555E1
3.232731458E0,9.145721436E0,-4.210483551E1,1.585900879E1
3.433984458E0,5.882461548E0,-4.125654984E1,1.963568115E1
3.635238458E0,-4.977264404E-1,-3.871138763E1,2.468035889E1
3.836491458E0,-7.955062866E0,-3.558321762E1,2.781613159E1
4.037743958E0,-1.316130066E1,-3.409998322E1,2.789242554E1
4.238997958E0,-1.368859863E1,-3.385170364E1,2.776641846E1
4.440250958E0,-1.193907166E1,-3.609041214E1,2.570568848E1
4.641504958E0,-1.082391357E1,-3.981122208E1,2.043374634E1
4.842758958E0,-8.066238403E0,-4.299496460E1,1.472875977E1
5.044013708E0,-8.056442261E0,-4.391627121E1,1.280102539E1
5.245268708E0,-9.726730347E0,-4.343383789E1,1.174780273E1
5.446522708E0,-7.194686890E0,-4.198209381E1,1.690151978E1
5.647776708E0,-3.077377319E0,-3.935616684E1,2.284570312E1
5.849030708E0,1.453994751E0,-3.749313736E1,2.575918579E1
6.050284000E0,5.196929932E0,-3.836249542E1,2.435009766E1
6.251538000E0,5.118484497E0,-3.907814789E1,2.232534790E1
6.452792000E0,4.815399170E0,-3.982764816E1,2.109802246E1
6.654046000E0,8.198516846E0,-3.838121414E1,2.213342285E1
6.855301000E0,1.084259033E1,-3.554195786E1,2.530172729E1
7.056554458E0,1.021165466E1,-3.364561844E1,2.791555786E1
7.257808458E0,1.128616333E0,-3.362755585E1,2.983898926E1
7.459063458E0,-4.246337891E0,-3.368898773E1,2.900018311E1
7.660318458E0,-1.011917114E1,-3.364865112E1,2.692352295E1
7.861573458E0,-1.487390137E1,-3.261416245E1,2.525411987E1
8.062828500E0,-1.413685608E1,-3.325897217E1,2.534204102E1
8.264083500E0,-8.273513794E0,-3.555461502E1,2.446743774E1
8.465338500E0,-6.415100098E0,-3.628448486E1,2.424578857E1
8.666593500E0,-7.018539429E0,-3.614307785E1,2.374133301E1
8.867849500E0,-8.746765137E0,-3.675593185E1,2.241894531E1
9.069104208E0,-6.753280640E0,-3.692817307E1,2.349383545E1
9.270359208E0,-5.268417358E0,-3.679377747E1,2.379541016E1
9.471615208E0,-5.971252441E0,-3.688916397E1,2.373333740E1
9.672871208E0,-4.250686646E0,-3.594562149E1,2.544192505E1
9.874126208E0,-2.328887939E0,-3.495905304E1,2.752014160E1
1.007538275E1,-1.075561523E0,-3.386967850E1,2.869750977E1
1.027663875E1,-1.140792847E0,-3.308086014E1,2.944183350E1
1.047789475E1,-1.012741089E0,-3.213108826E1,3.075466919E1
1.067915075E1,-2.400741577E0,-3.154572678E1,3.122558594E1
1.088040775E1,-4.077926636E0,-3.197835159E1,3.084237671E1
1.108166308E1,-6.082794189E0,-3.198952866E1,3.100839233E1
1.128292008E1,-6.198303223E0,-3.270357132E1,3.015502930E1
1.148417608E1,-4.993347168E0,-3.440818787E1,2.880688477E1
1.168543308E1,-3.716247559E0,-3.561972046E1,2.749838257E1
1.188668908E1,3.630981445E-1,-3.953458405E1,2.226388550E1
1.208794537E1,4.687118530E0,-4.204936218E1,1.598477173E1
1.228920237E1,1.097004700E1,-4.183801270E1,1.237362671E1
1.249045937E1,1.744273376E1,-3.924701309E1,1.318405151E1
1.269171637E1,2.067398071E1,-3.594657898E1,1.601940918E1
1.289297337E1,1.730975342E1,-3.675365448E1,1.862060547E1
1.309422937E1,1.398980713E1,-4.035458374E1,1.390643311E1
1.329548637E1,8.856903076E0,-4.265834045E1,1.160519409E1
1.349674337E1,5.496215820E0,-4.318708420E1,1.117462158E1
1.369800037E1,4.302612305E0,-4.357942581E1,1.083538818E1
1.389925737E1,3.843841553E0,-4.377647400E1,9.672912598E0
1.410051583E1,1.288299561E-1,-4.373811722E1,9.870666504E0
1.430177283E1,-4.209945679E0,-4.326542664E1,1.109246826E1
1.450302983E1,-8.851974487E0,-4.177965927E1,1.372698975E1
1.470428683E1,-1.811921692E1,-3.782932281E1,1.552078247E1
1.490554383E1,-2.566363525E1,-3.247277832E1,1.592407227E1
1.510679883E1,-2.974757385E1,-2.812181854E1,1.573684692E1
1.530805583E1,-3.130238342E1,-2.647828674E1,1.593820190E1
1.550931283E1,-3.166905212E1,-2.611272430E1,1.542868042E1
1.571056883E1,-3.034983826E1,-3.059140778E1,1.040170288E1
1.591182583E1,-2.849755859E1,-3.300289917E1,7.936737061E0
1.611308325E1,-2.672970581E1,-3.491297913E1,6.810028076E0
1.631434025E1,-2.537643433E1,-3.591225052E1,7.239318848E0
1.651559825E1,-2.318786621E1,-3.752915573E1,6.656890869E0
1.671685525E1,-2.089611816E1,-3.914503479E1,4.885437012E0
1.691811225E1,-1.985858154E1,-3.994025421E1,3.921478271E0
1.711936971E1,-1.770155334E1,-4.111412430E1,4.197174072E0
1.732062771E1,-1.462995911E1,-4.215665817E1,7.909576416E0
1.752188471E1,-1.221792603E1,-4.290171051E1,9.253295898E0
1.772314271E1,-1.129331970E1,-4.349149704E1,5.712402344E0
1.792439971E1,-1.261340332E1,-4.323931122E1,4.310272217E0
1.812565771E1,-1.597103882E1,-4.214429474E1,5.622924805E0
1.832691571E1,-2.003071594E1,-3.975907898E1,9.161346436E0
1.852817271E1,-2.386781311E1,-3.570607758E1,1.379452515E1
1.872943071E1,-2.603263855E1,-3.338957977E1,1.497949219E1
1.893068771E1,-2.132943726E1,-3.498011398E1,1.825411987E1
1.913194425E1,-1.280470276E1,-3.670810318E1,2.190695190E1
1.933320225E1,-7.645614624E0,-3.651719284E1,2.489126587E1
1.953445925E1,-6.686813354E0,-3.633863831E1,2.529815674E1
1.973571625E1,-6.149887085E0,-3.776534653E1,2.309841919E1
1.993697325E1,-8.511184692E0,-3.852381516E1,2.140124512E1
2.013823033E1,-9.156021118E0,-3.856687164E1,2.140267944E1
2.033948733E1,-7.795333862E0,-3.917234039E1,2.048516846E1
2.054074433E1,-8.174621582E0,-3.980196381E1,1.894714355E1
2.074200133E1,-1.089398193E1,-4.010751343E1,1.644531250E1
2.094325833E1,-1.440150452E1,-4.080087662E1,1.200552368E1
2.114451558E1,-1.624896240E1,-4.108171844E1,6.573455811E0
2.134577258E1,-1.476193237E1,-4.205133057E1,2.037963867E0
2.154702958E1,-1.465464783E1,-4.193791199E1,3.742675781E-1
2.174828758E1,-1.483982849E1,-4.176781845E1,8.819274902E-1
2.194954458E1,-1.452981567E1,-4.208379364E1,1.029357910E-1
2.215080283E1,-1.461859131E1,-4.196423340E1,5.863342285E-1
2.235205983E1,-1.449334717E1,-4.205754471E1,2.728759766E0
2.255331783E1,-1.460145569E1,-4.180001831E1,6.731811523E0
2.275457483E1,-1.602076721E1,-4.023339462E1,1.106787109E1
2.295583183E1,-1.723500061E1,-3.882688141E1,1.416146851E1
