"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.686754260395489E9,"2023-06-14 16:51:00.395 UTC+02:00"
"PAUSE",1.130591058333230E2,1.686754373454843E9,"2023-06-14 16:52:53.455 UTC+02:00"
