"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.686139900690889E9,"2023-06-07 14:11:40.691 UTC+02:00"
"PAUSE",1.111298227499938E2,1.686140011818546E9,"2023-06-07 14:13:31.819 UTC+02:00"
