"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.686745703843985E9,"2023-06-14 14:28:23.844 UTC+02:00"
"PAUSE",1.667958612916700E2,1.686745870639288E9,"2023-06-14 14:31:10.639 UTC+02:00"
