"Time (s)","X (hPa)"
-5.330340000E-1,1.015603485E3
4.959000000E-1,1.015519714E3
1.524834000E0,1.015603485E3
2.553634000E0,1.016099091E3
3.582564000E0,1.016600800E3
4.611444000E0,1.016600800E3
4.754947000E0,1.016516113E3
5.707679000E0,1.016338654E3
6.660366000E0,1.016179962E3
7.613054000E0,1.015678482E3
8.565735000E0,1.015678482E3
9.518471000E0,1.015688019E3
1.047123700E1,1.015829544E3
1.142398900E1,1.016104584E3
1.237671000E1,1.016190948E3
1.332952000E1,1.016336441E3
1.428229000E1,1.016336441E3
1.523503300E1,1.016176910E3
1.618787400E1,1.016049042E3
1.714064000E1,1.016049042E3
1.809338800E1,1.016049042E3
1.904609300E1,1.016142731E3
1.999878400E1,1.016155090E3
2.095153400E1,1.016155090E3
2.190424800E1,1.016045609E3
2.285708000E1,1.015977554E3
2.380988600E1,1.015964966E3
2.476270300E1,1.015903854E3
2.571554100E1,1.015903854E3
2.666838700E1,1.016010590E3
2.762123300E1,1.016149521E3
2.857401600E1,1.016306686E3
2.952687200E1,1.016457596E3
3.047966800E1,1.016457596E3
3.143249800E1,1.016335220E3
3.238536900E1,1.016122742E3
3.333814700E1,1.016114120E3
3.429090200E1,1.015802078E3
3.524360500E1,1.015802078E3
3.619644200E1,1.015983276E3
3.714923800E1,1.015983276E3
3.810213700E1,1.015983276E3
3.905510000E1,1.016154709E3
4.000817200E1,1.016154709E3
4.096124300E1,1.015993118E3
4.191432900E1,1.015993118E3
4.286735700E1,1.016008148E3
4.382039000E1,1.016008148E3
4.477343900E1,1.016008148E3
4.572658300E1,1.016017151E3
4.667963800E1,1.016021271E3
4.763260100E1,1.016141052E3
4.858565900E1,1.016141052E3
4.953883000E1,1.016135330E3
5.049206100E1,1.016135330E3
5.144517200E1,1.016127625E3
5.239817700E1,1.016123352E3
5.335121500E1,1.015958176E3
5.430428300E1,1.015912399E3
5.525734900E1,1.015787277E3
5.621048300E1,1.015787277E3
5.716359600E1,1.015720749E3
5.811673300E1,1.015646439E3
5.906979700E1,1.015646439E3
6.002283700E1,1.015543137E3
6.097587200E1,1.015543137E3
6.192890400E1,1.015284576E3
6.288212700E1,1.015284576E3
6.383520100E1,1.015512924E3
6.478834300E1,1.015564728E3
6.574138800E1,1.015763397E3
6.669443900E1,1.015794067E3
6.764760300E1,1.015855026E3
6.860085200E1,1.015794067E3
6.955411300E1,1.015768814E3
7.050735000E1,1.015740204E3
7.146054900E1,1.015768814E3
7.241385800E1,1.015676956E3
7.336706000E1,1.015925827E3
7.432035300E1,1.015925827E3
7.527357300E1,1.016147079E3
7.622684400E1,1.016147079E3
7.718010900E1,1.015970764E3
7.813333300E1,1.015964279E3
7.908647400E1,1.015689850E3
8.003972500E1,1.015215225E3
8.099298400E1,1.015215225E3
8.194621200E1,1.015299301E3
8.289949900E1,1.015407257E3
8.385285300E1,1.015484695E3
8.480616900E1,1.015487976E3
8.575954600E1,1.015488358E3
8.671292500E1,1.015488358E3
8.766618400E1,1.015488358E3
8.861947400E1,1.015729523E3
8.957272100E1,1.015879211E3
9.052597300E1,1.015889206E3
9.147923000E1,1.015879211E3
9.243248900E1,1.015810089E3
9.338571900E1,1.015498657E3
9.433890700E1,1.015357895E3
9.529219100E1,1.015357895E3
9.624549400E1,1.015535583E3
9.719876900E1,1.015662003E3
9.815202100E1,1.015669937E3
9.910525900E1,1.015662003E3
1.000584480E2,1.015579300E3
1.010116460E2,1.015442657E3
1.019648300E2,1.015442657E3
1.029181320E2,1.015465927E3
