"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.156819167E-1,2.066494077E-1,3.211917579E-1,1.620147377E-1
3.169609167E-1,3.314015865E-1,3.816361129E-1,2.608560026E-1
5.182409167E-1,4.744801819E-1,8.256615400E-1,5.276670456E-1
7.195199167E-1,4.416437447E-1,8.114961982E-1,1.185293436E0
9.207989167E-1,9.860067368E-1,-3.319635391E-1,1.053618550E0
1.122078625E0,6.841361523E-2,4.679470062E-1,3.488820791E-1
1.323357625E0,1.645268351E-1,-6.108486280E-2,1.355999112E-1
1.524636625E0,-1.710116491E-2,-1.261192709E-1,5.013223737E-2
1.725915625E0,-3.422463834E-1,-2.399181128E-1,-9.796957672E-2
1.927194625E0,1.930513680E-1,2.178089172E-1,-1.722388715E-2
2.128473875E0,-2.572700679E-1,1.421988904E-1,-1.302915812E-1
2.329753875E0,-6.479704380E-1,-4.512456357E-1,-3.179702759E-1
2.531032875E0,-5.699177384E-1,-7.858662605E-1,-3.926026523E-1
2.732311875E0,-2.152314037E-1,-3.043161333E-1,-4.203261435E-1
2.933591875E0,-1.495513618E-1,-1.426362544E-1,4.813788459E-2
3.134870500E0,-4.755185246E-1,-2.518521249E-1,-1.383953691E-1
3.336150500E0,-2.590819299E-1,-6.558410525E-1,-2.605368495E-1
3.537430500E0,-4.980388582E-1,-1.210354090E0,-4.226518273E-1
3.738710500E0,-5.775175691E-1,-1.217426062E0,-3.582063317E-1
3.939990500E0,-3.446881473E-1,-3.951016963E-1,-1.697790027E-1
4.141270292E0,-1.994488537E-1,-2.947483361E-1,1.550970972E-2
4.342550292E0,3.832153976E-2,-2.018671930E-1,8.869647235E-2
4.543830292E0,3.800904378E-3,-6.223569065E-2,1.307638735E-1
4.745110292E0,1.648305655E-1,-1.949942112E-1,4.445883334E-1
4.946390292E0,3.462666273E-1,2.890828550E-1,1.789474934E-1
5.147671750E0,9.575775266E-2,2.025273144E-1,2.484034002E-2
5.348951750E0,5.789224803E-2,2.145348191E-1,-1.322371066E-1
5.550231750E0,5.844249576E-2,5.291606858E-2,-3.690713644E-2
5.751511750E0,2.503326721E-2,1.684280634E-1,-3.456054255E-2
5.952792750E0,-6.663209200E-2,-6.405614316E-2,-4.485876486E-2
6.154073250E0,7.406896446E-3,-4.378292244E-3,-1.583163254E-2
6.355353250E0,1.452941298E-1,6.993339956E-2,-3.684461862E-2
6.556634250E0,4.013370872E-1,1.268036813E-1,7.880837470E-2
6.757914250E0,2.498652488E-1,-5.188814551E-2,1.672223508E-1
6.959195292E0,2.350381166E-1,2.152321786E-1,6.833714992E-2
7.160475292E0,6.584206969E-2,-7.898028195E-2,-3.002743796E-2
7.361756292E0,-2.208248153E-2,-2.910164893E-1,-3.351919949E-1
7.563037292E0,3.515943885E-1,-4.036809877E-2,-3.403644264E-1
7.764318292E0,2.860880792E-1,-5.828832388E-1,-2.322164923E-1
7.965598792E0,4.656684399E-1,-6.880778670E-1,-3.137138784E-1
8.166879792E0,3.262243867E-1,-1.047858834E0,-6.244488955E-1
8.368159792E0,1.864625961E-1,-3.109352887E-1,-6.904010773E-1
8.569440792E0,-9.986510500E-3,-6.979240179E-1,-2.528506219E-1
8.770721792E0,-1.294942349E-1,-2.928497493E-1,-2.286582589E-1
8.972002500E0,-6.128609180E-2,2.289434224E-1,6.907609105E-2
9.173283500E0,1.266583651E-1,-1.009712592E-1,-2.877291143E-1
