"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.686757047900100E9,"2023-06-14 17:37:27.900 UTC+02:00"
"PAUSE",1.582564177500026E2,1.686757206140800E9,"2023-06-14 17:40:06.141 UTC+02:00"
