"Time (s)","X (µT)","Y (µT)","Z (µT)"
2.012300417E-1,-2.203160095E1,-3.629963684E1,1.295989990E1
4.025250417E-1,-2.123008728E1,-3.790143204E1,4.536865234E0
6.038200417E-1,-1.987854004E1,-3.885254669E1,3.031066895E0
8.051150416E-1,-1.856030273E1,-3.890893555E1,7.373535156E0
1.006409917E0,-1.601342773E1,-4.012481308E1,7.151916504E0
1.207704917E0,-1.469398499E1,-4.097373581E1,4.953460693E0
1.408999917E0,-1.446638489E1,-4.100911713E1,5.075469971E0
1.610294917E0,-1.495220947E1,-4.086223602E1,2.697387695E0
1.811590917E0,-1.618829346E1,-4.060041809E1,6.374206543E-1
2.012885583E0,-1.595516968E1,-4.082240295E1,3.880920410E-1
2.214180583E0,-1.545831299E1,-4.106836319E1,7.151184082E-1
2.415475583E0,-1.484385681E1,-4.104064178E1,-1.325683594E-1
2.616770583E0,-1.322888184E1,-4.155884552E1,-3.258056641E-1
2.818065583E0,-1.192765808E1,-4.200798416E1,-2.130737305E-1
3.019362292E0,-1.063017273E1,-4.211802292E1,1.917205811E0
3.220657292E0,-9.792510986E0,-4.232116318E1,5.875030518E0
3.421952292E0,-1.076002502E1,-4.141884995E1,9.267181396E0
3.623247292E0,-1.301644897E1,-3.994844818E1,1.305175781E1
3.824542292E0,-1.333718872E1,-3.919286728E1,1.415539551E1
4.025836792E0,-1.282888794E1,-3.839708328E1,1.702496338E1
4.227131792E0,-1.235299683E1,-3.864446259E1,1.634426880E1
4.428426792E0,-1.139665222E1,-3.870177460E1,1.679183960E1
4.629721792E0,-1.148518372E1,-3.789306641E1,1.911431885E1
4.831016792E0,-1.281286621E1,-3.563046646E1,2.131716919E1
5.032311833E0,-1.091198730E1,-3.544856644E1,2.358825684E1
5.233606833E0,-5.568649292E0,-3.674155045E1,2.362280273E1
5.434900833E0,3.089874268E0,-3.958010483E1,1.886343384E1
5.636195833E0,7.614944458E0,-4.160971069E1,1.248190308E1
5.837490833E0,9.263916016E0,-4.116989136E1,1.298876953E1
6.038786417E0,7.655471802E0,-3.950744247E1,1.819747925E1
6.240082417E0,3.003875732E0,-3.979310608E1,1.907415771E1
6.441377417E0,-1.089096069E0,-4.038832855E1,1.790319824E1
6.642673417E0,-2.304107666E0,-4.099444580E1,1.640997314E1
6.843968417E0,-2.348693848E0,-4.108456039E1,1.656900024E1
7.045264292E0,-2.717086792E0,-4.003776550E1,1.874151611E1
7.246560292E0,-6.241882324E0,-3.887480545E1,2.109616089E1
7.447856292E0,-8.779907227E0,-3.638381577E1,2.445452881E1
7.649151292E0,-1.101687622E1,-3.447357178E1,2.634210205E1
7.850447292E0,-1.337600708E1,-3.399284363E1,2.613336182E1
8.051742167E0,-1.585810852E1,-3.538724136E1,2.275900269E1
8.253038167E0,-1.826562500E1,-3.688477325E1,1.816271973E1
8.454334167E0,-1.911477661E1,-3.791833496E1,1.565173340E1
8.655630167E0,-1.810888672E1,-3.775701141E1,1.550454712E1
8.856926167E0,-1.770695496E1,-3.777048111E1,1.608291626E1
9.058223292E0,-1.671444702E1,-3.688218689E1,1.898452759E1
9.259519292E0,-1.501754761E1,-3.476251984E1,2.340319824E1
9.460816292E0,-1.386685181E1,-3.393410873E1,2.563739014E1
9.662112292E0,-1.208863831E1,-3.271534348E1,2.782168579E1
9.863409292E0,-9.329162598E0,-3.205150604E1,2.966000366E1
1.006470629E1,-7.085906982E0,-3.275738525E1,2.944079590E1
1.026600329E1,-8.225936890E0,-3.322078705E1,2.861477661E1
1.046730029E1,-1.203884888E1,-3.548107910E1,2.478277588E1
1.066859729E1,-1.214672852E1,-3.657125473E1,2.355410767E1
1.086989429E1,-1.115252686E1,-3.581597900E1,2.560202026E1
1.107119142E1,-8.888854980E0,-3.626435852E1,2.499050903E1
1.127248842E1,-9.261886597E0,-3.699546051E1,2.431652832E1
1.147378542E1,-1.009356689E1,-3.624044037E1,2.510574341E1
1.167508242E1,-1.168901062E1,-3.544401169E1,2.464617920E1
1.187637942E1,-1.269578552E1,-3.573880768E1,2.454043579E1
1.207767654E1,-1.388272095E1,-3.669149399E1,2.197006226E1
1.227897454E1,-1.323678589E1,-3.970423508E1,1.668795776E1
1.248027154E1,-1.174284363E1,-4.102363586E1,1.402597046E1
1.268156854E1,-1.102529907E1,-4.076988602E1,1.488070679E1
1.288286554E1,-1.096795654E1,-4.001596069E1,1.640298462E1
1.308416321E1,-1.243579102E1,-4.043787003E1,1.459756470E1
1.328546021E1,-9.477859497E0,-4.089084244E1,1.422732544E1
1.348675821E1,-2.975799561E0,-4.193634415E1,1.328436279E1
1.368805621E1,-1.362945557E0,-4.253708267E1,1.123791504E1
1.388935417E1,-1.830078125E0,-4.282684326E1,1.061022949E1
1.409065217E1,-2.699127197E0,-4.296955109E1,9.371124268E0
1.429195017E1,-3.468170166E-1,-4.306747055E1,9.387054443E0
1.449324817E1,1.869857788E0,-4.292046356E1,1.011508179E1
1.469454617E1,2.820404053E0,-4.273415756E1,1.089468384E1
1.489584496E1,4.329895020E0,-4.224069595E1,1.284268188E1
1.509714296E1,3.081588745E0,-4.166407776E1,1.539495850E1
1.529844096E1,1.322128296E0,-4.069172668E1,1.847167969E1
1.549973996E1,9.936370850E-1,-3.976517487E1,2.027935791E1
1.570103896E1,1.149673462E0,-3.999374008E1,1.958279419E1
1.590233617E1,1.525802612E0,-4.007640457E1,1.979492188E1
1.610363517E1,3.312576294E0,-4.041424942E1,1.819921875E1
1.630493417E1,3.577606201E0,-4.098749542E1,1.653118896E1
1.650623317E1,5.333679199E0,-4.015376282E1,1.757086182E1
1.670753117E1,6.581146240E0,-4.006643677E1,1.750494385E1
1.690883154E1,4.168594360E0,-4.095538712E1,1.610882568E1
1.711012954E1,1.948638916E0,-4.210141754E1,1.304400635E1
1.731142854E1,2.744201660E0,-4.240924835E1,1.166799927E1
1.751272754E1,4.671203613E0,-4.243201447E1,1.077005005E1
1.771402654E1,6.344360352E0,-4.248188019E1,9.263702393E0
1.791532317E1,7.505081177E0,-4.292651367E1,8.495178223E0
1.811662217E1,7.521759033E0,-4.296435928E1,6.587036133E0
1.831792117E1,4.541366577E0,-4.397981262E1,2.007476807E0
1.851921917E1,-1.628265381E0,-4.345787430E1,9.388092041E0
1.872051717E1,-3.772109985E0,-4.113780975E1,1.642810059E1
1.892181758E1,-3.697387695E0,-3.775000381E1,2.287786865E1
1.912311558E1,-4.007827759E0,-3.560124207E1,2.597695923E1
1.932441358E1,-3.174453735E0,-3.532685089E1,2.671105957E1
1.952571158E1,-8.775024414E-1,-3.611045837E1,2.600570679E1
1.972700958E1,-2.916320801E0,-3.638270187E1,2.551965332E1
1.992830679E1,-5.604003906E0,-3.526947784E1,2.659780884E1
2.012960479E1,-9.045028687E0,-3.489608002E1,2.601644897E1
2.033090279E1,-9.855117798E0,-3.512129974E1,2.544891357E1
2.053220079E1,-1.160420227E1,-3.564487839E1,2.415884399E1
2.073349879E1,-1.312959290E1,-3.604845047E1,2.264346313E1
2.093479708E1,-1.355981445E1,-3.716093826E1,2.062002563E1
2.113609408E1,-1.508641052E1,-3.916321564E1,1.471716309E1
2.133739208E1,-1.809681702E1,-3.893233490E1,1.269802856E1
2.153869008E1,-2.075758362E1,-3.738353729E1,1.276223755E1
2.173998808E1,-2.193606567E1,-3.699547577E1,1.258267212E1
2.194128633E1,-2.268148804E1,-3.644450378E1,1.292160034E1
2.214258433E1,-2.287765503E1,-3.617723465E1,1.327502441E1
2.234388233E1,-2.327449036E1,-3.553666306E1,1.315966797E1
2.254518033E1,-2.703352356E1,-3.361166763E1,1.108938599E1
2.274647833E1,-3.151834106E1,-3.066726303E1,8.044647217E0
2.294777629E1,-3.396929932E1,-2.832236481E1,5.761230469E0
2.314907429E1,-3.474615479E1,-2.779796982E1,4.682006836E0
2.335037329E1,-3.361662292E1,-2.908186722E1,6.358551025E0
2.355167129E1,-3.052560425E1,-3.082614899E1,1.153747559E1
2.375296929E1,-2.316908264E1,-3.413296127E1,1.666198730E1
2.395426629E1,-1.608457947E1,-3.625573730E1,2.039138794E1
2.415556529E1,-1.156480408E1,-3.750050354E1,2.143234253E1
2.435686329E1,-6.118759155E0,-3.793930817E1,2.281741333E1
2.455816229E1,-1.012405396E0,-4.010564804E1,1.958776855E1
2.475946129E1,2.509567261E0,-4.152916336E1,1.582888794E1
2.496076092E1,3.194046021E0,-4.204494095E1,1.408493042E1
2.516205992E1,-1.242828369E-1,-4.168296432E1,1.579736328E1
2.536335792E1,-3.506271362E0,-4.184167099E1,1.349041748E1
2.556465692E1,-6.716888428E0,-4.254371262E1,8.279357910E0
2.576595592E1,-6.824447632E0,-4.253006744E1,5.186523438E0
2.596725508E1,-5.289703369E0,-4.285077667E1,4.056304932E0
2.616855408E1,-3.835861206E0,-4.258153152E1,6.665222168E0
2.636985308E1,-6.269683838E-1,-4.145485687E1,1.183163452E1
2.657115308E1,3.155715942E0,-4.007846832E1,1.551168823E1
2.677245208E1,6.524353027E0,-3.933872604E1,1.657135010E1
2.697375058E1,1.008845520E1,-3.903015137E1,1.576187134E1
2.717504958E1,1.014739990E1,-3.898887634E1,1.555792236E1
2.737634858E1,6.853179932E0,-3.992572403E1,1.534411621E1
2.757764858E1,3.986831665E0,-4.024753189E1,1.525494385E1
2.777894658E1,-1.885986328E-2,-4.135243225E1,1.278271484E1
2.798024608E1,-4.060241699E0,-4.166075516E1,1.181222534E1
2.818154508E1,-1.030218506E1,-4.046409607E1,1.284677124E1
2.838284408E1,-1.412242126E1,-3.891080093E1,1.437716675E1
2.858414308E1,-1.560461426E1,-3.887546539E1,1.372015381E1
2.878544208E1,-1.539776611E1,-3.916684723E1,1.255120850E1
2.898674154E1,-1.725669861E1,-3.810196304E1,1.444265747E1
2.918804054E1,-1.730014038E1,-3.688314056E1,1.664184570E1
2.938933954E1,-1.683874512E1,-3.736392593E1,1.647668457E1
