"Time (s)","X (hPa)"
-5.144451667E-1,1.014250565E3
5.227028333E-1,1.014094391E3
1.559933833E0,1.013986282E3
2.597080833E0,1.013986282E3
3.634286833E0,1.014647751E3
4.671479833E0,1.014647751E3
4.803209833E0,1.014783325E3
5.763556833E0,1.014783325E3
6.723883833E0,1.014783325E3
7.684135833E0,1.014558411E3
8.644452833E0,1.014297791E3
9.604738833E0,1.014197845E3
1.056505783E1,1.014197845E3
1.152532383E1,1.014197845E3
1.248563483E1,1.014350281E3
1.344598383E1,1.014475555E3
1.440639683E1,1.014475555E3
1.536673083E1,1.014197922E3
1.632699383E1,1.014138947E3
1.728719183E1,1.014138947E3
1.824748083E1,1.014116287E3
1.920769283E1,1.014186554E3
2.016797183E1,1.014071503E3
2.112841283E1,1.014071503E3
2.208884283E1,1.014001312E3
2.304920683E1,1.013809814E3
2.400961083E1,1.013809814E3
2.496991783E1,1.014032898E3
2.593020683E1,1.014179993E3
2.689057683E1,1.014202347E3
2.785085183E1,1.014285126E3
2.881121283E1,1.014285126E3
2.977146383E1,1.014219284E3
3.073168083E1,1.014219284E3
3.169209483E1,1.014179764E3
3.265245883E1,1.014198227E3
3.361278283E1,1.014198227E3
3.457318483E1,1.014290619E3
3.553361483E1,1.014290619E3
3.649400183E1,1.014195175E3
3.745445283E1,1.014187927E3
3.841482483E1,1.014105759E3
3.937525283E1,1.014012146E3
4.033554783E1,1.014038849E3
4.129581883E1,1.014038849E3
4.225604383E1,1.014119797E3
4.321638583E1,1.014119797E3
4.417668883E1,1.014045868E3
4.513695083E1,1.014045868E3
4.609720383E1,1.014083939E3
4.705740183E1,1.014083939E3
4.801758583E1,1.014107742E3
4.897778283E1,1.014236908E3
4.993805483E1,1.014248581E3
5.089830983E1,1.014248581E3
5.185849683E1,1.014231415E3
5.281874683E1,1.014204483E3
5.377898083E1,1.014172134E3
5.473912283E1,1.014164047E3
5.569932683E1,1.014096756E3
5.665959483E1,1.014096756E3
5.761980583E1,1.014096756E3
5.858001683E1,1.014056473E3
5.954029183E1,1.014056473E3
6.050054583E1,1.014082718E3
6.146087483E1,1.014082718E3
6.242111883E1,1.014023743E3
6.338141583E1,1.014005127E3
6.434166883E1,1.014005127E3
6.530199183E1,1.014150314E3
6.626243283E1,1.014150314E3
6.722281583E1,1.014217682E3
6.818314883E1,1.014217682E3
6.914352583E1,1.014217682E3
7.010390183E1,1.014081039E3
7.106426083E1,1.014008484E3
7.202462283E1,1.013993454E3
7.298495483E1,1.013993454E3
7.394526383E1,1.013900375E3
7.490552783E1,1.013900375E3
7.586588283E1,1.013923569E3
7.682618083E1,1.013967209E3
7.778642883E1,1.014046860E3
7.874671183E1,1.014150848E3
7.970694983E1,1.014158401E3
8.066720083E1,1.014178009E3
8.162741183E1,1.014178009E3
8.258772083E1,1.014127884E3
8.354798183E1,1.013972168E3
8.450816083E1,1.013943863E3
8.546838083E1,1.013895340E3
8.642859283E1,1.013858109E3
8.738877283E1,1.013858109E3
8.834895283E1,1.013897400E3
8.930915083E1,1.014245682E3
9.026927283E1,1.014296036E3
9.122938083E1,1.014370499E3
9.218943483E1,1.014370499E3
9.314956283E1,1.014250717E3
9.410974183E1,1.013958893E3
9.507008883E1,1.013820496E3
9.603049683E1,1.013704834E3
9.699085983E1,1.013704834E3
9.795126683E1,1.013828354E3
9.891154483E1,1.013884201E3
9.987186183E1,1.013941422E3
1.008322798E2,1.014009476E3
1.017926698E2,1.014053726E3
1.027531018E2,1.014188385E3
1.037135668E2,1.014204636E3
1.046739738E2,1.014279480E3
1.056344678E2,1.014279480E3
1.065949508E2,1.014067535E3
1.075554638E2,1.013929672E3
1.085159118E2,1.013929672E3
1.094764928E2,1.013945389E3
1.104370078E2,1.014048157E3
1.113974268E2,1.014195175E3
1.123578108E2,1.014195175E3
1.133182018E2,1.014160080E3
1.142786558E2,1.013908157E3
1.152390578E2,1.013787689E3
1.161994508E2,1.013715591E3
1.171598918E2,1.013641891E3
1.181202538E2,1.013641891E3
1.190806368E2,1.013760986E3
1.200410588E2,1.013798294E3
1.210014478E2,1.013810806E3
1.219619748E2,1.013810806E3
1.229224758E2,1.013877335E3
1.238830228E2,1.013877335E3
1.248435778E2,1.013868408E3
1.258041488E2,1.013868408E3
1.267647888E2,1.013840866E3
1.277253408E2,1.013927078E3
1.286859468E2,1.014073639E3
1.296464968E2,1.014073639E3
1.306069598E2,1.014039230E3
1.315673868E2,1.013909607E3
1.325277938E2,1.013876877E3
1.334882468E2,1.013571320E3
1.344486758E2,1.013571320E3
1.354091928E2,1.013653183E3
1.363696448E2,1.013787766E3
1.373302248E2,1.013810806E3
1.382906908E2,1.014030609E3
1.392511858E2,1.014074554E3
1.402116348E2,1.014074554E3
1.411720558E2,1.014064026E3
1.421324918E2,1.013833313E3
1.430928768E2,1.013702087E3
1.440532828E2,1.013668442E3
1.450136838E2,1.013667068E3
1.459740638E2,1.013667068E3
1.469344108E2,1.013874969E3
1.478945908E2,1.013894577E3
1.488549418E2,1.013894577E3
1.498152248E2,1.013807755E3
1.507754868E2,1.013784790E3
1.517356998E2,1.013678284E3
1.526959758E2,1.013591537E3
1.536562818E2,1.013591537E3
1.546165668E2,1.013818512E3
1.555767968E2,1.013871841E3
1.565372028E2,1.013871841E3
1.574975318E2,1.013887939E3
1.584578568E2,1.013852081E3
1.594182688E2,1.013767700E3
1.603788508E2,1.013714447E3
1.613393218E2,1.013714447E3
1.622998068E2,1.013714447E3
1.632603208E2,1.013782806E3
1.642208098E2,1.013874588E3
1.651812568E2,1.013874588E3
1.661417528E2,1.013825150E3
1.671022808E2,1.013797531E3
1.680627808E2,1.013769302E3
1.690232948E2,1.013769302E3
1.699838878E2,1.013713760E3
1.709444858E2,1.013716736E3
1.719051118E2,1.013716736E3
1.728657308E2,1.013784256E3
1.738263318E2,1.013784256E3
1.747870548E2,1.013784256E3
1.757477088E2,1.013857117E3
1.767081938E2,1.013857117E3
1.776687508E2,1.013872528E3
1.786292888E2,1.013872528E3
1.795899058E2,1.013872528E3
1.805505278E2,1.013754730E3
1.815111568E2,1.013754730E3
1.824718278E2,1.013798676E3
1.834324918E2,1.014066925E3
1.843931248E2,1.014094467E3
1.853537368E2,1.014066925E3
1.863143198E2,1.014008865E3
1.872749868E2,1.013950958E3
1.882355968E2,1.013454971E3
1.891961918E2,1.013409424E3
1.901568478E2,1.013409424E3
1.911174428E2,1.013400421E3
1.920779288E2,1.013414536E3
1.930384818E2,1.013651810E3
1.939990578E2,1.013651810E3
1.949596948E2,1.013648987E3
1.959202868E2,1.013597794E3
1.968809188E2,1.013573074E3
1.978415278E2,1.013565598E3
1.988020978E2,1.013565598E3
1.997627108E2,1.013627014E3
2.007232158E2,1.013627014E3
2.016837008E2,1.013627014E3
2.026442528E2,1.013640747E3
2.036047648E2,1.013640747E3
2.045653338E2,1.013632812E3
2.055258798E2,1.013632812E3
2.064864338E2,1.013673630E3
2.074469968E2,1.013716202E3
2.084075068E2,1.013716202E3
2.093681318E2,1.013716202E3
2.103287718E2,1.013706818E3
2.112894138E2,1.013663788E3
2.122500688E2,1.013590088E3
2.132106838E2,1.013590088E3
2.141712458E2,1.013625641E3
2.151318618E2,1.013625641E3
2.160924788E2,1.013625641E3
2.170530008E2,1.013688660E3
2.180135078E2,1.013688660E3
2.189739188E2,1.013660431E3
2.199342928E2,1.013642807E3
2.208946318E2,1.013660431E3
2.218550928E2,1.013663559E3
2.228155818E2,1.014001160E3
2.237760118E2,1.014132080E3
2.247364268E2,1.014132080E3
2.256969038E2,1.014131165E3
2.266573628E2,1.013901520E3
2.276178608E2,1.013499374E3
2.285783748E2,1.013202057E3
2.295388838E2,1.013202057E3
2.304993418E2,1.013213196E3
2.314599128E2,1.013464890E3
2.324204548E2,1.013608475E3
2.333810608E2,1.013665619E3
2.343416718E2,1.013760834E3
2.353024158E2,1.013720474E3
2.362631148E2,1.013720474E3
2.372237578E2,1.013534164E3
2.381843718E2,1.013389511E3
2.391449328E2,1.013375320E3
2.401054968E2,1.013289337E3
2.410660598E2,1.013289337E3
2.420266208E2,1.013404236E3
2.429870558E2,1.013404236E3
2.439476448E2,1.013404236E3
2.449082538E2,1.013492279E3
2.458689898E2,1.013533859E3
2.468297738E2,1.013539124E3
2.477905978E2,1.013580856E3
2.487513618E2,1.013580856E3
2.497121268E2,1.013528900E3
2.506728118E2,1.013506317E3
2.516336158E2,1.013482895E3
2.525942818E2,1.013460922E3
2.535549248E2,1.013460922E3
2.545155758E2,1.013488464E3
2.554762308E2,1.013538055E3
2.564368438E2,1.013538055E3
2.573975588E2,1.013465347E3
2.583581398E2,1.013465347E3
2.593187058E2,1.013429413E3
2.602793718E2,1.013407440E3
2.612400838E2,1.013407440E3
2.622007248E2,1.013554764E3
2.631613888E2,1.013554764E3
2.641221238E2,1.013545761E3
2.650827928E2,1.013517914E3
2.660435158E2,1.013511963E3
2.670041328E2,1.013511963E3
2.679648928E2,1.013655624E3
2.689256328E2,1.013655624E3
2.698864028E2,1.013613663E3
2.708472238E2,1.013567963E3
2.718080788E2,1.013516846E3
2.727689738E2,1.013516846E3
2.737298808E2,1.013404312E3
2.746907798E2,1.013404236E3
2.756517198E2,1.013344498E3
2.766126308E2,1.013344498E3
2.775735178E2,1.013344498E3
2.785344178E2,1.013463287E3
2.794953188E2,1.013682327E3
2.804561618E2,1.013764496E3
2.814169208E2,1.013764496E3
2.823777168E2,1.013634186E3
2.833386668E2,1.013538132E3
2.842995628E2,1.013295670E3
2.852605188E2,1.013265915E3
2.862213928E2,1.013265915E3
2.871822388E2,1.013414154E3
2.881431908E2,1.013414154E3
2.891041528E2,1.013408661E3
2.900651158E2,1.013408661E3
2.910261028E2,1.013394470E3
2.919870248E2,1.013389435E3
2.929479858E2,1.013389435E3
2.939088658E2,1.013453140E3
2.948697158E2,1.013453140E3
2.958305278E2,1.013476944E3
2.967913158E2,1.013476944E3
2.977520688E2,1.013477249E3
2.987129118E2,1.013477249E3
2.996737448E2,1.013477249E3
3.006345878E2,1.013438416E3
3.015953678E2,1.013438416E3
3.025561228E2,1.013438416E3
3.035170368E2,1.013535690E3
3.044779108E2,1.013535690E3
3.054388398E2,1.013535690E3
3.063997618E2,1.013539124E3
3.073606138E2,1.013539124E3
