"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.076916250E-1,1.979510117E1,-4.565264511E1,-1.647525024E1
3.089736250E-1,1.987280655E1,-4.536465836E1,-1.620040894E1
5.102555000E-1,2.204496384E1,-4.552363586E1,-1.330673218E1
7.115375000E-1,2.313772202E1,-4.606777573E1,-8.631439209E0
9.128195000E-1,2.275538254E1,-4.671352386E1,-5.804595947E0
1.114101500E0,2.238055801E1,-4.767380905E1,-3.727569580E0
1.315382500E0,1.949451065E1,-4.965918350E1,-2.208740234E0
1.516665000E0,1.566860580E1,-5.092547989E1,1.629028320E-1
1.717947000E0,1.128317642E1,-5.200535583E1,2.717559814E0
1.919229000E0,1.056972122E1,-5.178985977E1,6.576629639E0
2.120511000E0,1.178931046E1,-5.094516754E1,7.947143555E0
2.321793000E0,1.264648056E1,-5.055142212E1,6.924133301E0
2.523074000E0,1.373353958E1,-5.043647385E1,5.267364502E0
2.724356000E0,1.302003098E1,-5.158148956E1,3.156707764E0
2.925638000E0,1.337099838E1,-5.186579895E1,2.793670654E0
3.126920000E0,1.825590897E1,-5.042972183E1,3.391143799E0
3.328202000E0,1.992655563E1,-4.896752548E1,5.997283936E0
3.529485125E0,1.919472885E1,-4.919043350E1,5.463348389E0
3.730767125E0,1.872366714E1,-4.935136032E1,2.850677490E0
3.932049125E0,1.889500809E1,-4.935474396E1,1.010253906E0
4.133331125E0,1.966865158E1,-4.888427353E1,2.652618408E0
4.334613125E0,1.908759689E1,-4.893251038E1,5.210815430E0
4.535893875E0,1.897720718E1,-4.878259659E1,5.935180664E0
4.737175875E0,2.043219376E1,-4.889945602E1,3.168334961E0
4.938457875E0,1.963444138E1,-4.882151031E1,3.449584961E0
5.139739875E0,1.920298386E1,-4.827523804E1,5.918853760E0
5.341022500E0,2.051726151E1,-4.683903885E1,8.590270996E0
5.542305500E0,2.308155441E1,-4.490361786E1,1.187863159E1
5.743587500E0,2.312654495E1,-4.370205688E1,1.541323853E1
5.944870500E0,2.021271896E1,-4.427894974E1,1.737643433E1
6.146152500E0,1.989345169E1,-4.293503952E1,2.143402100E1
6.347435250E0,2.065172195E1,-4.144194031E1,2.381524658E1
6.548718250E0,2.225522995E1,-4.073722839E1,2.391546631E1
6.750001250E0,2.232491684E1,-4.161570740E1,2.275012207E1
6.951285250E0,2.278252029E1,-4.348199081E1,1.835418701E1
7.152568250E0,2.688868332E1,-4.371125031E1,1.210562134E1
7.353852042E0,3.150564194E1,-4.189758301E1,2.301147461E0
7.555135042E0,3.148390579E1,-4.011587143E1,-6.865875244E0
7.756418042E0,2.978017044E1,-3.999321747E1,-7.315093994E0
7.957702042E0,2.852006149E1,-4.122045517E1,-3.284576416E0
8.158985042E0,2.749695206E1,-4.177850723E1,2.305694580E0
8.360268500E0,2.643054581E1,-4.162553406E1,8.630340576E0
8.561551500E0,2.374966049E1,-4.186258698E1,1.385037231E1
8.762835500E0,2.077086258E1,-4.242579651E1,1.649804688E1
8.964118500E0,2.098051834E1,-4.214311600E1,1.672485352E1
9.165401500E0,2.523322678E1,-4.071603394E1,1.382366943E1
9.366684042E0,2.546368790E1,-4.084217072E1,1.295196533E1
9.567968042E0,2.553206253E1,-4.073744965E1,1.359954834E1
9.769251042E0,2.562302780E1,-4.009272766E1,1.489752197E1
9.970535042E0,2.610674667E1,-3.936989212E1,1.592712402E1
1.017181804E1,2.728329086E1,-3.812115097E1,1.659500122E1
1.037310075E1,2.787952042E1,-3.855436707E1,1.514532471E1
1.057438375E1,2.715887833E1,-3.957466888E1,1.286196899E1
1.077566775E1,2.645696640E1,-4.104422379E1,1.076757812E1
1.097695075E1,2.584527206E1,-4.085707092E1,1.081527710E1
1.117823375E1,2.344752884E1,-4.219454956E1,1.043673706E1
1.137951725E1,2.033304977E1,-4.292288208E1,1.018954468E1
1.158080025E1,1.945297623E1,-4.304492950E1,1.080178833E1
1.178208325E1,1.892807388E1,-4.351833344E1,1.047695923E1
1.198336625E1,1.812328720E1,-4.336860657E1,1.138238525E1
1.218465025E1,1.819496536E1,-4.231749725E1,1.408386230E1
1.238593262E1,1.854410934E1,-4.126113892E1,1.646734619E1
1.258721562E1,1.805298233E1,-3.986966705E1,1.968981934E1
1.278849862E1,1.749046707E1,-4.006929779E1,2.000708008E1
1.298978163E1,1.664883041E1,-4.025769806E1,1.988543701E1
