"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.686148276179019E9,"2023-06-07 16:31:16.179 UTC+02:00"
"PAUSE",1.033879032499972E2,1.686148379566731E9,"2023-06-07 16:32:59.567 UTC+02:00"
