"Time (s)","X (µT)","Y (µT)","Z (µT)"
3.405600000E-2,4.237258911E0,-4.386618805E1,-4.200836182E0
2.353388333E-1,3.998947144E0,-4.312881088E1,-7.616149902E0
4.366218333E-1,3.556259155E0,-4.239181900E1,-9.403564453E0
6.379058333E-1,1.463607788E0,-4.211154175E1,-1.151119995E1
8.391888333E-1,7.557678223E-2,-4.135663986E1,-1.404122925E1
1.040471833E0,-5.895385742E-1,-4.115765762E1,-1.459069824E1
1.241755208E0,-1.024169922E0,-4.149190521E1,-1.363845825E1
1.443038208E0,-1.233459473E0,-4.220450974E1,-1.238867188E1
1.644322208E0,-1.107788086E-1,-4.326977921E1,-9.076477051E0
1.845605208E0,2.986831665E0,-4.417596054E1,-2.663177490E0
2.046888208E0,3.790176392E0,-4.422101212E1,2.768554688E-1
2.248170208E0,1.837295532E0,-4.481065369E1,3.579803467E0
2.449453208E0,6.027221680E-2,-4.453787613E1,8.840332031E0
2.650736208E0,3.553161621E-1,-4.357861328E1,1.312933350E1
2.852019208E0,-2.385803223E0,-4.393696976E1,1.283261108E1
3.053303208E0,-6.418258667E0,-4.381204605E1,1.239794922E1
3.254587083E0,-9.252593994E0,-4.328788376E1,1.173406982E1
3.455870083E0,-1.535980225E1,-4.217632675E1,9.982055664E0
3.657153083E0,-2.132841492E1,-3.976153564E1,7.738525391E0
3.858436083E0,-2.303097534E1,-3.890944672E1,6.438262939E0
4.059719083E0,-2.188999939E1,-3.946912384E1,6.703186035E0
4.261002583E0,-2.006356812E1,-4.045848083E1,7.307708740E0
4.462285583E0,-1.532714844E1,-4.217152023E1,8.934967041E0
4.663568583E0,-1.203607178E1,-4.316258240E1,9.149932861E0
4.864851583E0,-9.083602905E0,-4.411985016E1,8.445465088E0
5.066135583E0,-6.418106079E0,-4.481001663E1,5.199035645E0
5.267418208E0,-4.536651611E0,-4.511229324E1,5.210571289E0
5.468702208E0,-2.902038574E0,-4.510013199E1,5.726318359E0
5.669985208E0,-7.181549072E-1,-4.522087860E1,3.068878174E0
5.871269208E0,2.261093140E0,-4.496951675E1,2.364196777E0
6.072552208E0,4.240524292E0,-4.471178818E1,2.080169678E0
6.273836708E0,3.918991089E0,-4.495794678E1,1.571289062E0
6.475119708E0,3.951110840E0,-4.468896866E1,-9.814147949E-1
6.676403708E0,3.096069336E0,-4.425402832E1,-4.596862793E0
6.877687708E0,2.218627930E0,-4.346261597E1,-7.908447266E0
7.078970708E0,1.088317871E0,-4.271385574E1,-1.118292236E1
7.280254083E0,2.048583984E0,-4.196775055E1,-1.278552246E1
7.481538083E0,3.104583740E0,-4.199079514E1,-1.220846558E1
7.682822083E0,4.869949341E0,-4.234528351E1,-1.041595459E1
7.884105083E0,6.856521606E0,-4.345901489E1,-5.471618652E0
8.085389083E0,1.043534851E1,-4.340860367E1,1.173736572E0
8.286673583E0,1.269050598E1,-4.260608673E1,3.800964355E-1
8.487957583E0,1.144195557E1,-4.270938492E1,-3.788757324E-1
8.689240583E0,1.117449951E1,-4.298646927E1,-6.669006348E-1
8.890524583E0,1.062716675E1,-4.268312454E1,-2.419464111E0
9.091808583E0,1.131060791E1,-4.275890350E1,-1.135772705E0
9.293092625E0,1.286329651E1,-4.234114838E1,2.634307861E0
9.494375625E0,1.411708069E1,-4.213518524E1,4.405609131E0
9.695659625E0,1.390745544E1,-4.211471939E1,2.922393799E0
9.896942625E0,1.125965881E1,-4.272445297E1,-1.516418457E0
1.009822663E1,9.028701782E0,-4.243618011E1,-7.016143799E0
1.029951058E1,5.566970825E0,-4.203270721E1,-1.072503662E1
1.050079458E1,2.517288208E0,-4.114531708E1,-1.386154175E1
1.070207958E1,4.456771851E0,-4.052372360E1,-1.437265015E1
1.090336358E1,6.628433228E0,-4.163774490E1,-1.136383057E1
1.110464758E1,7.069107056E0,-4.260550308E1,-7.829650879E0
1.130593196E1,6.608779907E0,-4.323025513E1,-5.483398438E0
1.150721596E1,8.839859009E0,-4.333165741E1,-1.160705566E0
1.170849996E1,1.248928833E1,-4.223163223E1,2.231506348E0
1.190978496E1,1.394055176E1,-4.210502625E1,4.721374512E0
1.211106896E1,9.306732178E0,-4.296129990E1,7.080932617E0
1.231235358E1,6.274765015E0,-4.389819717E1,8.206176758E0
1.251363758E1,4.446929932E0,-4.398858261E1,9.459472656E0
1.271492258E1,2.501556396E0,-4.389920044E1,1.103216553E1
1.291620658E1,1.734909058E0,-4.391632843E1,1.205557251E1
1.311749158E1,2.974746704E0,-4.357380676E1,1.250769043E1
1.331877596E1,5.693954468E0,-4.294490814E1,1.358795166E1
1.352005996E1,7.837310791E0,-4.196052551E1,1.518331909E1
1.372134496E1,1.017568970E1,-4.046372223E1,1.738638306E1
1.392262896E1,1.345242310E1,-3.889157486E1,1.781723022E1
1.412391421E1,1.729995728E1,-3.828838348E1,1.523944092E1
1.432519821E1,1.871580505E1,-3.836622238E1,1.220672607E1
1.452648321E1,1.971051025E1,-3.846813202E1,9.413391113E0
1.472776721E1,1.908924866E1,-3.899615479E1,8.645446777E0
1.492905221E1,1.699804688E1,-4.046751404E1,6.032653809E0
1.513033646E1,1.538340759E1,-4.152818680E1,3.895019531E0
1.533162146E1,1.420376587E1,-4.200566864E1,3.223541260E0
1.553290546E1,1.578802490E1,-4.132551956E1,3.149353027E0
1.573419046E1,1.813745117E1,-3.948297501E1,7.777038574E0
1.593547546E1,1.990617371E1,-3.801263809E1,1.132540894E1
