"Time (s)","X (hPa)"
-5.121747083E-1,1.011903229E3
5.195282917E-1,1.012364502E3
1.551113292E0,1.012825775E3
2.582590292E0,1.014122772E3
3.614059292E0,1.014146118E3
4.645784292E0,1.014146118E3
4.785576292E0,1.014322662E3
5.740767292E0,1.014257965E3
6.695996292E0,1.014257965E3
7.651342292E0,1.014186554E3
8.606657292E0,1.014049225E3
9.562082292E0,1.014049225E3
1.051744729E1,1.014104004E3
1.147276429E1,1.014215546E3
1.242804529E1,1.014164886E3
1.338334929E1,1.014220428E3
1.433851229E1,1.014220428E3
1.529374129E1,1.014341202E3
1.624906029E1,1.014341202E3
1.720442029E1,1.014229584E3
1.815978229E1,1.014229584E3
1.911521029E1,1.014321823E3
2.007073229E1,1.014321823E3
2.102611429E1,1.014321823E3
2.198150129E1,1.014099274E3
2.293694329E1,1.014099274E3
2.389241729E1,1.013707962E3
2.484786129E1,1.013657837E3
2.580341729E1,1.013657837E3
2.675899829E1,1.013657990E3
2.771464029E1,1.013952866E3
2.867029229E1,1.014137955E3
2.962595229E1,1.014137955E3
3.058164229E1,1.014062195E3
3.153729929E1,1.014031143E3
3.249297429E1,1.014029770E3
3.344865429E1,1.013974915E3
3.440437629E1,1.014029770E3
3.536006129E1,1.014351501E3
3.631560129E1,1.014351501E3
3.727121629E1,1.014305115E3
3.822696929E1,1.014082947E3
3.918274729E1,1.014082947E3
4.013842429E1,1.014082947E3
4.109399229E1,1.014028015E3
4.204969329E1,1.014028015E3
4.300536829E1,1.014047470E3
4.396097129E1,1.014047470E3
4.491652229E1,1.013878326E3
4.587211429E1,1.013805466E3
4.682784829E1,1.013805466E3
4.778354929E1,1.013805618E3
4.873928329E1,1.013853912E3
4.969503729E1,1.013870010E3
5.065091129E1,1.013870316E3
5.160674429E1,1.013878860E3
5.256234529E1,1.014197388E3
5.351817929E1,1.014431000E3
5.447388729E1,1.014431000E3
5.542973729E1,1.014356461E3
5.638556329E1,1.014167786E3
5.734126629E1,1.013850708E3
5.829705329E1,1.013621521E3
5.925284929E1,1.013606949E3
6.020873829E1,1.013606949E3
6.116464529E1,1.013800888E3
6.212048629E1,1.013800888E3
6.307633029E1,1.013800888E3
6.403222729E1,1.013751678E3
6.498801129E1,1.013714981E3
6.594391529E1,1.013714981E3
6.689982629E1,1.013872833E3
6.785577629E1,1.013906174E3
6.881173029E1,1.013873901E3
6.976761029E1,1.013873901E3
7.072357229E1,1.013780594E3
7.167954629E1,1.013720322E3
7.263553629E1,1.013661499E3
7.359151329E1,1.013582306E3
7.454757029E1,1.013582306E3
7.550352329E1,1.013677216E3
7.645941229E1,1.013725128E3
7.741536629E1,1.013814316E3
7.837138229E1,1.013820953E3
7.932742929E1,1.013820953E3
8.028347329E1,1.013832932E3
8.123955729E1,1.013865433E3
8.219559229E1,1.013920441E3
8.315158129E1,1.013991776E3
8.410764829E1,1.013991776E3
8.506372029E1,1.013991776E3
8.601978929E1,1.013784943E3
8.697579329E1,1.013391037E3
8.793186029E1,1.013391037E3
8.888783629E1,1.013391037E3
8.984389229E1,1.013434906E3
9.079991029E1,1.013434906E3
9.175590429E1,1.013567810E3
9.271200929E1,1.013576736E3
9.366810029E1,1.013567810E3
9.462417129E1,1.013498840E3
9.558022529E1,1.013498840E3
9.653628529E1,1.013552094E3
9.749240929E1,1.013552094E3
9.844862029E1,1.013549271E3
9.940483129E1,1.013549271E3
1.003610833E2,1.013549271E3
1.013173333E2,1.013530350E3
1.022735803E2,1.013530350E3
1.032297253E2,1.013530655E3
1.041859003E2,1.013647842E3
1.051419773E2,1.013647842E3
1.060981603E2,1.013610611E3
1.070543873E2,1.013480988E3
1.080105913E2,1.013434753E3
1.089668783E2,1.013420639E3
1.099231283E2,1.013362198E3
1.108793013E2,1.013420639E3
1.118354943E2,1.013485565E3
1.127917173E2,1.013511353E3
1.137480703E2,1.013722000E3
1.147044733E2,1.013722000E3
1.156608333E2,1.013537521E3
1.166171883E2,1.013537521E3
1.175734503E2,1.013507309E3
1.185297463E2,1.013265152E3
1.194862013E2,1.013265152E3
1.204425103E2,1.013297348E3
1.213988013E2,1.013297348E3
1.223551323E2,1.013297348E3
1.233115033E2,1.013328323E3
1.242679543E2,1.013358231E3
1.252242953E2,1.013358231E3
1.261805953E2,1.013533859E3
1.271369243E2,1.013538513E3
1.280932703E2,1.013538513E3
1.290496303E2,1.013404465E3
1.300060563E2,1.013118744E3
1.309625913E2,1.013047714E3
1.319190763E2,1.012979431E3
1.328756373E2,1.012979431E3
1.338320833E2,1.013117828E3
1.347885533E2,1.013260498E3
1.357450213E2,1.013260498E3
1.367014743E2,1.013180084E3
1.376579493E2,1.013160706E3
1.386145083E2,1.013180084E3
1.395711813E2,1.013294220E3
1.405277773E2,1.013294220E3
1.414843643E2,1.013264771E3
1.424409833E2,1.013162079E3
1.433975903E2,1.013113556E3
1.443542103E2,1.012928619E3
1.453109403E2,1.012928619E3
1.462677573E2,1.012967072E3
1.472245843E2,1.013132629E3
1.481813213E2,1.013132629E3
1.491381403E2,1.013061905E3
1.500950163E2,1.013040390E3
1.510518853E2,1.013031693E3
1.520087473E2,1.013031693E3
1.529656513E2,1.013241425E3
1.539225193E2,1.013241425E3
1.548794293E2,1.013149872E3
1.558362973E2,1.013009872E3
1.567930933E2,1.012998352E3
1.577498903E2,1.012835388E3
1.587066643E2,1.012835388E3
