"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.686149832187831E9,"2023-06-07 16:57:12.188 UTC+02:00"
"PAUSE",2.333507797916536E2,1.686150065538069E9,"2023-06-07 17:01:05.538 UTC+02:00"
