"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.556701667E-1,1.287223816E1,-3.645341873E1,1.103897095E1
3.569651667E-1,6.112243652E0,-3.704381180E1,1.577767944E1
5.582585417E-1,-1.732055664E0,-3.584457397E1,2.078765869E1
7.595525417E-1,-9.782684326E0,-3.439262772E1,2.269937134E1
9.608475417E-1,-1.231433105E1,-3.368515015E1,2.331851196E1
1.162141542E0,-1.329380798E1,-3.376153946E1,2.267599487E1
1.363436542E0,-1.531434631E1,-3.365993118E1,2.115878296E1
1.564731375E0,-1.757188416E1,-3.339892578E1,1.916198730E1
1.766026375E0,-1.902598572E1,-3.458810043E1,1.617498779E1
1.967321375E0,-1.708995056E1,-3.678604507E1,1.168655396E1
2.168616375E0,-1.574487305E1,-3.810939026E1,9.393127441E0
2.369911375E0,-1.624714661E1,-3.833467102E1,7.583465576E0
2.571206542E0,-1.725463867E1,-3.769704819E1,5.629882812E0
2.772501542E0,-1.814509583E1,-3.763859177E1,1.706420898E0
2.973796542E0,-1.639265442E1,-3.851625824E1,4.503479004E-1
3.175092542E0,-1.221331787E1,-4.016580963E1,8.830871582E-1
3.376387167E0,-5.942062378E0,-4.126989365E1,2.230438232E0
3.577682167E0,2.663269043E-1,-4.156265259E1,3.116943359E0
3.778978167E0,5.563400269E0,-4.082269669E1,4.520965576E0
3.980273167E0,1.342996216E1,-3.860655975E1,6.369995117E0
4.181568167E0,2.349691772E1,-3.364508820E1,1.200042725E0
4.382864625E0,2.459562683E1,-3.252347183E1,-6.742858887E-1
4.584159625E0,2.373739624E1,-3.296584702E1,-3.010955811E0
4.785454625E0,2.347787476E1,-3.301549911E1,-5.316833496E0
4.986750625E0,2.469114685E1,-3.249287033E1,-2.039886475E0
5.188045625E0,2.505526733E1,-3.222658539E1,1.997680664E0
5.389340667E0,2.552593994E1,-3.199885178E1,4.081329346E0
5.590636667E0,2.530535889E1,-3.250963974E1,2.976837158E0
5.791931667E0,2.364897156E1,-3.462896729E1,7.104492188E-1
5.993227667E0,2.134149170E1,-3.624757385E1,1.173126221E0
6.194523667E0,1.876736450E1,-3.788258743E1,2.963104248E0
6.395818917E0,1.876475525E1,-3.804527283E1,4.064697266E0
6.597114917E0,1.700959778E1,-3.889429474E1,4.432189941E0
6.798409917E0,1.577198792E1,-3.935351944E1,7.333740234E0
6.999705917E0,1.163966370E1,-3.968927765E1,1.217230225E1
7.201001917E0,1.009236145E1,-4.010478592E1,1.247711182E1
7.402298250E0,8.273010254E0,-4.075524139E1,1.113925171E1
7.603594250E0,2.032073975E0,-4.187041092E1,1.120892334E1
7.804890250E0,-4.312271118E0,-4.245672607E1,7.786010742E0
8.006186250E0,-9.576950073E0,-4.209941483E1,-1.683654785E-1
8.207483250E0,-1.428410339E1,-3.996308136E1,-6.792724609E0
8.408779375E0,-1.624287415E1,-3.844055939E1,-9.559234619E0
8.610075375E0,-1.512271118E1,-3.913943100E1,-9.094360352E0
8.811371375E0,-1.287274170E1,-4.053092575E1,-6.216217041E0
9.012667375E0,-6.609634399E0,-4.215399551E1,-4.218261719E0
9.213963375E0,2.692886353E0,-4.261579132E1,-4.620666504E-1
9.415261000E0,1.296266174E1,-4.036643982E1,6.032531738E0
9.616557000E0,1.836125183E1,-3.709561539E1,1.178900146E1
9.817853000E0,2.081472778E1,-3.388444138E1,1.611593628E1
1.001914900E1,2.292967224E1,-3.168085861E1,1.779006958E1
1.022044600E1,2.490933228E1,-3.083133316E1,1.658554077E1
