"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.081728333E-1,-7.274627686E-1,-4.015591049E1,1.515206909E1
3.094628333E-1,-2.941741943E-1,-3.908527756E1,1.794744873E1
5.107528333E-1,-2.512466431E0,-3.737994766E1,2.153707886E1
7.120427500E-1,-6.581298828E0,-3.867812729E1,1.835635376E1
9.133327500E-1,-4.611724854E0,-4.114901733E1,1.236288452E1
1.114622750E0,9.824829102E-1,-4.168878555E1,9.007720947E0
1.315912750E0,2.785644531E0,-4.135663986E1,9.447357178E0
1.517201750E0,3.500350952E0,-4.081752396E1,1.179055786E1
1.718491583E0,3.607254028E0,-4.077514648E1,1.150875854E1
1.919781583E0,4.805496216E0,-4.062416458E1,9.534332275E0
2.121071583E0,6.431579590E0,-4.056851196E1,6.455474854E0
2.322361583E0,7.774658203E0,-4.013748169E1,4.935607910E0
2.523651583E0,5.912765503E0,-4.012767029E1,7.677215576E0
2.724941250E0,4.043975830E0,-3.996306229E1,1.188253784E1
2.926231250E0,3.942764282E0,-3.955673599E1,1.347143555E1
3.127521250E0,-1.324005127E-1,-3.850386429E1,1.743988037E1
3.328811250E0,-3.712066650E0,-3.842932129E1,1.801541138E1
3.530101250E0,-5.668838501E0,-3.825919342E1,1.838223267E1
3.731391000E0,-7.993408203E0,-3.723483658E1,1.900274658E1
3.932681000E0,-8.040222168E0,-3.699257278E1,1.951309204E1
4.133971000E0,-9.670471191E0,-3.918825912E1,1.317855835E1
4.335262000E0,-1.203587341E1,-3.920467377E1,1.031988525E1
4.536552000E0,-1.285662842E1,-3.937076569E1,6.904174805E0
4.737841208E0,-1.323223877E1,-3.928933334E1,4.786773682E0
4.939132208E0,-1.269749451E1,-3.966351700E1,3.393737793E0
5.140422208E0,-1.177587891E1,-3.971372604E1,2.122406006E0
5.341713208E0,-9.952499390E0,-4.042321014E1,2.539611816E0
5.543003208E0,-8.444580078E0,-4.048907089E1,4.872863770E0
5.744294083E0,-9.929489136E0,-4.021059418E1,7.049835205E0
5.945584083E0,-1.141410828E1,-3.936925507E1,9.596954346E0
6.146875083E0,-1.157495117E1,-3.868417740E1,1.325112915E1
6.348165083E0,-9.889938354E0,-3.815607452E1,1.540771484E1
6.549456083E0,-7.722152710E0,-3.813805771E1,1.715606689E1
