"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.778068333E-1,-5.607479095E0,-3.294604874E1,1.456802368E1
3.790878333E-1,-5.073291779E0,-3.276474762E1,1.452551270E1
5.803691250E-1,-7.027465820E0,-3.279647064E1,1.416607666E1
7.816501250E-1,-9.698772430E0,-3.298303986E1,1.206271362E1
9.829311250E-1,-1.223632431E1,-3.313235855E1,1.050494385E1
1.184212125E0,-1.227408600E1,-3.284449768E1,1.217800903E1
1.385493125E0,-1.226820755E1,-3.306605530E1,1.173736572E1
1.586774583E0,-1.373086166E1,-3.373487854E1,8.411743164E0
1.788055583E0,-1.694289780E1,-3.411706161E1,-4.482421875E-1
1.989336583E0,-1.692474747E1,-3.380135345E1,-7.484100342E0
2.190617583E0,-1.552823639E1,-3.469517136E1,-5.796600342E0
2.391899583E0,-1.132601929E1,-3.575467682E1,4.033508301E-1
2.593180208E0,-8.811443329E0,-3.602610779E1,2.915222168E0
2.794461208E0,-7.344497681E0,-3.632785034E1,3.052947998E0
2.995742208E0,-5.975208282E0,-3.602458191E1,4.660308838E0
3.197023208E0,-5.050319672E0,-3.604204559E1,4.938812256E0
3.398305208E0,-4.001533508E0,-3.566335297E1,6.185058594E0
3.599587333E0,-4.338787079E0,-3.551250458E1,7.320983887E0
3.800868333E0,-7.057041168E0,-3.602481842E1,4.065765381E0
4.002149333E0,-6.737529755E0,-3.650855255E1,2.815887451E0
4.203430333E0,-6.307708740E0,-3.663140106E1,2.922760010E0
4.404712333E0,-6.468517303E0,-3.601383209E1,4.238128662E0
4.605993083E0,-5.456825256E0,-3.612390900E1,4.467620850E0
4.807274083E0,-4.816951752E0,-3.636666870E1,3.881011963E0
5.008555083E0,-5.583713531E0,-3.572310638E1,5.332122803E0
5.209836083E0,-9.183120728E0,-3.540795898E1,4.906524658E0
5.411117083E0,-1.204934692E1,-3.499135590E1,2.361389160E0
5.612398083E0,-1.470434570E1,-3.395917511E1,4.324768066E0
5.813679083E0,-1.479691696E1,-3.335423660E1,7.424041748E0
6.014961083E0,-1.470634079E1,-3.263488007E1,9.592285156E0
6.216242083E0,-1.433683777E1,-3.312664795E1,9.326629639E0
6.417523458E0,-1.485503769E1,-3.386052322E1,6.287017822E0
6.618805458E0,-1.509159088E1,-3.407274628E1,5.132659912E0
6.820086458E0,-1.635147095E1,-3.368353271E1,5.449951172E0
7.021367458E0,-1.708571625E1,-3.268848419E1,8.232238770E0
7.222649458E0,-1.613686371E1,-3.333125687E1,7.571502686E0
7.423931333E0,-1.484799957E1,-3.331130981E1,9.410278320E0
7.625212333E0,-1.226178360E1,-3.383544922E1,8.545562744E0
7.826493333E0,-1.140485001E1,-3.462567520E1,6.647979736E0
8.027775333E0,-1.258619690E1,-3.501103210E1,6.084869385E0
8.229056333E0,-1.215252686E1,-3.484774780E1,5.900512695E0
8.430336958E0,-1.105424881E1,-3.476229095E1,6.718261719E0
8.631617958E0,-8.179477692E0,-3.540583038E1,7.638549805E0
8.832898958E0,-4.766460419E0,-3.574384308E1,6.948150635E0
9.034180958E0,-4.464984894E0,-3.504955292E1,9.158691406E0
9.235462958E0,-5.468612671E0,-3.468193054E1,9.056182861E0
9.436745250E0,-6.760921478E0,-3.404642105E1,1.086471558E1
9.638027250E0,-7.763740540E0,-3.288296509E1,1.337310791E1
9.839308250E0,-6.447692871E0,-3.245660782E1,1.351855469E1
1.004059025E1,-6.262062073E0,-3.242404556E1,1.395855713E1
1.024187225E1,-5.928714752E0,-3.136492729E1,1.634793091E1
1.044315308E1,-7.796165466E0,-3.137237358E1,1.519653320E1
1.064443508E1,-7.744354248E0,-3.376998901E1,9.724975586E0
1.084571708E1,-7.616928101E0,-3.503273773E1,4.735412598E0
1.104699908E1,-7.968811035E0,-3.545962524E1,1.894287109E0
1.124828008E1,-7.034088135E0,-3.558369446E1,-1.581420898E0
1.144956196E1,-6.700057983E0,-3.574925995E1,-3.616638184E0
1.165084396E1,-7.035419464E0,-3.553774261E1,-2.081756592E0
1.185212596E1,-7.716102600E0,-3.557247925E1,-2.184875488E0
1.205340796E1,-8.006412506E0,-3.534680939E1,-1.638397217E0
1.225468996E1,-8.706920624E0,-3.523315430E1,-4.163787842E0
1.245597138E1,-9.425640106E0,-3.460423279E1,-5.301910400E0
1.265725338E1,-8.890354156E0,-3.438838196E1,-4.056488037E0
1.285853537E1,-9.063594818E0,-3.412281036E1,-4.451293945E-1
1.305981738E1,-9.197708130E0,-3.293537521E1,5.126434326E0
1.326109937E1,-7.805122375E0,-3.209059906E1,7.599945068E0
1.346238183E1,-4.661361694E0,-3.210018921E1,7.239898682E0
1.366366383E1,-1.635700226E0,-3.197708893E1,7.112762451E0
1.386494583E1,3.856163025E-1,-3.163268471E1,7.500122070E0
1.406622783E1,1.262592316E0,-3.131063843E1,7.671142578E0
1.426750983E1,8.686981201E-1,-3.075737381E1,9.438873291E0
1.446879283E1,-1.260906219E0,-3.073908615E1,1.009057617E1
1.467007483E1,-4.785919189E0,-3.025018501E1,1.120578003E1
1.487135683E1,-8.158935547E0,-2.940494156E1,1.208743286E1
1.507263883E1,-1.086428070E1,-2.849102211E1,1.297470093E1
1.527392083E1,-1.291344070E1,-2.785482788E1,1.386361694E1
1.547520137E1,-1.388180161E1,-2.705870056E1,1.440216064E1
1.567648338E1,-1.551558685E1,-2.664692497E1,1.424270630E1
1.587776538E1,-1.407607651E1,-2.699995041E1,1.441500854E1
1.607904737E1,-1.267055130E1,-2.742015076E1,1.514532471E1
1.628032938E1,-1.387585449E1,-2.774275970E1,1.360055542E1
1.648161158E1,-1.316539001E1,-2.846676636E1,1.291708374E1
1.668289358E1,-1.211857986E1,-2.917675781E1,1.158273315E1
1.688417558E1,-1.197388458E1,-3.003355789E1,9.962829590E0
1.708545758E1,-1.161253738E1,-3.058496094E1,9.596740723E0
1.728674058E1,-1.043850708E1,-3.075025177E1,9.527099609E0
1.748802321E1,-9.459651947E0,-3.090632629E1,9.943969727E0
1.768930521E1,-8.798480988E0,-3.106127357E1,9.072662354E0
1.789058721E1,-8.427791595E0,-3.171195221E1,8.416137695E0
1.809186921E1,-9.332180023E0,-3.146020317E1,9.115509033E0
1.829315221E1,-1.485646057E1,-3.077999115E1,5.928070068E0
1.849443408E1,-2.017407990E1,-2.984605789E1,-7.831115723E-1
1.869571608E1,-2.076142120E1,-2.929701805E1,-6.750335693E0
1.889699808E1,-1.878304672E1,-3.014817238E1,-8.024383545E0
