"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.686149016218766E9,"2023-06-07 16:43:36.219 UTC+02:00"
"PAUSE",1.256452683333191E2,1.686149141863742E9,"2023-06-07 16:45:41.864 UTC+02:00"
