"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.686739822641790E9,"2023-06-14 12:50:22.642 UTC+02:00"
"PAUSE",1.122119087916653E2,1.686739934853133E9,"2023-06-14 12:52:14.853 UTC+02:00"
