"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.686151110170926E9,"2023-06-07 17:18:30.171 UTC+02:00"
"PAUSE",1.560814326250111E2,1.686151266251963E9,"2023-06-07 17:21:06.252 UTC+02:00"
