"Time (s)","X (hPa)"
-5.168513750E-1,1.016210785E3
5.173566250E-1,1.016385727E3
1.551503625E0,1.016560669E3
2.585719625E0,1.017204971E3
3.619864625E0,1.017204971E3
4.654001625E0,1.017044373E3
4.789931625E0,1.017044373E3
5.747299625E0,1.017044373E3
6.704779625E0,1.016977310E3
7.662245625E0,1.016977310E3
8.619811625E0,1.016988678E3
9.577362625E0,1.016988678E3
1.053489262E1,1.016836853E3
1.149224962E1,1.016836853E3
1.244954462E1,1.017174072E3
1.340695062E1,1.017174072E3
1.436438362E1,1.017174072E3
1.532186462E1,1.017072372E3
1.627930662E1,1.017072372E3
1.723672162E1,1.016968689E3
1.819420162E1,1.016968689E3
1.915157162E1,1.016934128E3
2.010906862E1,1.016784821E3
2.106657262E1,1.016784821E3
2.202408062E1,1.016784821E3
2.298167362E1,1.016774445E3
2.393912262E1,1.016774445E3
2.489647762E1,1.016822662E3
2.585388362E1,1.016837921E3
2.681137862E1,1.016837921E3
2.776886162E1,1.016695938E3
2.872631962E1,1.016695938E3
2.968383762E1,1.016752396E3
3.064131062E1,1.016752396E3
3.159872462E1,1.016752396E3
3.255618662E1,1.016786652E3
3.351361562E1,1.017021179E3
3.447108862E1,1.017021179E3
3.542868262E1,1.016895828E3
3.638621562E1,1.016786804E3
3.734381462E1,1.016735840E3
3.830130862E1,1.016718597E3
3.925888962E1,1.016626892E3
4.021650262E1,1.016626892E3
4.117418462E1,1.016633377E3
4.213189662E1,1.016665573E3
4.308948162E1,1.016665573E3
4.404701762E1,1.016665573E3
4.500450662E1,1.016757812E3
4.596197762E1,1.016757812E3
4.691946962E1,1.016713562E3
4.787696462E1,1.016713562E3
4.883448462E1,1.016873169E3
4.979206262E1,1.016873169E3
5.074965762E1,1.016686478E3
5.170725762E1,1.016625290E3
5.266491962E1,1.016606216E3
5.362258962E1,1.016496658E3
5.458022062E1,1.016496658E3
5.553783262E1,1.016618042E3
5.649548062E1,1.016709442E3
5.745318162E1,1.016709442E3
5.841088362E1,1.016662369E3
5.936861462E1,1.016654129E3
6.032626762E1,1.016585464E3
6.128386162E1,1.016585464E3
6.224146262E1,1.016662216E3
6.319908662E1,1.016688766E3
6.415670562E1,1.016676483E3
6.511420762E1,1.016688766E3
6.607176062E1,1.016676483E3
6.702918062E1,1.016520309E3
6.798678262E1,1.016520309E3
6.894432762E1,1.016520309E3
6.990189762E1,1.016478119E3
7.085949262E1,1.016478119E3
7.181705562E1,1.016444092E3
7.277462762E1,1.016427078E3
7.373217662E1,1.016427078E3
7.468980462E1,1.016480331E3
7.564751462E1,1.016480331E3
7.660517862E1,1.016472168E3
7.756283762E1,1.016472168E3
7.852055262E1,1.016472168E3
7.947827262E1,1.016327820E3
8.043597562E1,1.016327820E3
8.139373062E1,1.016274719E3
8.235155062E1,1.016249619E3
8.330927662E1,1.016249619E3
8.426697162E1,1.016367340E3
8.522465862E1,1.016367340E3
8.618240562E1,1.016355591E3
8.714013262E1,1.016355591E3
8.809773262E1,1.016394501E3
8.905534162E1,1.016518326E3
9.001304862E1,1.016518326E3
9.097072562E1,1.016495819E3
9.192841162E1,1.016495819E3
9.288613662E1,1.016494522E3
9.384394262E1,1.016446304E3
9.480166362E1,1.016446304E3
9.575944262E1,1.016443024E3
9.671725862E1,1.016443024E3
9.767501662E1,1.016289139E3
9.863278762E1,1.016147537E3
9.959048062E1,1.016109009E3
1.005483006E2,1.016109009E3
1.015061716E2,1.016130447E3
1.024639426E2,1.016220856E3
1.034217196E2,1.016278687E3
1.043794476E2,1.016278687E3
1.053371736E2,1.016218414E3
1.062949476E2,1.016218414E3
1.072527466E2,1.016280746E3
1.082104606E2,1.016336975E3
1.091682186E2,1.016495285E3
1.101260856E2,1.016495285E3
1.110838076E2,1.016388931E3
1.120416266E2,1.016268997E3
1.129993946E2,1.016268997E3
1.139572006E2,1.016257019E3
1.149149706E2,1.016290131E3
1.158728246E2,1.016295624E3
1.168306746E2,1.016437302E3
1.177884576E2,1.016437302E3
1.187460786E2,1.016130753E3
1.197037996E2,1.016130753E3
1.206616006E2,1.016115799E3
1.216193666E2,1.016174088E3
1.225770206E2,1.016184921E3
