"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.686743720888987E9,"2023-06-14 13:55:20.889 UTC+02:00"
"PAUSE",1.618208389166684E2,1.686743882708917E9,"2023-06-14 13:58:02.709 UTC+02:00"
