"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.686741499907478E9,"2023-06-14 13:18:19.907 UTC+02:00"
"PAUSE",4.276158625000971E1,1.686741542668814E9,"2023-06-14 13:19:02.669 UTC+02:00"
